Date,Time,"Solar Radiation (Solar Radiation 21114835:21105866-1),W/m²,Greenwich PEINP","Wind Direction (Wind Direction 21114835:21135207-3),°,Greenwich PEINP","Rain (Rain 21114835:21038371-1),mm,Greenwich PEINP","Dew Point (Dew Point 21114835:21648577-3),°C,Greenwich PEINP","RH (RH 21114835:21648577-2),%,Greenwich PEINP","Temperature (Temperature 21114835:21648577-1),°C,Greenwich PEINP","Wind gust speed (Wind gust speed 21114835:21135207-2),Km/h,Greenwich PEINP","Average wind speed (Average wind speed 21114835:21135207-1),Km/h,Greenwich PEINP","Accumulated Rain (Accumulated Rain 21114835:21038371-2),mm,Greenwich PEINP"
12/01/2025,00:00:00 -0400,0.625,169.87450980392157,0.200048828125,1.6247947457350997,95.2391851682307,2.3085992880777795,25.247766615923712,12.02274600758272,9.202246093750004
12/01/2025,00:05:00 -0400,0.625,167.06666666666666,0,1.7417465477279304,95.45433737697414,2.394390907209015,21.640942813648895,13.225020608340992,
12/01/2025,00:10:00 -0400,0.625,175.49019607843135,0,1.804342828905826,95.59014267185474,2.4372867167746364,21.640942813648895,12.02274600758272,
12/01/2025,00:15:00 -0400,0.625,174.08627450980393,0,1.901446703601376,95.81597619592584,2.5016304311230613,19.236393612132353,10.820471406824447,
12/01/2025,00:20:00 -0400,0.625,165.6627450980392,0,2.0397275392321754,95.88464179446098,2.630317859819918,20.438668212890626,13.225020608340992,
12/01/2025,00:25:00 -0400,0.625,164.25882352941176,0,2.0858244328076037,95.90753032730602,2.6732136693855395,20.438668212890626,13.225020608340992,
12/01/2025,00:30:00 -0400,0.625,164.25882352941176,0,2.14506713628246,96.02044708934157,2.7161094789511537,21.640942813648895,12.02274600758272,
12/01/2025,00:35:00 -0400,0.625,162.8549019607843,0,2.2628871188063187,96.09521629663539,2.8233490028652,20.438668212890626,13.225020608340992,
12/01/2025,00:40:00 -0400,0.625,165.6627450980392,0,2.360448229338758,96.17761501487755,2.9091406219964355,24.04549201516544,13.225020608340992,
12/01/2025,00:45:00 -0400,0.625,167.06666666666666,0,2.483858300831618,96.2905317769131,3.0163801459104818,24.04549201516544,14.427295209099267,
12/01/2025,00:50:00 -0400,0.625,164.25882352941176,0,2.6431544682945076,96.3561455710689,3.1665154793901493,21.640942813648895,13.225020608340992,
12/01/2025,00:55:00 -0400,0.625,169.87450980392157,0,2.695737763789757,96.42328526741436,3.2094112889557636,25.247766615923712,13.225020608340992,
12/01/2025,01:00:00 -0400,0.625,169.87450980392157,0,2.791329677206467,96.49195086594949,3.295202908087006,28.854590418198534,14.427295209099267,
12/01/2025,01:05:00 -0400,0.625,175.49019607843135,0,2.8782372204123403,96.50110627908751,3.380994527218242,24.04549201516544,13.225020608340992,
12/01/2025,01:10:00 -0400,0.625,172.68235294117648,0,2.939069041010429,96.47821774624246,3.4453382415666667,31.25913961971507,14.427295209099267,
12/01/2025,01:15:00 -0400,0.625,168.47058823529412,0,3.066081189209396,96.46906233310445,3.5740256702635236,25.247766615923712,14.427295209099267,
12/01/2025,01:20:00 -0400,0.625,171.27843137254902,0,3.1017130646390765,96.42023346303502,3.616921479829145,26.450041216681985,14.427295209099267,
12/01/2025,01:25:00 -0400,0.625,172.68235294117648,0,3.167226399760067,96.42938887617304,3.68126519417757,25.247766615923712,13.225020608340992,
12/01/2025,01:30:00 -0400,0.625,169.87450980392157,0,3.289524627092128,96.38818951705196,3.8099526228744267,27.652315817440257,14.427295209099267,
12/01/2025,01:35:00 -0400,0.625,174.08627450980393,0,3.2854927896922925,96.3607232776379,3.8099526228744267,24.04549201516544,13.225020608340992,
12/01/2025,01:40:00 -0400,0.625,174.08627450980393,0,3.4744018063616546,96.33630884260319,4.002983765919716,22.843217414407167,13.225020608340992,
12/01/2025,01:45:00 -0400,0.625,172.68235294117648,0,3.5280090592044804,96.26459143968872,4.067327480268148,25.247766615923712,14.427295209099267,
