Date,Time,"Solar Radiation (Solar Radiation 21114835:21105866-1),W/m²,Greenwich PEINP","Wind Direction (Wind Direction 21114835:21135207-3),°,Greenwich PEINP","Rain (Rain 21114835:21038371-1),mm,Greenwich PEINP","Dew Point (Dew Point 21114835:21648577-3),°C,Greenwich PEINP","RH (RH 21114835:21648577-2),%,Greenwich PEINP","Temperature (Temperature 21114835:21648577-1),°C,Greenwich PEINP","Wind gust speed (Wind gust speed 21114835:21135207-2),Km/h,Greenwich PEINP","Average wind speed (Average wind speed 21114835:21135207-1),Km/h,Greenwich PEINP","Accumulated Rain (Accumulated Rain 21114835:21038371-2),mm,Greenwich PEINP"
10/31/2025,20:00:00 -0400,0.625,240.0705882352941,0,12.732527792175947,99.34081025406272,12.818072631654331,21.640942813648895,14.427295209099267,
10/31/2025,20:05:00 -0400,0.625,240.0705882352941,0,12.7462454730725,99.29045548180362,12.839520536437142,19.236393612132353,13.225020608340992,
10/31/2025,20:10:00 -0400,0.625,238.66666666666666,0,12.597514246118164,99.1607537956817,12.710833107740285,18.03411901137408,12.02274600758272,
10/31/2025,20:15:00 -0400,0.625,240.0705882352941,0,12.757150690179436,99.50102998397803,12.818072631654331,22.843217414407167,12.02274600758272,
10/31/2025,20:20:00 -0400,0.625,238.66666666666666,0,12.703927445258103,99.01579308766308,12.839520536437142,19.236393612132353,12.02274600758272,
10/31/2025,20:25:00 -0400,0.625,237.2627450980392,0,12.732209730992686,99.0600442511635,12.860968441219946,15.629569809857536,9.618196806066177,
10/31/2025,20:30:00 -0400,0.625,235.85882352941175,0,12.6631325550422,99.02952620737011,12.79662472687152,14.427295209099267,9.618196806066177,
10/31/2025,20:35:00 -0400,0.625,235.85882352941175,0,12.685321981452299,98.89524681467918,12.839520536437142,14.427295209099267,9.618196806066177,
10/31/2025,20:40:00 -0400,0.625,231.64705882352942,0,12.620491733186073,98.89219501029984,12.77517682208871,13.225020608340992,9.618196806066177,
10/31/2025,20:45:00 -0400,0.625,231.64705882352942,0,12.700646322777253,98.85557335774777,12.860968441219946,13.225020608340992,9.618196806066177,
10/31/2025,20:50:00 -0400,0.625,228.83921568627449,0,12.713607389455328,98.80064087891967,12.882416346002756,14.427295209099267,8.415922205307904,
10/31/2025,20:55:00 -0400,0.625,226.0313725490196,0,12.764058790153271,98.8494697489891,12.925312155568378,13.225020608340992,7.213647604549633,
10/31/2025,21:00:00 -0400,0.625,227.43529411764703,0,12.809690096387822,98.59006637674526,13.011103774699613,14.427295209099267,9.618196806066177,
10/31/2025,21:05:00 -0400,0.625,223.2235294117647,0,12.732801435258526,98.23300526436255,12.989655869916803,15.629569809857536,9.618196806066177,
10/31/2025,21:10:00 -0400,0.625,226.0313725490196,0,12.44112200393683,97.05195696955825,12.882416346002756,25.247766615923712,12.02274600758272,
10/31/2025,21:15:00 -0400,0.625,231.64705882352942,0,11.989573252902975,94.74479285877774,12.79662472687152,24.04549201516544,15.629569809857536,
10/31/2025,21:20:00 -0400,0.625,231.64705882352942,0,11.535113170664177,92.4650949874113,12.710833107740285,22.843217414407167,15.629569809857536,
10/31/2025,21:25:00 -0400,0.625,233.05098039215687,0,11.36663339107024,91.8272678721294,12.646489393391853,30.056865018956803,16.83184441061581,
10/31/2025,21:30:00 -0400,0.625,230.24313725490197,0,11.071467381253353,90.94071869993134,12.496354059912193,28.854590418198534,16.83184441061581,
10/31/2025,21:35:00 -0400,0.625,228.83921568627449,0,10.853466159263018,90.26779583428703,12.389114535998146,24.04549201516544,16.83184441061581,
10/31/2025,21:40:00 -0400,0.625,231.64705882352942,0,10.570003170962133,89.46059357595179,12.238979202518479,26.450041216681985,16.83184441061581,
10/31/2025,21:45:00 -0400,0.625,228.83921568627449,0,10.570828057999242,89.71847104600596,12.196083392952865,24.04549201516544,16.83184441061581,
10/31/2025,21:50:00 -0400,0.625,227.43529411764703,0,10.672272331942125,90.96665903715572,12.088843869038804,18.03411901137408,10.820471406824447,
10/31/2025,21:55:00 -0400,0.625,214.79999999999998,0,10.810681508445173,92.19806210421912,12.02450015469038,12.02274600758272,7.213647604549633,
10/31/2025,22:00:00 -0400,0.625,216.20392156862744,0,11.013372225960977,93.1837949187457,12.067395964256,13.225020608340992,8.415922205307904,
10/31/2025,22:05:00 -0400,0.625,217.6078431372549,0,11.070769358723366,93.53933012893873,12.067395964256,12.02274600758272,8.415922205307904,
10/31/2025,22:10:00 -0400,0.625,220.41568627450982,0,11.045144213237405,92.98542763408865,12.131739678604426,15.629569809857536,9.618196806066177,
10/31/2025,22:15:00 -0400,0.625,220.41568627450982,0,11.000627263920768,92.1889066910811,12.217531297735668,18.03411901137408,10.820471406824447,
10/31/2025,22:20:00 -0400,0.625,213.39607843137256,0,10.862873380386128,91.73723964293889,12.153187583387236,22.843217414407167,10.820471406824447,
10/31/2025,22:25:00 -0400,0.625,217.6078431372549,0,10.761583365322595,91.25047684443427,12.131739678604426,24.04549201516544,12.02274600758272,
