Date,Time,"Solar Radiation (Solar Radiation 21114835:21105866-1),W/m²,Greenwich PEINP","Wind Direction (Wind Direction 21114835:21135207-3),°,Greenwich PEINP","Rain (Rain 21114835:21038371-1),mm,Greenwich PEINP","Dew Point (Dew Point 21114835:21648577-3),°C,Greenwich PEINP","RH (RH 21114835:21648577-2),%,Greenwich PEINP","Temperature (Temperature 21114835:21648577-1),°C,Greenwich PEINP","Wind gust speed (Wind gust speed 21114835:21135207-2),Km/h,Greenwich PEINP","Average wind speed (Average wind speed 21114835:21135207-1),Km/h,Greenwich PEINP","Accumulated Rain (Accumulated Rain 21114835:21038371-2),mm,Greenwich PEINP"
02/01/2026,00:00:00 -0400,0.625,207.78039215686277,0,-15.957143167629315,93.90096894789043,-15.171443109911785,4.809098403033088,1.202274600758272,0
02/01/2026,00:05:00 -0400,0.625,206.37647058823526,0,-16.107345176131734,93.7270160982681,-15.300130538608641,1.202274600758272,0,
02/01/2026,00:10:00 -0400,0.625,206.37647058823526,0,-15.736637925721398,94.29159990844586,-14.999859871649313,0,0,
02/01/2026,00:15:00 -0400,0.625,206.37647058823526,0,-15.720149091260557,94.25345235370412,-14.978411966866503,0,0,
02/01/2026,00:20:00 -0400,0.625,206.37647058823526,0,-15.762493953099993,94.0886549172198,-14.999859871649313,0,0,
02/01/2026,00:25:00 -0400,0.625,206.37647058823526,0,-16.056214034061778,93.6263065537499,-15.235786824260213,0,0,
02/01/2026,00:30:00 -0400,0.625,206.37647058823526,0,-16.77554521176264,93.17006179903868,-15.900671872527298,0,0,
02/01/2026,00:35:00 -0400,0.625,206.37647058823526,0,-17.00517619765437,93.37605859464408,-16.158046729921015,0,0,
02/01/2026,00:40:00 -0400,0.625,206.37647058823526,0,-16.12900311411101,93.89181353475242,-15.34302634817426,0,0,
02/01/2026,00:45:00 -0400,0.625,206.37647058823526,0,-16.26201513101106,93.51796749828335,-15.428817967305495,0,0,
02/01/2026,00:50:00 -0400,0.625,206.37647058823526,0,-16.503082628431994,93.1334401464866,-15.62184911035078,0,0,
02/01/2026,00:55:00 -0400,0.625,206.37647058823526,0,-16.22540588690812,93.4706645304036,-15.385922157739877,0,0,
02/01/2026,01:00:00 -0400,0.625,206.37647058823526,0,-16.225753386659502,93.30128938735027,-15.36447425295707,0,0,
