station,timestamp_utc,solar_radiation_w_m2,rain_mm,wind_direction_deg,air_temperature_c,battery_v,wind_speed_kmh,wind_gust_speed_kmh
tracadie,2024-02-01 00:00:00+00:00,59.55833333333333,0.0,167.0,-2.623616666666667,4.352316666666667,5.136666666666667,6.9783333333333335
tracadie,2024-02-02 00:00:00+00:00,23.50138888888889,1.0,81.0,-1.0742777777777779,4.346038194444445,6.0625,7.379166666666666
tracadie,2024-02-03 00:00:00+00:00,23.572222222222223,0.2,13.0,-3.1770972222222227,4.350461805555556,34.672222222222224,42.11805555555556
tracadie,2024-02-04 00:00:00+00:00,22.720833333333335,0.0,358.0,-3.1051388888888884,4.344270833333334,39.09861111111111,50.147222222222226
tracadie,2024-02-05 00:00:00+00:00,38.020833333333336,0.0,357.0,-1.0192222222222223,4.353527777777778,35.1875,43.81666666666667
tracadie,2024-02-06 00:00:00+00:00,46.71944444444444,0.0,8.0,-1.0027222222222223,4.35840625,30.370833333333334,37.46111111111111
tracadie,2024-02-07 00:00:00+00:00,76.46388888888889,0.0,4.0,-2.2159444444444443,4.361170138888889,18.70138888888889,22.98611111111111
tracadie,2024-02-08 00:00:00+00:00,103.02083333333333,0.2,11.0,-1.9915,4.364576388888889,10.629166666666666,13.465277777777779
tracadie,2024-02-09 00:00:00+00:00,122.1763888888889,0.0,357.0,-2.772986111111111,4.369190972222222,5.338888888888889,7.106944444444444
tracadie,2024-02-10 00:00:00+00:00,81.71944444444445,0.0,171.0,-0.27694444444444444,4.369638888888889,12.8375,16.743055555555557
tracadie,2024-02-11 00:00:00+00:00,99.83194444444445,2.0,160.0,3.4223333333333334,4.374670138888889,11.879166666666666,15.752777777777778
tracadie,2024-02-12 00:00:00+00:00,136.83055555555555,0.0,233.0,1.4579861111111112,4.382038194444444,7.963888888888889,10.795833333333333
tracadie,2024-02-13 00:00:00+00:00,92.3875,0.0,157.0,-2.1109722222222222,4.375368055555556,12.63888888888889,16.022222222222222
tracadie,2024-02-14 00:00:00+00:00,50.25972222222222,0.0,8.0,-4.449027777777778,4.36476736111111,34.49861111111111,44.105555555555554
tracadie,2024-02-15 00:00:00+00:00,64.79861111111111,0.0,256.0,-2.297527777777778,4.366555555555555,41.24583333333333,51.11666666666667
tracadie,2024-02-16 00:00:00+00:00,64.08472222222223,0.0,300.0,-5.195458333333334,4.370586805555556,17.669444444444444,23.008333333333333
tracadie,2024-02-17 00:00:00+00:00,130.0125,0.0,295.0,-5.838819444444444,4.365072916666667,14.561111111111112,19.725
tracadie,2024-02-18 00:00:00+00:00,148.2861111111111,0.0,184.0,-7.625819444444445,4.3606493055555555,15.96111111111111,21.481944444444444
tracadie,2024-02-19 00:00:00+00:00,117.24444444444444,0.0,205.0,-6.0176944444444445,4.3579236111111115,14.590277777777779,19.53611111111111
tracadie,2024-02-20 00:00:00+00:00,157.75555555555556,0.0,237.0,-8.625083333333334,4.365993055555555,18.044444444444444,25.045833333333334
tracadie,2024-02-21 00:00:00+00:00,162.60833333333332,0.0,248.0,-8.536138888888889,4.356822916666667,13.625,18.070833333333333
tracadie,2024-02-22 00:00:00+00:00,75.6,0.0,126.0,-6.474763888888889,4.357378472222222,7.036111111111111,9.036111111111111
tracadie,2024-02-23 00:00:00+00:00,53.75694444444444,1.2000000000000002,91.0,-3.7096805555555554,4.365649305555555,10.509722222222223,13.884722222222223
tracadie,2024-02-24 00:00:00+00:00,17.822222222222223,17.2,125.0,-0.01965277777777778,4.371194444444445,19.793055555555554,24.759722222222223
tracadie,2024-02-25 00:00:00+00:00,169.05416666666667,0.0,278.0,-9.861430555555556,4.366451388888889,16.658333333333335,22.43611111111111
tracadie,2024-02-26 00:00:00+00:00,107.6625,0.0,153.0,-5.904444444444445,4.356784722222222,13.294444444444444,17.455555555555556
tracadie,2024-02-27 00:00:00+00:00,159.1888888888889,0.0,161.0,1.2469305555555554,4.379302083333333,13.929166666666667,18.506944444444443
tracadie,2024-02-28 00:00:00+00:00,57.5125,3.8000000000000003,126.0,7.112791666666666,4.3896041666666665,22.75,30.380555555555556
tracadie,2024-02-29 00:00:00+00:00,44.141666666666666,12.0,145.0,3.5830833333333336,4.389423611111111,31.934722222222224,43.90694444444444
tracadie,2024-03-01 00:00:00+00:00,1.0,0.0,244.0,-9.597166666666668,4.297770833333334,25.491666666666667,36.083333333333336
