station,timestamp_utc,wind_gust_speed_max_kmh,solar_radiation_w_m2,rain_mm,air_temperature_c,battery_v,wind_direction_deg,wind_speed_kmh,wind_gust_speed_kmh,wind_speed_ms
tracadie,2023-12-01 00:00:00+00:00,,66.025,0.0,6.057799999999999,4.3580000000000005,161.0,18.411666666666665,25.016666666666666,
tracadie,2023-12-02 00:00:00+00:00,,7.659722222222222,7.800000000000001,4.023208333333334,4.348913194444445,198.0,14.172222222222222,16.656944444444445,
tracadie,2023-12-03 00:00:00+00:00,,54.43472222222222,0.2,1.5071944444444445,4.350333333333333,7.0,19.4375,24.458333333333332,
tracadie,2023-12-04 00:00:00+00:00,,12.502777777777778,5.800000000000001,1.0478750000000001,4.342736111111112,22.0,28.879166666666666,34.62361111111111,
tracadie,2023-12-05 00:00:00+00:00,,25.92361111111111,1.8,-0.5311666666666667,4.333701388888889,1.0,25.3125,31.520833333333332,
tracadie,2023-12-06 00:00:00+00:00,,70.87638888888888,0.2,-3.6661944444444443,4.335802083333333,302.0,13.893055555555556,18.579166666666666,
tracadie,2023-12-07 00:00:00+00:00,,17.448611111111113,0.0,-0.45315277777777774,4.330930555555556,331.0,25.0,31.773611111111112,
tracadie,2023-12-08 00:00:00+00:00,,36.34305555555556,0.0,-1.9904305555555555,4.336989583333334,246.0,23.122222222222224,31.7625,
tracadie,2023-12-09 00:00:00+00:00,,65.79305555555555,0.0,-0.27220833333333333,4.340722222222222,291.0,13.5625,17.927777777777777,
tracadie,2023-12-10 00:00:00+00:00,,39.86388888888889,0.0,1.235638888888889,4.346065972222222,152.0,12.925,16.8375,
tracadie,2023-12-11 00:00:00+00:00,,20.57638888888889,2.6,11.75951388888889,4.35342013888889,142.0,32.331944444444446,44.44444444444444,
tracadie,2023-12-12 00:00:00+00:00,,58.18888888888889,0.0,2.2801666666666667,4.37103125,160.0,21.25,29.39027777777778,
tracadie,2023-12-13 00:00:00+00:00,,32.547222222222224,0.0,0.8160972222222223,4.3481909722222225,181.0,14.526388888888889,19.51388888888889,
tracadie,2023-12-14 00:00:00+00:00,,27.908333333333335,0.0,-4.620819444444444,4.341569444444445,253.0,25.141666666666666,35.09166666666667,
tracadie,2023-12-15 00:00:00+00:00,,61.67916666666667,0.0,-0.4774583333333333,4.337215277777777,247.0,16.558333333333334,22.830555555555556,
tracadie,2023-12-16 00:00:00+00:00,,41.9375,0.0,1.2062083333333333,4.357673611111111,213.0,24.666666666666668,32.144444444444446,
tracadie,2023-12-17 00:00:00+00:00,,35.290277777777774,0.0,-0.756375,4.3490520833333335,296.0,15.168055555555556,20.345833333333335,
tracadie,2023-12-18 00:00:00+00:00,,27.494444444444444,0.4,9.704416666666667,4.343111111111111,125.0,30.89027777777778,41.768055555555556,
tracadie,2023-12-19 00:00:00+00:00,,15.258333333333333,3.8000000000000003,11.427638888888888,4.365958333333333,138.0,26.305555555555557,35.44305555555555,
tracadie,2023-12-20 00:00:00+00:00,,8.947222222222223,1.6,5.096041666666666,4.357583333333333,147.0,15.772222222222222,19.76527777777778,
tracadie,2023-12-21 00:00:00+00:00,,17.72361111111111,0.2,-0.09009722222222223,4.341076388888889,347.0,50.709722222222226,63.294444444444444,
tracadie,2023-12-22 00:00:00+00:00,,21.943055555555556,0.0,-3.2467083333333333,4.3215208333333335,331.0,50.09027777777778,61.75416666666667,
tracadie,2023-12-23 00:00:00+00:00,,69.61527777777778,0.0,-3.3447777777777783,4.337944444444444,319.0,18.131944444444443,23.113888888888887,
tracadie,2023-12-24 00:00:00+00:00,,67.1138888888889,0.0,0.0900138888888889,4.344246527777778,171.0,13.275,17.658333333333335,
tracadie,2023-12-25 00:00:00+00:00,,66.98611111111111,0.0,1.7171666666666665,4.357048611111111,229.0,7.4527777777777775,10.188888888888888,
tracadie,2023-12-26 00:00:00+00:00,,48.46944444444444,0.0,5.511763888888889,4.362076388888889,190.0,17.379166666666666,23.47361111111111,
tracadie,2023-12-27 00:00:00+00:00,,22.445833333333333,0.0,2.589847222222222,4.3580000000000005,202.0,8.890277777777778,11.822222222222223,
tracadie,2023-12-28 00:00:00+00:00,,79.90138888888889,0.0,0.5749583333333332,4.35484375,175.0,6.198611111111111,7.588888888888889,
tracadie,2023-12-29 00:00:00+00:00,,11.761111111111111,10.200000000000001,0.507,4.342246527777778,77.0,22.741666666666667,26.570833333333333,
tracadie,2023-12-30 00:00:00+00:00,,24.055555555555557,8.4,0.932763888888889,4.342395833333333,31.0,14.309722222222222,16.580555555555556,
tracadie,2023-12-31 00:00:00+00:00,,20.794444444444444,0.6000000000000001,0.45402777777777775,4.345197916666667,7.0,19.32638888888889,24.75,
