station,timestamp_utc,solar_radiation_w_m2,rain_mm,wind_direction_deg,air_temperature_c,battery_v,wind_speed_kmh,wind_gust_speed_kmh
tracadie,2024-08-01 00:00:00+00:00,199.22857142857143,6.2,166.0,24.03225396825397,4.439829365079365,19.276190476190475,26.19047619047619
tracadie,2024-08-02 00:00:00+00:00,277.9458333333333,0.0,199.0,23.360277777777778,4.42034375,8.879166666666666,11.997222222222222
tracadie,2024-08-03 00:00:00+00:00,183.65,0.0,149.0,24.75788888888889,4.4249479166666665,10.781944444444445,14.555555555555555
tracadie,2024-08-04 00:00:00+00:00,174.7625,0.0,161.0,24.54140277777778,4.420354166666666,11.07638888888889,15.093055555555555
tracadie,2024-08-05 00:00:00+00:00,190.62569832402235,2.8000000000000003,184.0,22.930458333333334,4.416659722222223,11.705555555555556,15.813888888888888
tracadie,2024-08-06 00:00:00+00:00,204.87222222222223,12.200000000000001,163.0,19.923805555555553,4.406503472222223,9.816666666666666,13.65
tracadie,2024-08-07 00:00:00+00:00,238.79861111111111,0.0,183.0,19.885638888888888,4.410541666666667,11.401388888888889,15.575
tracadie,2024-08-08 00:00:00+00:00,290.8208333333333,0.0,206.0,20.277097222222224,4.412979166666666,10.966666666666667,14.786111111111111
tracadie,2024-08-09 00:00:00+00:00,110.39305555555555,0.6000000000000001,142.0,18.816361111111114,4.415736111111111,10.155555555555555,13.333333333333334
tracadie,2024-08-10 00:00:00+00:00,64.01666666666667,4.4,115.0,21.480222222222224,4.415,20.790277777777778,28.375
tracadie,2024-08-11 00:00:00+00:00,273.8958333333333,0.0,195.0,22.465055555555555,4.415246527777778,10.823611111111111,14.920833333333333
tracadie,2024-08-12 00:00:00+00:00,233.39027777777778,0.0,199.0,21.551916666666667,4.410982638888889,13.865277777777777,18.77777777777778
tracadie,2024-08-13 00:00:00+00:00,232.105702364395,0.0,188.0,19.60027777777778,4.410982638888889,9.155555555555555,12.030555555555555
tracadie,2024-08-14 00:00:00+00:00,237.40277777777777,0.0,350.0,19.70059722222222,4.403378472222222,14.776388888888889,19.290277777777778
tracadie,2024-08-15 00:00:00+00:00,269.05833333333334,0.0,10.0,18.23551388888889,4.401538194444445,7.866666666666666,9.968055555555555
tracadie,2024-08-16 00:00:00+00:00,260.2638888888889,0.0,62.0,20.401569444444444,4.405628472222222,6.5569444444444445,8.958333333333334
tracadie,2024-08-17 00:00:00+00:00,251.43194444444444,0.0,150.0,21.252388888888888,4.410611111111112,9.690277777777778,13.11111111111111
tracadie,2024-08-18 00:00:00+00:00,234.51527777777778,0.0,187.0,19.99748611111111,4.406253472222222,14.472222222222221,19.245833333333334
tracadie,2024-08-19 00:00:00+00:00,125.99165507649514,11.0,131.0,21.433819444444445,4.400288194444444,7.261111111111111,9.094444444444445
tracadie,2024-08-20 00:00:00+00:00,142.9471488178025,0.6000000000000001,150.0,23.554972222222226,4.406013888888889,14.081944444444444,18.948611111111113
tracadie,2024-08-21 00:00:00+00:00,79.95277777777778,22.0,233.0,20.62177777777778,4.407819444444445,16.133333333333333,19.254166666666666
tracadie,2024-08-22 00:00:00+00:00,206.55230125523013,0.0,29.0,20.621222222222222,4.407475694444445,11.854166666666666,15.366666666666667
tracadie,2024-08-23 00:00:00+00:00,223.65555555555557,0.0,140.0,19.043833333333332,4.410753472222222,9.60138888888889,13.133333333333333
tracadie,2024-08-24 00:00:00+00:00,260.02777777777777,0.0,197.0,20.62375,4.411135416666666,12.045833333333333,16.683333333333334
tracadie,2024-08-25 00:00:00+00:00,212.5375,0.0,188.0,22.112819444444444,4.411590277777778,8.072222222222223,10.7
tracadie,2024-08-26 00:00:00+00:00,167.01805555555555,0.0,146.0,21.58972222222222,4.408052083333334,6.279166666666667,8.373611111111112
tracadie,2024-08-27 00:00:00+00:00,250.23472222222222,0.0,168.0,21.58838888888889,4.407986111111111,11.477777777777778,15.016666666666667
tracadie,2024-08-28 00:00:00+00:00,78.28333333333333,6.800000000000001,190.0,18.956916666666665,4.4004375,22.198611111111113,30.24861111111111
tracadie,2024-08-29 00:00:00+00:00,166.96927374301677,0.0,324.0,17.290208333333336,4.398083333333333,30.743055555555557,38.50416666666667
tracadie,2024-08-30 00:00:00+00:00,255.42916666666667,0.0,344.0,16.699694444444447,4.402611111111111,8.46111111111111,11.429166666666667
tracadie,2024-08-31 00:00:00+00:00,258.5,0.0,157.0,17.945694444444445,4.401659722222223,16.455555555555556,22.030555555555555
tracadie,2024-09-01 00:00:00+00:00,1.0,0.0,188.0,18.676,4.292805555555556,16.355555555555554,22.122222222222224
