station,timestamp_utc,solar_radiation_w_m2,rain_mm,wind_speed_kmh,wind_gust_speed_kmh,wind_direction_deg,air_temperature_c,battery_v
tracadie,2025-04-01 00:00:00+00:00,61.371428571428574,6.800000000000001,17.744761904761905,23.856825396825396,181.0,6.360444444444444,4.364174603174603
tracadie,2025-04-02 00:00:00+00:00,239.64444444444445,0.0,28.963472222222222,38.73902777777778,271.0,-1.6656111111111112,4.357052083333333
tracadie,2025-04-03 00:00:00+00:00,53.87777777777778,0.0,16.068333333333335,20.55013888888889,303.0,-1.484375,4.347263888888889
tracadie,2025-04-04 00:00:00+00:00,198.65694444444443,2.0,14.983055555555554,19.363888888888887,111.0,1.2196666666666667,4.348784722222223
tracadie,2025-04-05 00:00:00+00:00,158.98194444444445,0.0,20.440277777777776,25.652916666666666,274.0,0.6074305555555555,4.349430555555555
tracadie,2025-04-06 00:00:00+00:00,45.93333333333333,3.4000000000000004,17.350833333333334,22.89972222222222,77.0,1.6537916666666668,4.3364375
tracadie,2025-04-07 00:00:00+00:00,238.66944444444445,0.0,15.708611111111113,20.723055555555558,264.0,1.725888888888889,4.3586631944444445
tracadie,2025-04-08 00:00:00+00:00,103.97638888888889,0.0,16.815555555555555,19.605277777777776,66.0,-0.1515138888888889,4.348111111111112
tracadie,2025-04-09 00:00:00+00:00,146.82033426183844,2.2,19.16,24.252916666666664,17.0,0.35047222222222224,4.3672361111111115
tracadie,2025-04-10 00:00:00+00:00,267.80833333333334,0.0,21.18916666666667,28.570416666666667,198.0,2.3088333333333333,4.378479166666667
tracadie,2025-04-11 00:00:00+00:00,172.06638418079095,0.0,10.267796610169492,13.163700564971752,184.0,3.133022598870056,4.3803978873239435
tracadie,2025-04-12 00:00:00+00:00,122.2388888888889,0.0,7.383333333333334,8.788472222222222,285.0,4.898263888888889,4.387333333333333
tracadie,2025-04-13 00:00:00+00:00,50.80972222222222,0.4,17.9725,20.832222222222224,66.0,2.7864999999999998,4.3756562500000005
tracadie,2025-04-14 00:00:00+00:00,66.79722222222222,0.4,23.563333333333333,29.880694444444444,32.0,1.4316944444444444,4.366197916666667
tracadie,2025-04-15 00:00:00+00:00,251.5326842837274,0.2,19.399444444444445,24.740833333333335,312.0,4.572875,4.377902777777778
tracadie,2025-04-16 00:00:00+00:00,243.32777777777778,5.0,29.174583333333334,38.875,88.0,8.015236111111111,4.3889861111111115
tracadie,2025-04-17 00:00:00+00:00,157.7489539748954,0.0,20.742361111111112,28.385972222222225,199.0,5.986958333333333,4.389010416666667
tracadie,2025-04-18 00:00:00+00:00,251.76388888888889,0.0,12.965,17.691666666666666,240.0,5.474319444444444,4.3900243055555555
tracadie,2025-04-19 00:00:00+00:00,57.67638888888889,0.4,15.592083333333333,20.864305555555553,178.0,7.487333333333334,4.390361111111111
tracadie,2025-04-20 00:00:00+00:00,116.08217270194986,0.4,27.105833333333333,36.499861111111116,173.0,8.48376388888889,4.3835243055555555
tracadie,2025-04-21 00:00:00+00:00,283.6625,0.0,30.92361111111111,41.73902777777778,279.0,4.919847222222222,4.3861875
tracadie,2025-04-22 00:00:00+00:00,78.75833333333334,0.4,7.578333333333333,9.981388888888889,282.0,4.395166666666666,4.381378472222222
tracadie,2025-04-23 00:00:00+00:00,79.54305555555555,0.4,8.73,11.568333333333335,93.0,5.319805555555556,4.377715277777778
tracadie,2025-04-24 00:00:00+00:00,130.79722222222222,0.2,11.911666666666665,16.018472222222222,281.0,2.9574444444444445,4.3771562500000005
tracadie,2025-04-25 00:00:00+00:00,52.90694444444444,3.8000000000000003,8.185,10.719999999999999,60.0,3.9894722222222225,4.376204861111111
tracadie,2025-04-26 00:00:00+00:00,84.25,5.2,12.331944444444444,15.73125,277.0,6.626194444444444,4.378107638888888
tracadie,2025-04-27 00:00:00+00:00,55.575,10.600000000000001,16.866666666666667,22.227083333333333,104.0,6.792444444444445,4.380951388888889
tracadie,2025-04-28 00:00:00+00:00,204.11805555555554,6.800000000000001,21.856805555555557,28.919444444444444,345.0,3.3435694444444444,4.375034722222222
tracadie,2025-04-29 00:00:00+00:00,221.4,0.0,14.932222222222224,19.527916666666666,4.0,6.58573611111111,4.387190972222222
tracadie,2025-04-30 00:00:00+00:00,224.92027972027972,0.0,27.216388888888886,36.74666666666666,147.0,9.36775,4.394013888888889
tracadie,2025-05-01 00:00:00+00:00,1.0,0.0,32.593333333333334,44.03333333333333,272.0,4.915,4.299416666666667
