Hmdx,Visibility (km),Wind Chill,_quality_flags,air_temperature_c,barometric_pressure_kpa,bui,carry_forward_used,dc,dew_point_c,dmc,ffmc,fwi,isi,rain_mm,relative_humidity_pct,source_file,station,timestamp_utc,wind_direction_deg,wind_speed_kmh
,,,,11.0,,26.700909515784154,False,41.96002375897166,9.3,10.16866015474932,63.86586800122529,1.150357913631867e-06,0.10529012567530506,1.7999999999999998,89.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_04.csv,stanhope,2023-04-18 15:00:00+00:00,16.0,19.0
,,,,6.3,,27.774741067784156,False,44.04802375897166,4.1,10.41981970674932,63.21281977820148,4.690876863314765e-07,0.0690467501480011,0.9,86.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_04.csv,stanhope,2023-04-19 15:00:00+00:00,6.0,7.0
,,,,5.4,,22.923719421237095,False,41.13342314419198,1.7,6.717150702425453,42.707656966126684,1.4210771043390508e-11,0.00033443823719890407,4.2,77.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_04.csv,stanhope,2023-04-20 15:00:00+00:00,34.0,8.0
,,,,2.2,,23.535621981237096,False,42.48342314419198,0.8,6.797153262425453,50.396230799628604,1.850674017908206e-09,0.00388312132405518,0.0,90.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_04.csv,stanhope,2023-04-21 15:00:00+00:00,2.0,17.0
,,,,4.7,,24.526043101237093,False,44.28342314419198,1.6,7.078374382425452,60.938344670229675,2.6779158378137393e-07,0.047999524288126476,0.0,80.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_04.csv,stanhope,2023-04-22 15:00:00+00:00,1.0,13.0
,,,,3.1,,25.21341039723709,False,45.79542314419198,1.9,7.170013678425453,64.5406693254568,1.440858196881565e-06,0.11340304112905063,0.0,91.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_04.csv,stanhope,2023-04-23 15:00:00+00:00,3.0,16.0
,,,,3.0,,25.881564093237092,False,47.28942314419198,1.9,7.249531374425453,66.71418503980685,2.7336599416021447e-06,0.15895254616704385,0.0,92.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_04.csv,stanhope,2023-04-24 15:00:00+00:00,5.0,11.0
,,,,3.8,,26.68136527723709,False,48.92742314419198,1.9,7.403960558425452,69.88667601968577,9.814667955190224e-06,0.3073938778162921,0.0,87.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_04.csv,stanhope,2023-04-25 15:00:00+00:00,6.0,12.0
,,,,6.0,,27.89586540523709,False,50.961423144191976,2.1,7.817064686425452,74.58550647942361,5.446717119303953e-05,0.7462115225676962,0.0,76.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_04.csv,stanhope,2023-04-26 15:00:00+00:00,6.0,12.0
,,,,3.9,,28.75439660523709,False,52.617423144191974,1.3,8.023131886425451,75.94705390640387,7.7781227297978e-05,0.9102465661063853,0.0,83.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_04.csv,stanhope,2023-04-27 15:00:00+00:00,35.0,10.0
,,,,6.7,,30.021449917237092,False,54.77742314419197,3.2,8.439145198425452,77.72046079854387,0.00013074049158129475,1.2153229154394158,0.0,78.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_04.csv,stanhope,2023-04-28 15:00:00+00:00,35.0,9.0
,,,,6.3,,31.25674118123709,False,56.86542314419197,2.5,8.851764462425452,79.00010740928863,0.0002795375510960683,1.8268785172510185,0.0,77.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_04.csv,stanhope,2023-04-29 15:00:00+00:00,6.0,17.0
,,,,6.0,,32.41960329323709,False,58.89942314419197,2.7,9.213230574425452,79.3825159716144,0.00027574005963971,1.8606539990044126,0.0,79.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_04.csv,stanhope,2023-04-30 15:00:00+00:00,8.0,15.0
,,,,5.9,,34.19063693323709,False,62.36542314419197,2.3,9.618660214425452,77.79120455190686,0.00034421901599917246,2.156887182775669,0.7,78.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-01 15:00:00+00:00,13.0,33.0
,,,,4.8,,24.550324794369594,False,50.51317893298397,3.7,4.64813229477391,26.983343484937844,1.7243758706448233e-16,1.2188192853018428e-06,9.600000000000001,93.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-02 15:00:00+00:00,11.0,17.0
,,,,2.9,,20.93509719525,False,47.42302172414644,2.0,2.2504266359362997,16.715899353036193,5.952394210159244e-21,6.4532952333927475e-09,4.800000000000001,94.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-03 15:00:00+00:00,6.0,11.0
,,,,4.3,,22.357825563249996,False,50.601021724146435,2.5,2.4210230039362997,28.811716190836396,1.0761664309546767e-15,2.863233014275658e-06,1.2,88.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-04 15:00:00+00:00,6.0,20.0
,,,,4.3,,23.89428484324999,False,53.77902172414643,1.1,2.7053502839362995,44.82450005026805,6.538714114599216e-11,0.0007372075862053198,0.0,80.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-05 15:00:00+00:00,33.0,14.0
,,,,5.0,,25.613600719249998,False,57.083021724146434,0.8,3.1228901599362993,58.34482225894109,6.63817729677371e-08,0.024597960124286906,0.0,74.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-06 15:00:00+00:00,36.0,10.0
,,,,21.3,,32.14041201524999,False,63.32102172414643,3.7,7.1919294559363,83.85873428768042,0.00096281220795724,3.45616935311221,0.0,31.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-07 15:00:00+00:00,28.0,10.0
,,,,3.9,,33.482645715249994,False,66.42702172414643,2.6,7.310399155936301,79.5196036703254,0.00025158283890182944,1.817383686492798,0.3,91.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-08 15:00:00+00:00,3.0,13.0
,,,,6.0,,35.565633383249995,False,69.91102172414642,-0.6,8.0206908239363,81.49319186074374,0.0004687419941076096,2.586990319091416,0.2,62.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-09 15:00:00+00:00,32.0,14.0
,,,,5.5,,37.70214495924999,False,73.30502172414643,-3.1,8.8199663999363,83.03541128470894,0.0005651595106264308,2.958945531584313,0.0,54.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-10 15:00:00+00:00,5.0,9.0
,,,,10.6,,40.971981181249994,False,77.61702172414643,0.3,10.3908746219363,84.9955028058531,0.0011845515881186675,4.542227070686923,0.0,49.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-11 15:00:00+00:00,8.0,14.0
,,,,22.1,,47.273307325249995,False,83.99902172414643,7.0,14.1776927659363,89.12067847899623,0.004100311410816388,9.355690775277823,0.0,38.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-12 15:00:00+00:00,22.0,18.0
,,,,10.3,,50.001390665249986,False,88.25702172414643,4.2,15.228124105936299,86.11066544918405,0.0011492492074231708,5.15616156711945,0.0,65.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-13 15:00:00+00:00,34.0,12.0
,,,,8.6,,52.40119313124999,False,92.20902172414642,2.8,16.0708385719363,84.74626468075284,0.0008871049522438008,4.685305469103879,0.0,67.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-14 15:00:00+00:00,31.0,17.0
,,,,17.2,,57.458853811249995,False,97.70902172414642,3.3,18.9614992519363,88.01343154796463,0.004086615786799756,10.747524851084512,0.0,40.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-15 15:00:00+00:00,23.0,31.0
,,,,11.4,,59.80686631124999,False,102.16502172414643,8.3,19.5538477519363,83.42651345618081,0.00028805835001547125,2.9374057600355448,0.0,82.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-16 15:00:00+00:00,10.0,6.0
,,,,7.0,,48.21977049345382,False,94.04486106984075,3.5,11.16609523193657,44.574015868062865,2.5655251218467483e-11,0.0007506097695401977,7.2,78.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-17 15:00:00+00:00,1.0,18.0
,,,,9.2,,51.06676480145383,False,98.10486106984075,0.4,12.41344953993657,64.91829736395951,4.354370157648829e-07,0.10189593889694791,0.0,54.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-18 15:00:00+00:00,33.0,8.0
,,,,17.1,,56.43693840545383,False,103.58686106984075,0.8,15.623715143936572,85.17184996442829,0.0014543235125338233,6.328800929035067,0.0,33.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-19 15:00:00+00:00,24.0,27.0
,,,,21.3,,62.19711910945383,False,109.82486106984075,8.4,18.926123847936573,88.1533826916701,0.003460284573758077,10.474415060193646,0.0,44.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-20 15:00:00+00:00,23.0,29.0
,,,,15.5,,54.37787671362623,False,107.6270682345482,14.7,11.972811829214235,41.74732046221788,5.416327520514971e-12,0.00037600104490735794,5.0,95.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-21 15:00:00+00:00,20.0,26.0
,,,,7.3,,56.50619903362623,False,111.34506823454821,2.3,12.636242149214235,60.8962849307981,1.035269940371479e-07,0.05344446314985187,0.0,70.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-22 15:00:00+00:00,3.0,18.0
,,,,9.7,,59.27860815362624,False,115.49506823454821,2.2,13.773551269214234,73.80687403918013,1.4156813649077802e-05,0.647014147984471,0.0,60.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-23 15:00:00+00:00,8.0,12.0
,,,,19.3,,65.30027236962623,False,121.37306823454821,1.7,17.479283485214236,87.76707918914518,0.0018835831231051334,8.006485697089369,0.0,31.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-24 15:00:00+00:00,19.0,20.0
,,,,6.3,,58.08055143920741,False,118.60975544045402,5.9,11.348307795668521,38.4371079351461,3.8049670008339803e-13,0.00010451635995200635,4.3999999999999995,97.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-25 15:00:00+00:00,5.0,18.0
,,,,5.7,,54.42903622644961,False,118.16866840244515,4.3,7.870580875886223,30.025390584476547,6.473924786220356e-16,4.1135330392313245e-06,3.3000000000000003,91.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-26 15:00:00+00:00,33.0,14.0
,,,,14.6,,53.7188958906974,False,119.11645840827636,5.6,6.787011277836516,48.1438537630955,1.0099656781239578e-10,0.0016094297271287722,3.4,55.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-27 15:00:00+00:00,33.0,6.0
31.0,,,,29.2,,62.2410381526974,False,126.77645840827635,10.1,12.291113539836516,88.29933003307679,0.0026029976545947978,9.089362634279366,0.0,31.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-28 15:00:00+00:00,24.0,22.0
,,,,7.9,,64.5303821726974,False,130.60245840827636,2.3,13.073013559836516,85.35941411718662,0.0007953043724379917,5.15783744242663,0.0,67.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-29 15:00:00+00:00,1.0,17.0
,,,,19.2,,69.9389160566974,False,136.46245840827635,6.1,16.172707443836515,87.84879526479291,0.001044144012071981,6.266970335139416,0.0,42.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-30 15:00:00+00:00,35.0,9.0
30.0,,,,27.4,,77.48121027669741,False,143.79845840827636,11.7,20.824617663836516,90.48973939590319,0.0034463361415209125,12.271304596823438,0.0,38.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_05.csv,stanhope,2023-05-31 15:00:00+00:00,23.0,21.0
30.0,,,,27.3,,85.3193224606974,False,152.11645840827637,12.0,25.385437847836517,90.54263775902373,1.8126626096557892,9.123837461426362,0.0,39.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_06.csv,stanhope,2023-06-01 15:00:00+00:00,6.0,8.0
,,,,8.1,,87.4287142366974,False,156.97845840827637,6.9,25.579201623836518,80.50522697694092,0.5317907997881339,2.7746035787310803,0.0,92.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_06.csv,stanhope,2023-06-02 15:00:00+00:00,4.0,24.0
,,,,6.5,,60.72495467061748,False,126.88567013029053,6.0,10.732000639283006,19.394395699258066,6.716020418928926e-20,4.535007208132213e-08,16.5,97.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_06.csv,stanhope,2023-06-03 15:00:00+00:00,6.0,32.0
,,,,8.2,,53.02947191624835,False,119.89481046729442,7.0,5.790916592134346,18.278350862324576,1.5550538557047893e-20,1.9785620757619452e-08,6.8999999999999995,92.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_06.csv,stanhope,2023-06-04 15:00:00+00:00,6.0,22.0
,,,,9.3,,55.30400055624835,False,124.97281046729442,7.7,6.064713232134347,32.31140288908375,5.177322636266463e-15,1.1767433203892317e-05,0.7,90.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_06.csv,stanhope,2023-06-05 15:00:00+00:00,7.0,20.0
,,,,10.9,,11.244032968710846,False,22.258455131703396,9.6,2.4742016468197083,15.297171018334712,3.369582180023859e-21,3.3649114735925482e-09,57.099999999999994,91.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_06.csv,stanhope,2023-06-06 15:00:00+00:00,10.0,18.0
,,,,13.7,,10.71163409175201,False,23.884700603876944,11.8,1.3010620538244948,19.889049262266724,3.053662374590325e-19,3.1233426316757906e-08,4.0,89.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_06.csv,stanhope,2023-06-07 15:00:00+00:00,12.0,5.0
,,,,10.8,,13.100703977752012,False,29.232700603876943,9.3,1.5830199398244948,31.141939944436107,9.124688379341806e-15,6.01747708465667e-06,0.6000000000000001,91.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_06.csv,stanhope,2023-06-08 15:00:00+00:00,9.0,11.0
,,,,10.3,,15.562516189752012,False,34.490700603876945,8.3,1.973180151824495,44.58604932166534,8.445795893084438e-11,0.0006395682823475122,0.0,87.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_06.csv,stanhope,2023-06-09 15:00:00+00:00,1.0,11.0
,,,,8.4,,17.74952288975201,False,39.40670060387694,6.9,2.2232828518244947,52.868123010612095,7.79242436692305e-09,0.006653576704785312,0.2,90.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_06.csv,stanhope,2023-06-10 15:00:00+00:00,32.0,12.0
,,,,17.2,,19.20017624523922,False,42.37065840642934,10.4,2.50613683310606,56.2624604160764,3.235814132924599e-08,0.014239952357262222,3.5,64.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_06.csv,stanhope,2023-06-11 15:00:00+00:00,32.0,8.0
,,,,15.0,,22.66479789523922,False,48.47465840642934,10.6,3.5657824831060596,69.04625745401586,7.258502929851783e-06,0.23724895379593564,0.0,75.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_06.csv,stanhope,2023-06-12 15:00:00+00:00,5.0,8.0
,,,,17.2,,26.285706811239223,False,54.97465840642934,13.4,4.62569139910606,75.53148170089412,6.575678895314152e-05,0.7877201890289028,0.0,78.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_06.csv,stanhope,2023-06-13 15:00:00+00:00,3.0,7.0
,,,,14.7,,24.164561834414382,False,55.31095960527297,14.0,2.3720437499368328,36.46946396502203,3.1368116064957086e-13,5.1441541629606736e-05,4.6,96.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_06.csv,stanhope,2023-06-14 15:00:00+00:00,12.0,17.0
,,,,20.4,,28.537367154414387,False,62.38695960527297,15.1,3.9569050699368327,62.301868245542465,3.6579097962085567e-07,0.062101664994231635,0.8,72.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_06.csv,stanhope,2023-06-15 15:00:00+00:00,21.0,11.0
,,,,14.1,,31.438745202414385,False,68.32895960527297,11.8,4.517135117936832,64.58196376036699,9.451169709416373e-07,0.10665119775149004,1.0,86.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_06.csv,stanhope,2023-06-16 15:00:00+00:00,7.0,13.0
,,,,11.5,,33.927216362414384,False,73.80295960527297,10.0,4.848850277936832,59.75569179556629,1.8460200588523135e-07,0.04968169345218792,1.5,90.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_06.csv,stanhope,2023-06-17 15:00:00+00:00,7.0,26.0
,,,,13.1,,22.53704726185112,False,52.64860452931518,13.1,1.793497077300941,9.678665599144056,9.953945013746032e-25,8.753375741625189e-11,15.7,100.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_06.csv,stanhope,2023-06-18 15:00:00+00:00,11.0,14.0
,,,,9.6,,24.92525826785112,False,57.78060452931518,7.4,2.159700083300941,29.203841198973656,1.4214519350056773e-15,3.5347517750152027e-06,0.5,87.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_06.csv,stanhope,2023-06-19 15:00:00+00:00,1.0,22.0
,,,,13.0,,28.22776843585112,False,63.52460452931518,8.1,3.1990742513009414,51.840139775298255,2.0634908784974836e-09,0.004629930899784404,0.0,72.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_06.csv,stanhope,2023-06-20 15:00:00+00:00,34.0,8.0
26.0,,,,25.5,,35.999302331851126,False,71.51860452931518,8.6,7.8209721473009415,83.74991052859485,0.000758226917484537,3.318187754330308,0.0,34.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_06.csv,stanhope,2023-06-21 15:00:00+00:00,28.0,9.0
31.0,,,,27.6,,43.52908148385113,False,79.89060452931518,14.3,12.052183299300943,89.00599941637707,0.0042540699833747845,8.98521728420723,0.0,44.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_06.csv,stanhope,2023-06-22 15:00:00+00:00,23.0,17.0
32.0,,,,28.0,,51.146200219851124,False,88.33460452931519,14.4,16.34236603530094,89.67418435443012,0.0049630750325646514,10.890672211971316,0.0,44.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_06.csv,stanhope,2023-06-23 15:00:00+00:00,23.0,21.0
34.0,,,,27.4,,57.431816619851126,False,96.67060452931518,18.9,19.34359843530094,88.50171546734997,0.004518088938381337,11.296816221948283,0.0,60.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_06.csv,stanhope,2023-06-24 15:00:00+00:00,23.0,30.0
,,,,16.0,,53.9342990823431,False,99.70169852242593,15.2,14.651829864507288,50.24082705705883,3.8721761382908025e-10,0.0031604509691313043,3.1,95.0,/mnt/fast_data/workspaces/pea-met-network/data/raw/eccc/stanhope/stanhope_hourly_2023_06.csv,stanhope,2023-06-25 15:00:00+00:00,32.0,10.0
