Date,Time,Temperature_C,Barometric_Pressure_kPa,Solar_Radiation_Wm2
2022-12-13,08:20:00,-0.7,101.453,1
2022-12-13,08:25:00,-0.82,101.431,1
2022-12-13,08:30:00,-0.79,101.43,1
2022-12-13,08:35:00,-0.62,101.428,1
2022-12-13,08:40:00,-0.56,101.425,1
2022-12-13,08:45:00,-0.54,101.414,1
2022-12-13,08:50:00,-0.31,101.417,1
2022-12-13,08:55:00,-0.17,101.412,2
2022-12-13,09:00:00,-0.2,101.421,4
2022-12-13,09:05:00,-0.12,101.428,7
2022-12-13,09:10:00,-0.14,101.421,7
2022-12-13,09:15:00,-0.17,101.42,9
2022-12-13,09:20:00,-0.12,101.422,13
2022-12-13,09:25:00,-0.14,101.424,13
2022-12-13,09:30:00,-0.17,101.425,19
2022-12-13,09:35:00,-0.14,101.423,33
2022-12-13,09:40:00,-0.14,101.421,21
2022-12-13,09:45:00,-0.09,101.426,29
2022-12-13,09:50:00,-0.12,101.422,37
2022-12-13,09:55:00,-0.06,101.423,36
2022-12-13,10:00:00,0.0,101.409,36
2022-12-13,10:05:00,-0.03,101.413,31
2022-12-13,10:10:00,-0.06,101.424,31
2022-12-13,10:15:00,-0.09,101.4,33
2022-12-13,10:20:00,-0.06,101.388,47
2022-12-13,10:25:00,0.0,101.391,52
2022-12-13,10:30:00,0.05,101.396,36
2022-12-13,10:35:00,0.0,101.385,41
2022-12-13,10:40:00,-0.03,101.378,48
2022-12-13,10:45:00,-0.06,101.37,48
2022-12-13,10:50:00,-0.12,101.355,64
2022-12-13,10:55:00,0.0,101.355,82
2022-12-13,11:00:00,0.05,101.335,78
2022-12-13,11:05:00,-0.31,101.343,54
2022-12-13,11:10:00,-0.26,101.338,66
2022-12-13,11:15:00,-0.06,101.325,98
2022-12-13,11:20:00,-0.12,101.335,72
2022-12-13,11:25:00,-0.06,101.316,113
2022-12-13,11:30:00,-0.12,101.297,97
2022-12-13,11:35:00,-0.2,101.294,101
2022-12-13,11:40:00,-0.2,101.257,81
2022-12-13,11:45:00,-0.2,101.262,98
2022-12-13,11:50:00,-0.17,101.248,109
2022-12-13,11:55:00,-0.06,101.237,124
2022-12-13,12:00:00,-0.09,101.219,103
2022-12-13,12:05:00,0.02,101.211,112
2022-12-13,12:10:00,-0.12,101.189,136
2022-12-13,12:15:00,-0.12,101.208,132
2022-12-13,12:20:00,-0.12,101.18,138
2022-12-13,12:25:00,0.02,101.165,133
2022-12-13,12:30:00,-0.03,101.15,162
2022-12-13,12:35:00,0.02,101.141,157
2022-12-13,12:40:00,0.0,101.124,148
2022-12-13,12:45:00,0.02,101.124,132
2022-12-13,12:50:00,-0.09,101.127,147
2022-12-13,12:55:00,-0.12,101.129,134
2022-12-13,13:00:00,-0.17,101.114,117
2022-12-13,13:05:00,-0.2,101.097,107
2022-12-13,13:10:00,-0.31,101.087,93
2022-12-13,13:15:00,-0.34,101.067,79
2022-12-13,13:20:00,-0.23,101.081,93
2022-12-13,13:25:00,-0.31,101.071,106
2022-12-13,13:30:00,-0.2,101.06,124
2022-12-13,13:35:00,-0.26,101.037,123
2022-12-13,13:40:00,-0.17,101.014,123
2022-12-13,13:45:00,-0.42,101.01,116
2022-12-13,13:50:00,-0.51,100.992,108
2022-12-13,13:55:00,-0.54,101.012,94
2022-12-13,14:00:00,-0.73,101.001,102
2022-12-13,14:05:00,-0.7,100.989,117
2022-12-13,14:10:00,-0.73,100.952,129
2022-12-13,14:15:00,-0.82,100.959,121
2022-12-13,14:20:00,-0.96,100.948,112
2022-12-13,14:25:00,-1.01,100.948,84
2022-12-13,14:30:00,-1.1,100.936,76
2022-12-13,14:35:00,-1.24,100.922,69
2022-12-13,14:40:00,-1.21,100.9,68
2022-12-13,14:45:00,-1.3,100.91,58
2022-12-13,14:50:00,-1.3,100.882,66
2022-12-13,14:55:00,-1.33,100.876,74
2022-12-13,15:00:00,-1.36,100.873,89
2022-12-13,15:05:00,-1.33,100.849,78
2022-12-13,15:10:00,-1.41,100.858,91
2022-12-13,15:15:00,-1.38,100.863,89
2022-12-13,15:20:00,-1.41,100.837,87
2022-12-13,15:25:00,-1.53,100.808,76
2022-12-13,15:30:00,-1.41,100.817,53
2022-12-13,15:35:00,-1.47,100.811,64
2022-12-13,15:40:00,-1.41,100.824,36
2022-12-13,15:45:00,-1.47,100.829,53
2022-12-13,15:50:00,-1.3,100.806,41
2022-12-13,15:55:00,-1.36,100.8,36
2022-12-13,16:00:00,-1.56,100.814,32
2022-12-13,16:05:00,-1.58,100.81,21
2022-12-13,16:10:00,-1.64,100.79,22
2022-12-13,16:15:00,-1.78,100.782,19
2022-12-13,16:20:00,-1.87,100.772,19
2022-12-13,16:25:00,-1.93,100.769,17
2022-12-13,16:30:00,-1.81,100.773,16
2022-12-13,16:35:00,-2.07,100.746,14
2022-12-13,16:40:00,-1.87,100.724,12
2022-12-13,16:45:00,-1.99,100.746,11
2022-12-13,16:50:00,-2.04,100.723,7
2022-12-13,16:55:00,-1.99,100.717,3
2022-12-13,17:00:00,-2.22,100.712,2
2022-12-13,17:05:00,-2.22,100.709,2
2022-12-13,17:10:00,-2.33,100.715,2
2022-12-13,17:15:00,-2.22,100.713,2
2022-12-13,17:20:00,-2.39,100.717,2
2022-12-13,17:25:00,-2.33,100.713,1
2022-12-13,17:30:00,-2.54,100.672,1
2022-12-13,17:35:00,-2.45,100.716,1
2022-12-13,17:40:00,-2.28,100.712,1
2022-12-13,17:45:00,-2.42,100.716,1
2022-12-13,17:50:00,-2.48,100.696,1
2022-12-13,17:55:00,-2.45,100.657,1
2022-12-13,18:00:00,-2.45,100.687,1
2022-12-13,18:05:00,-2.42,100.683,1
2022-12-13,18:10:00,-2.39,100.685,1
2022-12-13,18:15:00,-2.54,100.648,1
2022-12-13,18:20:00,-2.51,100.649,1
2022-12-13,18:25:00,-2.62,100.632,1
2022-12-13,18:30:00,-2.68,100.612,1
2022-12-13,18:35:00,-2.8,100.57,1
2022-12-13,18:40:00,-2.8,100.576,1
2022-12-13,18:45:00,-2.8,100.577,1
2022-12-13,18:50:00,-2.68,100.538,1
2022-12-13,18:55:00,-2.62,100.538,1
2022-12-13,19:00:00,-2.54,100.529,1
2022-12-13,19:05:00,-2.6,100.538,1
2022-12-13,19:10:00,-2.48,100.51,1
2022-12-13,19:15:00,-2.45,100.513,1
2022-12-13,19:20:00,-2.42,100.517,1
2022-12-13,19:25:00,-2.45,100.506,1
2022-12-13,19:30:00,-2.71,100.484,1
2022-12-13,19:35:00,-2.92,100.468,1
2022-12-13,19:40:00,-2.95,100.474,1
2022-12-13,19:45:00,-2.98,100.461,1
2022-12-13,19:50:00,-3.04,100.432,1
2022-12-13,19:55:00,-3.04,100.443,1
2022-12-13,20:00:00,-2.98,100.4,1
2022-12-13,20:05:00,-2.83,100.373,1
2022-12-13,20:10:00,-2.92,100.414,1
2022-12-13,20:15:00,-3.04,100.417,1
2022-12-13,20:20:00,-3.01,100.388,1
2022-12-13,20:25:00,-2.92,100.38,1
2022-12-13,20:30:00,-2.95,100.374,1
2022-12-13,20:35:00,-2.89,100.36,1
2022-12-13,20:40:00,-2.86,100.378,1
2022-12-13,20:45:00,-2.86,100.349,1
2022-12-13,20:50:00,-2.89,100.346,1
2022-12-13,20:55:00,-2.8,100.326,1
2022-12-13,21:00:00,-2.89,100.297,1
2022-12-13,21:05:00,-2.92,100.327,1
2022-12-13,21:10:00,-3.01,100.269,1
2022-12-13,21:15:00,-3.01,100.289,1
2022-12-13,21:20:00,-3.01,100.301,1
2022-12-13,21:25:00,-2.95,100.275,1
2022-12-13,21:30:00,-2.98,100.253,1
2022-12-13,21:35:00,-2.83,100.228,1
2022-12-13,21:40:00,-2.86,100.209,1
2022-12-13,21:45:00,-2.77,100.243,1
2022-12-13,21:50:00,-2.83,100.185,1
2022-12-13,21:55:00,-2.92,100.223,1
2022-12-13,22:00:00,-2.83,100.195,1
2022-12-13,22:05:00,-2.92,100.214,1
2022-12-13,22:10:00,-2.86,100.198,1
2022-12-13,22:15:00,-2.92,100.139,1
2022-12-13,22:20:00,-3.01,100.158,1
2022-12-13,22:25:00,-2.98,100.13,1
2022-12-13,22:30:00,-3.01,100.149,1
2022-12-13,22:35:00,-3.06,100.144,1
2022-12-13,22:40:00,-3.33,100.122,1
2022-12-13,22:45:00,-3.33,100.117,1
2022-12-13,22:50:00,-3.57,100.108,1
2022-12-13,22:55:00,-3.57,100.086,1
2022-12-13,23:00:00,-3.87,100.055,1
2022-12-13,23:05:00,-3.9,100.052,1
2022-12-13,23:10:00,-3.87,100.04,1
2022-12-13,23:15:00,-3.96,100.017,1
2022-12-13,23:20:00,-3.99,100.023,1
2022-12-13,23:25:00,-4.02,100.004,1
2022-12-13,23:30:00,-4.11,100.029,1
2022-12-13,23:35:00,-4.23,100.005,1
2022-12-13,23:40:00,-4.05,100.009,1
2022-12-13,23:45:00,-4.44,100.003,1
2022-12-13,23:50:00,-4.38,99.975,1
2022-12-13,23:55:00,-4.53,99.954,1
2022-12-14,00:00:00,-4.41,99.94,1
2022-12-14,00:05:00,-4.47,99.991,1
2022-12-14,00:10:00,-4.65,99.948,1
2022-12-14,00:15:00,-4.68,99.903,1
2022-12-14,00:20:00,-4.41,99.976,1
2022-12-14,00:25:00,-4.65,99.943,1
2022-12-14,00:30:00,-4.71,99.911,1
2022-12-14,00:35:00,-4.77,99.903,1
2022-12-14,00:40:00,-4.59,99.903,1
2022-12-14,00:45:00,-4.59,99.891,1
2022-12-14,00:50:00,-4.59,99.885,1
2022-12-14,00:55:00,-4.62,99.863,1
2022-12-14,01:00:00,-4.56,99.858,1
2022-12-14,01:05:00,-4.53,99.833,1
2022-12-14,01:10:00,-4.47,99.817,1
2022-12-14,01:15:00,-4.59,99.804,1
2022-12-14,01:20:00,-4.62,99.792,1
2022-12-14,01:25:00,-4.56,99.825,1
2022-12-14,01:30:00,-4.41,99.809,1
2022-12-14,01:35:00,-4.44,99.809,1
2022-12-14,01:40:00,-4.35,99.789,1
2022-12-14,01:45:00,-4.35,99.787,1
2022-12-14,01:50:00,-4.26,99.779,1
2022-12-14,01:55:00,-4.26,99.775,1
2022-12-14,02:00:00,-4.35,99.78,1
2022-12-14,02:05:00,-4.14,99.774,1
2022-12-14,02:10:00,-4.29,99.775,1
2022-12-14,02:15:00,-4.23,99.726,1
2022-12-14,02:20:00,-4.17,99.761,1
2022-12-14,02:25:00,-4.38,99.714,1
2022-12-14,02:30:00,-4.14,99.706,1
2022-12-14,02:35:00,-4.26,99.742,1
2022-12-14,02:40:00,-4.17,99.737,1
2022-12-14,02:45:00,-4.32,99.725,1
2022-12-14,02:50:00,-4.23,99.718,1
2022-12-14,02:55:00,-4.35,99.723,1
2022-12-14,03:00:00,-4.38,99.726,1
2022-12-14,03:05:00,-4.53,99.726,1
2022-12-14,03:10:00,-4.41,99.719,1
2022-12-14,03:15:00,-4.41,99.724,1
2022-12-14,03:20:00,-4.35,99.732,1
2022-12-14,03:25:00,-4.23,99.72,1
2022-12-14,03:30:00,-4.32,99.718,1
2022-12-14,03:35:00,-4.2,99.713,1
2022-12-14,03:40:00,-4.05,99.696,1
2022-12-14,03:45:00,-3.9,99.689,1
2022-12-14,03:50:00,-4.14,99.686,1
2022-12-14,03:55:00,-4.11,99.66,1
2022-12-14,04:00:00,-4.11,99.682,1
2022-12-14,04:05:00,-4.23,99.663,1
2022-12-14,04:10:00,-4.26,99.657,1
2022-12-14,04:15:00,-4.32,99.653,1
2022-12-14,04:20:00,-4.17,99.637,1
2022-12-14,04:25:00,-4.41,99.65,1
2022-12-14,04:30:00,-4.38,99.633,1
2022-12-14,04:35:00,-4.26,99.628,1
2022-12-14,04:40:00,-4.35,99.61,1
2022-12-14,04:45:00,-4.38,99.609,1
2022-12-14,04:50:00,-4.38,99.597,1
2022-12-14,04:55:00,-4.35,99.593,1
2022-12-14,05:00:00,-4.41,99.59,1
2022-12-14,05:05:00,-4.23,99.56,1
2022-12-14,05:10:00,-4.35,99.578,1
2022-12-14,05:15:00,-4.35,99.55,1
2022-12-14,05:20:00,-4.35,99.556,1
2022-12-14,05:25:00,-4.47,99.52,1
2022-12-14,05:30:00,-4.35,99.523,1
2022-12-14,05:35:00,-4.32,99.512,1
2022-12-14,05:40:00,-4.38,99.488,1
2022-12-14,05:45:00,-4.53,99.464,1
2022-12-14,05:50:00,-4.5,99.471,1
2022-12-14,05:55:00,-4.32,99.42,1
2022-12-14,06:00:00,-4.29,99.438,1
2022-12-14,06:05:00,-4.17,99.422,1
2022-12-14,06:10:00,-3.93,99.388,1
2022-12-14,06:15:00,-3.99,99.374,1
2022-12-14,06:20:00,-3.84,99.369,1
2022-12-14,06:25:00,-3.69,99.369,1
2022-12-14,06:30:00,-3.75,99.341,1
2022-12-14,06:35:00,-3.63,99.325,1
2022-12-14,06:40:00,-3.48,99.315,1
2022-12-14,06:45:00,-3.39,99.281,1
2022-12-14,06:50:00,-3.36,99.252,1
2022-12-14,06:55:00,-3.42,99.235,1
2022-12-14,07:00:00,-3.39,99.221,1
2022-12-14,07:05:00,-3.39,99.178,1
2022-12-14,07:10:00,-3.36,99.158,1
2022-12-14,07:15:00,-3.48,99.131,1
2022-12-14,07:20:00,-3.57,99.113,1
2022-12-14,07:25:00,-3.72,99.096,1
2022-12-14,07:30:00,-3.75,99.054,1
2022-12-14,07:35:00,-3.9,99.086,1
2022-12-14,07:40:00,-4.05,99.093,1
2022-12-14,07:45:00,-4.17,99.126,1
2022-12-14,07:50:00,-4.23,99.165,1
2022-12-14,07:55:00,-4.29,99.199,1
2022-12-14,08:00:00,-4.47,99.209,1
2022-12-14,08:05:00,-4.59,99.245,1
2022-12-14,08:10:00,-4.59,99.291,1
2022-12-14,08:15:00,-4.56,99.352,1
2022-12-14,08:20:00,-4.62,99.372,1
2022-12-14,08:25:00,-4.59,99.44,1
2022-12-14,08:30:00,-4.59,99.475,1
2022-12-14,08:35:00,-4.5,99.557,3
2022-12-14,08:40:00,-4.5,99.591,7
2022-12-14,08:45:00,-4.35,99.629,11
2022-12-14,08:50:00,-4.17,99.656,14
2022-12-14,08:55:00,-3.93,99.718,16
2022-12-14,09:00:00,-3.87,99.784,14
2022-12-14,09:05:00,-3.81,99.79,17
2022-12-14,09:10:00,-3.81,99.846,16
2022-12-14,09:15:00,-3.75,99.861,14
2022-12-14,09:20:00,-3.66,99.946,16
2022-12-14,09:25:00,-3.66,99.976,16
2022-12-14,09:30:00,-3.69,100.015,27
2022-12-14,09:35:00,-3.75,100.037,47
2022-12-14,09:40:00,-3.63,100.042,66
2022-12-14,09:45:00,-3.63,100.093,79
2022-12-14,09:50:00,-3.57,100.113,86
2022-12-14,09:55:00,-3.48,100.149,109
2022-12-14,10:00:00,-3.39,100.186,124
2022-12-14,10:05:00,-3.39,100.264,117
2022-12-14,10:10:00,-3.45,100.285,102
2022-12-14,10:15:00,-3.39,100.321,88
2022-12-14,10:20:00,-3.3,100.369,72
2022-12-14,10:25:00,-3.24,100.393,76
2022-12-14,10:30:00,-3.15,100.421,86
2022-12-14,10:35:00,-3.15,100.446,111
2022-12-14,10:40:00,-2.89,100.478,172
2022-12-14,10:45:00,-2.8,100.49,213
2022-12-14,10:50:00,-2.57,100.519,198
2022-12-14,10:55:00,-2.48,100.547,141
2022-12-14,11:00:00,-2.3,100.568,98
2022-12-14,11:05:00,-2.13,100.589,87
2022-12-14,11:10:00,-2.13,100.618,89
2022-12-14,11:15:00,-2.04,100.633,104
2022-12-14,11:20:00,-2.13,100.668,109
2022-12-14,11:25:00,-2.22,100.671,102
2022-12-14,11:30:00,-2.16,100.692,116
2022-12-14,11:35:00,-2.22,100.702,123
2022-12-14,11:40:00,-2.33,100.741,137
2022-12-14,11:45:00,-2.33,100.754,114
2022-12-14,11:50:00,-2.39,100.785,116
2022-12-14,11:55:00,-2.51,100.816,121
2022-12-14,12:00:00,-2.36,100.814,111
2022-12-14,12:05:00,-2.42,100.828,111
2022-12-14,12:10:00,-2.28,100.829,124
2022-12-14,12:15:00,-2.39,100.842,137
2022-12-14,12:20:00,-2.54,100.854,144
2022-12-14,12:25:00,-2.39,100.872,139
2022-12-14,12:30:00,-2.42,100.893,149
2022-12-14,12:35:00,-2.48,100.919,164
2022-12-14,12:40:00,-2.54,100.917,169
2022-12-14,12:45:00,-2.39,100.93,176
2022-12-14,12:50:00,-2.33,100.938,167
2022-12-14,12:55:00,-2.33,100.953,172
2022-12-14,13:00:00,-2.33,100.956,164
2022-12-14,13:05:00,-2.45,100.972,158
2022-12-14,13:10:00,-2.51,100.991,164
2022-12-14,13:15:00,-2.48,100.997,191
2022-12-14,13:20:00,-2.42,100.997,173
2022-12-14,13:25:00,-2.51,101.021,191
2022-12-14,13:30:00,-2.28,101.024,164
2022-12-14,13:35:00,-2.51,101.04,187
2022-12-14,13:40:00,-2.45,101.044,167
2022-12-14,13:45:00,-2.13,101.05,174
2022-12-14,13:50:00,-2.13,101.059,167
2022-12-14,13:55:00,-2.22,101.068,193
2022-12-14,14:00:00,-2.16,101.071,149
2022-12-14,14:05:00,-2.16,101.084,181
2022-12-14,14:10:00,-2.13,101.107,177
2022-12-14,14:15:00,-2.39,101.134,186
2022-12-14,14:20:00,-2.45,101.14,94
2022-12-14,14:25:00,-2.39,101.151,126
2022-12-14,14:30:00,-2.13,101.162,254
2022-12-14,14:35:00,-1.96,101.171,204
2022-12-14,14:40:00,-2.02,101.181,178
2022-12-14,14:45:00,-1.58,101.181,219
2022-12-14,14:50:00,-0.23,101.189,312
2022-12-14,14:55:00,-1.58,101.193,161
2022-12-14,15:00:00,-1.67,101.208,138
2022-12-14,15:05:00,-1.96,101.229,273
2022-12-14,15:10:00,-1.33,101.234,144
2022-12-14,15:15:00,-0.2,101.247,244
2022-12-14,15:20:00,-0.96,101.256,263
2022-12-14,15:25:00,-0.14,101.255,251
2022-12-14,15:30:00,-0.79,101.274,249
2022-12-14,15:35:00,-1.33,101.274,126
2022-12-14,15:40:00,-0.7,101.287,164
2022-12-14,15:45:00,-0.26,101.304,81
2022-12-14,15:50:00,-0.73,101.321,134
2022-12-14,15:55:00,-1.1,101.334,109
2022-12-14,16:00:00,-1.01,101.335,66
2022-12-14,16:05:00,-0.9,101.34,73
2022-12-14,16:10:00,-0.85,101.354,79
2022-12-14,16:15:00,-0.85,101.364,59
2022-12-14,16:20:00,-0.85,101.381,67
2022-12-14,16:25:00,-0.85,101.382,56
2022-12-14,16:30:00,-0.87,101.387,47
2022-12-14,16:35:00,-0.87,101.4,37
2022-12-14,16:40:00,-0.73,101.408,58
2022-12-14,16:45:00,-0.79,101.418,44
2022-12-14,16:50:00,-0.76,101.438,27
2022-12-14,16:55:00,-0.79,101.456,24
2022-12-14,17:00:00,-0.79,101.468,21
2022-12-14,17:05:00,-0.79,101.469,16
2022-12-14,17:10:00,-0.79,101.492,11
2022-12-14,17:15:00,-0.79,101.5,7
2022-12-14,17:20:00,-0.85,101.514,7
2022-12-14,17:25:00,-0.73,101.53,3
2022-12-14,17:30:00,-0.82,101.544,2
2022-12-14,17:35:00,-0.73,101.565,1
2022-12-14,17:40:00,-0.76,101.568,1
2022-12-14,17:45:00,-0.76,101.57,1
2022-12-14,17:50:00,-0.76,101.584,1
2022-12-14,17:55:00,-0.73,101.597,1
2022-12-14,18:00:00,-0.73,101.604,1
2022-12-14,18:05:00,-0.68,101.614,1
2022-12-14,18:10:00,-0.45,101.623,1
2022-12-14,18:15:00,-0.42,101.641,1
2022-12-14,18:20:00,-0.4,101.648,1
2022-12-14,18:25:00,-0.4,101.65,1
2022-12-14,18:30:00,-0.28,101.65,1
2022-12-14,18:35:00,-0.17,101.651,1
2022-12-14,18:40:00,-0.06,101.67,1
2022-12-14,18:45:00,-0.09,101.676,1
2022-12-14,18:50:00,-0.03,101.675,1
2022-12-14,18:55:00,0.08,101.689,1
2022-12-14,19:00:00,0.11,101.693,1
2022-12-14,19:05:00,0.08,101.702,1
2022-12-14,19:10:00,0.05,101.712,1
2022-12-14,19:15:00,0.08,101.712,1
2022-12-14,19:20:00,0.11,101.724,1
2022-12-14,19:25:00,0.3,101.736,1
2022-12-14,19:30:00,0.41,101.749,1
2022-12-14,19:35:00,0.33,101.756,1
2022-12-14,19:40:00,0.27,101.752,1
2022-12-14,19:45:00,0.33,101.754,1
2022-12-14,19:50:00,0.41,101.769,1
2022-12-14,19:55:00,0.41,101.783,1
2022-12-14,20:00:00,0.44,101.793,1
2022-12-14,20:05:00,0.52,101.799,1
2022-12-14,20:10:00,0.58,101.806,1
2022-12-14,20:15:00,0.66,101.813,1
2022-12-14,20:20:00,0.63,101.814,1
2022-12-14,20:25:00,0.6,101.809,1
2022-12-14,20:30:00,0.58,101.808,1
2022-12-14,20:35:00,0.58,101.805,1
2022-12-14,20:40:00,0.71,101.804,1
2022-12-14,20:45:00,0.88,101.808,1
2022-12-14,20:50:00,0.93,101.806,1
2022-12-14,20:55:00,1.02,101.806,1
2022-12-14,21:00:00,1.15,101.806,1
2022-12-14,21:05:00,1.23,101.81,1
2022-12-14,21:10:00,1.37,101.802,1
2022-12-14,21:15:00,1.45,101.795,1
2022-12-14,21:20:00,1.48,101.794,1
2022-12-14,21:25:00,1.45,101.799,1
2022-12-14,21:30:00,1.45,101.792,1
2022-12-14,21:35:00,1.51,101.785,1
2022-12-14,21:40:00,1.53,101.785,1
2022-12-14,21:45:00,1.7,101.782,1
2022-12-14,21:50:00,1.64,101.786,1
2022-12-14,21:55:00,1.62,101.781,1
2022-12-14,22:00:00,1.62,101.776,1
2022-12-14,22:05:00,1.7,101.774,1
2022-12-14,22:10:00,1.78,101.77,1
2022-12-14,22:15:00,1.78,101.765,1
2022-12-14,22:20:00,1.75,101.762,1
2022-12-14,22:25:00,1.78,101.759,1
2022-12-14,22:30:00,1.8,101.748,1
2022-12-14,22:35:00,1.75,101.75,1
2022-12-14,22:40:00,1.78,101.745,1
2022-12-14,22:45:00,1.72,101.74,1
2022-12-14,22:50:00,1.67,101.721,1
2022-12-14,22:55:00,1.7,101.719,1
2022-12-14,23:00:00,1.72,101.718,1
2022-12-14,23:05:00,1.67,101.719,1
2022-12-14,23:10:00,1.67,101.716,1
2022-12-14,23:15:00,1.8,101.714,1
2022-12-14,23:20:00,2.02,101.722,1
2022-12-14,23:25:00,2.1,101.721,1
2022-12-14,23:30:00,2.07,101.727,1
2022-12-14,23:35:00,2.07,101.733,1
2022-12-14,23:40:00,2.16,101.733,1
2022-12-14,23:45:00,2.24,101.73,1
2022-12-14,23:50:00,2.29,101.729,1
2022-12-14,23:55:00,2.4,101.733,1
2022-12-15,00:00:00,2.61,101.73,1
2022-12-15,00:05:00,3.01,101.725,1
2022-12-15,00:10:00,3.04,101.726,1
2022-12-15,00:15:00,3.04,101.723,1
2022-12-15,00:20:00,3.04,101.716,1
2022-12-15,00:25:00,3.04,101.714,1
2022-12-15,00:30:00,3.04,101.712,1
