station,timestamp_utc,rain_mm,solar_radiation_w_m2,battery_v,wind_direction_deg,wind_speed_kmh,wind_gust_speed_kmh,air_temperature_c,relative_humidity_pct,dew_point_c
greenwich,2024-03-01 00:00:00+00:00,0.0,,4.2377375,,,,,,
greenwich,2024-03-02 00:00:00+00:00,0.0,,4.226385416666667,,,,,,
greenwich,2024-03-03 00:00:00+00:00,0.0,,4.238059027777777,,,,,,
greenwich,2024-03-04 00:00:00+00:00,0.0,,4.246194444444445,,,,,,
greenwich,2024-03-05 00:00:00+00:00,0.0,,4.2366423611111115,,,,,,
greenwich,2024-03-06 00:00:00+00:00,0.0,,4.238940972222222,,,,,,
greenwich,2024-03-07 00:00:00+00:00,0.0,,4.2341597222222225,,,,,,
greenwich,2024-03-08 00:00:00+00:00,0.0,,4.23415625,,,,,,
greenwich,2024-03-09 00:00:00+00:00,0.0,,4.23828125,,,,,,
greenwich,2024-03-10 00:00:00+00:00,0.0,,4.239913194444444,,,,,,
greenwich,2024-03-11 00:00:00+00:00,0.0,,4.234545138888889,,,,,,
greenwich,2024-03-12 00:00:00+00:00,0.0,,4.242229166666666,,,,,,
greenwich,2024-03-13 00:00:00+00:00,0.0,,4.237614583333333,,,,,,
greenwich,2024-03-14 00:00:00+00:00,0.0,295.30434782608694,4.245326315789473,25.0,4.684782608695652,8.73913043478261,1.953586956521739,84.12108695652174,-0.5028152173913043
greenwich,2024-03-15 00:00:00+00:00,0.0,77.36458333333333,4.256694444444444,55.0,3.4756944444444446,6.385416666666667,2.481149305555556,86.98013541666666,0.37043750000000003
greenwich,2024-03-16 00:00:00+00:00,0.0,159.26041666666666,4.2600138888888885,53.0,4.121527777777778,8.14236111111111,1.1784965277777777,86.02719444444443,-1.2793194444444445
greenwich,2024-03-17 00:00:00+00:00,0.2,109.05555555555556,4.261413194444445,166.0,9.215277777777779,18.40972222222222,3.237576388888889,79.0739548611111,-0.21220486111111111
greenwich,2024-03-18 00:00:00+00:00,4.800000000000001,154.51736111111111,4.262798611111111,147.0,13.104166666666666,22.604166666666668,3.6718055555555558,81.9975451388889,0.47860416666666666
greenwich,2024-03-19 00:00:00+00:00,0.0,108.70833333333333,4.265371527777777,251.0,7.309027777777778,13.32638888888889,0.8957361111111111,87.40936805555556,-0.9886527777777778
greenwich,2024-03-20 00:00:00+00:00,0.0,147.98954703832752,4.262274305555556,306.0,5.038194444444445,9.211805555555555,0.7121388888888889,80.56960069444443,-2.6418541666666666
greenwich,2024-03-21 00:00:00+00:00,6.4,79.21875,4.263420138888889,166.0,13.788194444444445,25.51736111111111,1.7079409722222223,81.79472916666667,-1.1256458333333332
greenwich,2024-03-22 00:00:00+00:00,0.0,140.30769230769232,4.261548611111111,233.0,19.381944444444443,35.12847222222222,-1.9188993055555557,66.70623611111111,-7.4508680555555555
greenwich,2024-03-23 00:00:00+00:00,0.0,126.88194444444444,4.257208333333334,282.0,10.75,21.600694444444443,-3.0572777777777778,59.933006944444436,-10.135677083333333
greenwich,2024-03-24 00:00:00+00:00,14.200000000000001,116.82291666666667,4.256149305555556,125.0,16.006944444444443,30.288194444444443,2.101267361111111,83.89532291666666,-0.42704861111111114
greenwich,2024-03-25 00:00:00+00:00,0.0,164.77083333333334,4.2621215277777775,323.0,10.85763888888889,19.697916666666668,-0.4209409722222222,57.60788194444444,-7.856645833333333
greenwich,2024-03-26 00:00:00+00:00,2.2,104.73958333333333,4.259711805555556,86.0,9.864583333333334,16.40625,0.5197361111111111,71.16905208333334,-4.258701388888889
greenwich,2024-03-27 00:00:00+00:00,3.2,77.9375,4.2593854166666665,83.0,11.152777777777779,21.819444444444443,4.463,91.19247569444445,3.1234409722222223
greenwich,2024-03-28 00:00:00+00:00,21.2,49.236111111111114,4.256631944444445,171.0,7.15625,13.625,15.414189075630253,76.03349159663865,-36.79123109243697
greenwich,2024-03-29 00:00:00+00:00,20.2,73.26388888888889,4.239770833333334,298.0,4.774305555555555,9.29861111111111,127.42572368421054,99.72019736842105,127.56956578947366
greenwich,2024-03-30 00:00:00+00:00,0.0,79.70486111111111,4.2432083333333335,117.0,17.62847222222222,30.416666666666668,128.83,100.0,129.027
greenwich,2024-03-31 00:00:00+00:00,0.0,112.41319444444444,4.232465277777778,303.0,7.135416666666667,16.104166666666668,,,
greenwich,2024-04-01 00:00:00+00:00,0.0,1.0,4.173305555555555,11.0,3.5555555555555554,7.916666666666667,,,
