station,timestamp_utc,air_temperature_c,rain_mm,solar_radiation_w_m2,battery_v,wind_direction_deg,wind_speed_kmh,wind_gust_speed_kmh,relative_humidity_pct,dew_point_c
greenwich,2023-06-01 03:00:00+00:00,,0.0,1.0,4.266583333333333,236,7.666666666666667,11.833333333333334,69.34725,10.812
greenwich,2023-06-01 04:00:00+00:00,,0.0,1.0,4.26275,212,7.166666666666667,11.916666666666666,70.95991666666667,10.532916666666667
greenwich,2023-06-01 05:00:00+00:00,,0.0,1.0,4.259416666666667,226,11.0,15.75,70.45591666666667,10.467166666666666
greenwich,2023-06-01 06:00:00+00:00,,0.0,1.0,4.2564166666666665,234,11.5,16.25,71.78591666666667,10.234166666666667
greenwich,2023-06-01 07:00:00+00:00,,0.0,1.0,4.2540000000000004,241,11.083333333333334,16.666666666666668,72.23708333333333,10.229000000000001
greenwich,2023-06-01 08:00:00+00:00,,0.0,6.0,4.260583333333333,232,9.5,13.916666666666666,73.44033333333333,10.569833333333333
greenwich,2023-06-01 09:00:00+00:00,,0.0,46.25,4.300416666666667,241,9.666666666666666,14.416666666666666,73.94441666666667,11.104
greenwich,2023-06-01 10:00:00+00:00,,0.0,130.5,4.304833333333334,241,9.25,12.916666666666666,73.46016666666667,11.495333333333333
greenwich,2023-06-01 11:00:00+00:00,,0.0,262.1666666666667,4.309666666666667,244,5.416666666666667,9.166666666666666,66.32166666666667,12.286833333333334
greenwich,2023-06-01 12:00:00+00:00,,0.0,412.4166666666667,4.307166666666666,237,6.083333333333333,10.583333333333334,59.67966666666666,13.084166666666667
greenwich,2023-06-01 13:00:00+00:00,,0.0,530.1666666666666,4.3060833333333335,248,6.333333333333333,10.666666666666666,53.62625,13.570500000000001
greenwich,2023-06-01 14:00:00+00:00,,0.0,727.25,4.307166666666666,243,7.083333333333333,13.416666666666666,42.23966666666667,12.473083333333333
greenwich,2023-06-01 15:00:00+00:00,,0.0,802.5,4.308750000000001,288,6.583333333333333,13.416666666666666,35.975,11.463333333333333
greenwich,2023-06-01 16:00:00+00:00,,0.0,823.0833333333334,4.308333333333334,320,8.416666666666666,14.666666666666666,36.02766666666667,11.190916666666666
greenwich,2023-06-01 17:00:00+00:00,,0.0,766.5833333333334,4.31025,336,9.25,16.833333333333332,36.7705,11.866
greenwich,2023-06-01 18:00:00+00:00,,0.0,661.4166666666666,4.311833333333333,348,6.333333333333333,12.083333333333334,35.8345,12.067833333333333
greenwich,2023-06-01 19:00:00+00:00,,0.0,563.25,4.312,303,4.75,9.083333333333334,35.51241666666667,12.457500000000001
greenwich,2023-06-01 20:00:00+00:00,,0.0,428.1666666666667,4.31275,60,6.333333333333333,9.666666666666666,35.957166666666666,12.13425
greenwich,2023-06-01 21:00:00+00:00,,0.0,241.25,4.305583333333334,53,9.583333333333334,14.666666666666666,43.54841666666667,12.353166666666667
greenwich,2023-06-01 22:00:00+00:00,,0.0,137.41666666666666,4.301166666666667,52,5.0,8.916666666666666,49.65833333333333,12.66475
greenwich,2023-06-01 23:00:00+00:00,,0.0,22.333333333333332,4.300666666666667,22,8.416666666666666,14.333333333333334,74.6805,11.7615
greenwich,2023-06-02 00:00:00+00:00,,0.0,1.0833333333333333,4.285916666666666,51,2.5,5.166666666666667,81.66566666666667,11.270416666666668
greenwich,2023-06-02 01:00:00+00:00,,0.0,1.0,4.2763333333333335,119,0.16666666666666666,1.0,85.154,11.419666666666666
greenwich,2023-06-02 02:00:00+00:00,,0.0,1.0,4.27025,119,0.5,1.6666666666666667,87.60641666666668,12.181333333333333
greenwich,2023-06-02 03:00:00+00:00,,0.0,1.0,4.265416666666667,119,2.6666666666666665,5.833333333333333,90.53325,11.958083333333333
greenwich,2023-06-02 04:00:00+00:00,,0.0,1.0,4.262083333333333,324,4.75,10.083333333333334,89.51258333333334,10.746416666666667
greenwich,2023-06-02 05:00:00+00:00,,0.0,1.0,4.2588333333333335,314,1.5,5.083333333333333,87.88133333333333,10.158083333333332
greenwich,2023-06-02 06:00:00+00:00,,0.0,1.0,4.256666666666667,343,1.5,5.25,87.97633333333333,9.469333333333333
greenwich,2023-06-02 07:00:00+00:00,,0.0,1.0,4.2545,333,2.9166666666666665,6.083333333333333,90.20991666666667,9.015833333333333
greenwich,2023-06-02 08:00:00+00:00,,0.0,9.166666666666666,4.26475,355,2.0,5.0,93.62816666666667,8.926916666666667
greenwich,2023-06-02 09:00:00+00:00,,0.0,87.08333333333333,4.306916666666667,4,4.916666666666667,10.5,91.96108333333332,8.819166666666666
greenwich,2023-06-02 10:00:00+00:00,,0.0,143.5,4.3116666666666665,17,7.166666666666667,14.916666666666666,88.70641666666667,7.711749999999999
greenwich,2023-06-02 11:00:00+00:00,,0.0,319.5,4.307416666666667,24,8.083333333333334,16.333333333333332,86.17616666666667,7.629166666666666
