station,timestamp_utc,air_temperature_c,rain_mm,solar_radiation_w_m2,battery_v,wind_direction_deg,wind_speed_kmh,wind_gust_speed_kmh,relative_humidity_pct
greenwich,2022-11-01 03:00:00+00:00,7.7316666666666665,0.0,1.0,4.24775,74.0,0.0,0.6,
greenwich,2022-11-01 04:00:00+00:00,8.431333333333333,0.0,1.0,4.245,100.0,0.16666666666666666,1.2333333333333334,
greenwich,2022-11-01 05:00:00+00:00,9.652,0.0,1.0,4.242333333333334,97.0,0.2,1.5666666666666667,
greenwich,2022-11-01 06:00:00+00:00,9.706666666666667,0.0,1.0,4.241083333333333,152.0,0.0,0.16666666666666666,
greenwich,2022-11-01 07:00:00+00:00,10.032666666666668,0.0,1.0,4.240166666666666,108.0,0.3333333333333333,2.1,
greenwich,2022-11-01 08:00:00+00:00,10.075999999999999,0.0,1.0,4.239583333333333,180.0,0.7333333333333333,3.3,
greenwich,2022-11-01 09:00:00+00:00,10.097666666666667,0.0,1.0,4.23925,195.0,1.7333333333333334,5.6,
greenwich,2022-11-01 10:00:00+00:00,10.176333333333334,0.0,1.3,4.238583333333334,199.0,1.8333333333333333,5.933333333333334,
greenwich,2022-11-01 11:00:00+00:00,10.888666666666667,0.0,25.366666666666667,4.273833333333333,197.0,3.933333333333333,8.7,
greenwich,2022-11-01 12:00:00+00:00,11.729666666666667,0.0,73.1,4.304416666666667,195.0,3.466666666666667,7.833333333333333,
greenwich,2022-11-01 13:00:00+00:00,14.827666666666666,0.0,286.56666666666666,4.30975,187.0,4.566666666666666,8.933333333333334,
greenwich,2022-11-01 14:00:00+00:00,15.733666666666666,0.0,288.1333333333333,4.309916666666667,222.0,8.333333333333334,13.733333333333333,
greenwich,2022-11-01 15:00:00+00:00,16.546333333333333,0.0,266.96666666666664,4.310333333333333,225.0,7.233333333333333,11.9,
greenwich,2022-11-01 16:00:00+00:00,17.42366666666667,0.0,317.6,4.314166666666667,244.0,7.533333333333333,12.133333333333333,
