station,timestamp_utc,rain_mm,solar_radiation_w_m2,battery_v,wind_speed_kmh,wind_gust_speed_kmh,wind_direction_deg,air_temperature_c,relative_humidity_pct,dew_point_c
greenwich,2025-07-01 00:00:00+00:00,0.0,368.116,4.2901388888888885,8.704761904761904,14.910317460317462,163,22.875781746031745,74.97240873015872,17.70202845528455
greenwich,2025-07-02 00:00:00+00:00,0.0,252.83916083916083,4.289329861111111,13.795833333333333,21.83090277777778,198,24.122586805555557,81.89308333333332,20.651006944444443
greenwich,2025-07-03 00:00:00+00:00,0.0,248.08510638297872,4.290104166666667,7.5874999999999995,12.194097222222222,230,23.84690972222222,77.74874305555555,19.658965277777778
greenwich,2025-07-04 00:00:00+00:00,24.0,192.6077738515901,4.289125,4.083333333333333,8.21736111111111,122,20.10113541666667,89.81373958333333,18.2779375
greenwich,2025-07-05 00:00:00+00:00,0.6000000000000001,220.96466431095408,4.286923611111111,5.283333333333333,11.134722222222223,80,18.067309027777778,87.34700000000001,15.898541666666667
greenwich,2025-07-06 00:00:00+00:00,0.0,171.64808362369337,4.286111111111111,13.101041666666667,20.755555555555556,336,19.85563888888889,81.09585416666667,16.367059027777778
greenwich,2025-07-07 00:00:00+00:00,0.2,97.28472222222223,4.285739583333333,6.808333333333334,12.234375,236,19.109753472222224,84.06377430555555,16.3506875
greenwich,2025-07-08 00:00:00+00:00,0.0,140.85416666666666,4.283413194444445,6.0,11.34201388888889,67,17.106079861111112,85.09113541666666,14.568215277777776
greenwich,2025-07-09 00:00:00+00:00,0.0,351.08680555555554,4.285451388888889,3.5,7.379166666666666,32,17.869805555555555,82.16628819444445,14.579256944444445
greenwich,2025-07-10 00:00:00+00:00,0.0,215.50694444444446,4.286145833333333,2.9833333333333334,5.670833333333333,53,18.472524305555556,79.04781944444444,14.500225694444444
greenwich,2025-07-11 00:00:00+00:00,0.0,210.4842105263158,4.284736111111111,3.3625,7.654166666666667,86,19.492541666666668,76.84525000000001,15.09505902777778
greenwich,2025-07-12 00:00:00+00:00,0.0,349.0763888888889,4.286163194444445,2.9791666666666665,6.254166666666666,201,18.39251736111111,81.48402083333333,14.832166666666666
greenwich,2025-07-13 00:00:00+00:00,0.0,280.69097222222223,4.286503472222222,6.629166666666666,10.941666666666666,66,21.305791666666668,81.98229166666667,17.956684027777776
greenwich,2025-07-14 00:00:00+00:00,0.0,262.82105263157894,4.287923611111111,11.058333333333334,18.279861111111114,219,22.638996527777778,71.12321180555556,16.85824210526316
greenwich,2025-07-15 00:00:00+00:00,0.0,287.23943661971833,4.288056140350877,10.993684210526315,17.698245614035088,219,23.818140350877194,78.09530175438597,19.644098245614035
greenwich,2025-07-16 00:00:00+00:00,0.0,303.74652777777777,4.28878125,5.045833333333333,9.354513888888889,237,25.6720625,71.63202083333334,19.912746527777777
greenwich,2025-07-17 00:00:00+00:00,0.0,338.97569444444446,4.289677083333333,11.791666666666666,19.399305555555557,223,25.96451041666667,75.85705555555555,21.17657638888889
greenwich,2025-07-18 00:00:00+00:00,1.2000000000000002,188.16666666666666,4.28809375,12.575,24.010416666666668,206,22.72968402777778,83.58742708333334,19.677958333333336
greenwich,2025-07-19 00:00:00+00:00,0.0,328.5087108013937,4.286444444444445,8.208333333333334,14.953472222222224,331,21.814659722222224,66.33617361111111,14.675673611111112
greenwich,2025-07-20 00:00:00+00:00,6.0,77.98958333333333,4.286097222222222,11.279166666666667,17.731250000000003,232,19.743663194444444,76.41411111111111,15.35245138888889
greenwich,2025-07-21 00:00:00+00:00,1.6,112.45263157894736,4.2816527777777775,8.3625,16.613194444444446,188,17.35654166666667,91.30444097222222,15.902378472222223
greenwich,2025-07-22 00:00:00+00:00,2.0,335.30902777777777,4.283121527777777,10.208333333333334,21.948958333333334,330,17.475291666666667,75.03661805555555,12.838045614035087
greenwich,2025-07-23 00:00:00+00:00,0.0,309.64930555555554,4.284565972222222,3.3541666666666665,7.220833333333333,302,18.258430555555556,78.45690972222222,14.260156250000001
greenwich,2025-07-24 00:00:00+00:00,0.0,176.09859154929578,4.284506944444445,15.406944444444443,24.165277777777778,42,20.737861111111112,70.56473611111112,15.062472222222222
greenwich,2025-07-25 00:00:00+00:00,7.2,183.39298245614034,4.284201388888889,15.760069444444444,24.738194444444446,219,22.383930555555555,79.76784375,18.63589236111111
greenwich,2025-07-26 00:00:00+00:00,0.4,319.6770833333333,4.284864583333333,6.745833333333334,15.19409722222222,320,19.34201736111111,78.48205555555555,15.115190972222223
greenwich,2025-07-27 00:00:00+00:00,0.0,320.44097222222223,4.283243055555555,13.273263888888888,20.703125,267,20.572368055555554,67.35158333333334,13.732961805555554
greenwich,2025-07-28 00:00:00+00:00,0.0,301.8888888888889,4.287322916666667,14.172222222222222,21.898611111111112,240,21.846656250000002,73.39499305555556,16.755569444444447
greenwich,2025-07-29 00:00:00+00:00,0.0,268.4895833333333,4.2863090277777784,8.145833333333334,13.980208333333334,42,23.63779166666667,80.95763194444444,19.851628472222224
greenwich,2025-07-30 00:00:00+00:00,0.0,294.03819444444446,4.287493055555555,3.3625,7.1416666666666675,27,20.260940972222222,82.23595833333333,16.961756944444446
greenwich,2025-07-31 00:00:00+00:00,5.0,230.89547038327527,4.284989583333333,4.1875,9.183680555555556,129,19.17357986111111,84.17447222222222,16.285288194444444
greenwich,2025-08-01 00:00:00+00:00,0.0,1.0,4.258055555555555,1.7666666666666666,4.466666666666667,84,15.914361111111113,80.55936111111112,12.585638888888889
