station,timestamp_utc,rain_mm,solar_radiation_w_m2,battery_v,wind_direction_deg,wind_speed_kmh,wind_gust_speed_kmh,relative_humidity_pct,dew_point_c,air_temperature_c,wind_speed_ms,wind_gust_speed_max_kmh
greenwich,2022-12-01 00:00:00+00:00,17.8,47.065,4.2469833333333336,160.0,16.043333333333333,27.823333333333334,,,6.0152,,
greenwich,2022-12-02 00:00:00+00:00,0.0,41.44861111111111,4.247142361111111,246.0,10.483333333333333,20.258333333333333,,,-0.08070833333333333,,
greenwich,2022-12-03 00:00:00+00:00,0.0,61.18055555555556,4.245444444444445,253.0,8.530555555555555,15.14861111111111,,,1.6564722222222223,,
greenwich,2022-12-04 00:00:00+00:00,7.0,52.83611111111111,4.250788194444445,191.0,12.92361111111111,23.290277777777778,,,6.627361111111111,,
greenwich,2022-12-05 00:00:00+00:00,0.0,80.63055555555556,4.250184027777778,309.0,4.790277777777778,8.936111111111112,,,-0.11677777777777777,,
greenwich,2022-12-06 00:00:00+00:00,0.0,54.80277777777778,4.247850694444445,168.0,1.9430555555555555,4.331944444444445,,,0.6201527777777778,,
greenwich,2022-12-07 00:00:00+00:00,0.0,33.56666666666667,4.250069444444445,159.0,8.590277777777779,15.319444444444445,,,5.825986111111111,,
greenwich,2022-12-08 00:00:00+00:00,14.200000000000001,11.919444444444444,4.244263888888889,166.0,14.756944444444445,24.90972222222222,,,6.831458333333333,,
greenwich,2022-12-09 00:00:00+00:00,16.8,13.820833333333333,4.238833333333334,88.0,6.266666666666667,11.483333333333333,,,4.703930555555555,,
greenwich,2022-12-10 00:00:00+00:00,0.2,13.618055555555555,4.233562500000001,35.0,16.0375,29.21527777777778,,,-0.9615833333333333,,
greenwich,2022-12-11 00:00:00+00:00,0.0,20.51527777777778,4.226802083333333,24.0,9.23611111111111,17.65138888888889,,,-4.016791666666667,,
greenwich,2022-12-12 00:00:00+00:00,0.2,39.42916666666667,4.2308055555555555,32.0,3.8652777777777776,6.8597222222222225,,,-3.9238055555555555,,
greenwich,2022-12-13 00:00:00+00:00,0.0,13.881944444444445,4.234024305555556,58.0,15.234722222222222,27.727777777777778,,,-1.173736111111111,,
greenwich,2022-12-14 00:00:00+00:00,1.2000000000000002,48.234722222222224,4.242010416666667,303.0,12.454166666666667,21.045833333333334,,,-1.9833888888888889,,
greenwich,2022-12-15 00:00:00+00:00,3.4000000000000004,21.790277777777778,4.242732638888889,37.0,21.459722222222222,34.106944444444444,,,2.7569444444444446,,
greenwich,2022-12-16 00:00:00+00:00,0.0,33.4125,4.244850694444445,48.0,15.966666666666667,24.09861111111111,,,2.55825,,
greenwich,2022-12-17 00:00:00+00:00,0.0,27.318055555555556,4.246861111111111,73.0,12.10138888888889,18.759722222222223,,,2.8307222222222226,,
greenwich,2022-12-18 00:00:00+00:00,1.6,18.18888888888889,4.244840277777778,73.0,16.122222222222224,24.272222222222222,,,2.6828333333333334,,
greenwich,2022-12-19 00:00:00+00:00,10.200000000000001,19.65138888888889,4.243965277777778,73.0,13.993055555555555,21.81388888888889,,,2.577777777777778,,
greenwich,2022-12-20 00:00:00+00:00,1.8,21.745833333333334,4.240868055555556,39.0,17.15,28.306944444444444,,,3.1245416666666666,,
greenwich,2022-12-21 00:00:00+00:00,0.0,126.94583333333334,4.244694444444445,51.0,6.513888888888889,10.838888888888889,,,1.718736111111111,,
greenwich,2022-12-22 00:00:00+00:00,0.0,75.85,4.245677083333333,77.0,6.526388888888889,12.07638888888889,,,-0.47384722222222225,,
greenwich,2022-12-23 00:00:00+00:00,0.6000000000000001,16.448611111111113,4.235100694444444,312.0,6.7555555555555555,13.429166666666667,,,-1.6095833333333334,,
greenwich,2022-12-24 00:00:00+00:00,8.0,86.13055555555556,4.241291666666666,121.0,19.927777777777777,32.955555555555556,,,4.657680555555556,,
greenwich,2022-12-25 00:00:00+00:00,0.0,10.05,4.236656249999999,222.0,9.63888888888889,15.411111111111111,,,-1.4699027777777778,,
greenwich,2022-12-26 00:00:00+00:00,0.2,173.57083333333333,4.235333333333333,230.0,10.963888888888889,16.322222222222223,,,-4.2036388888888885,,
greenwich,2022-12-27 00:00:00+00:00,0.0,19.48472222222222,4.231520833333334,243.0,7.270833333333333,11.427777777777777,,,-3.6330416666666667,,
greenwich,2022-12-28 00:00:00+00:00,0.0,56.229166666666664,4.232645833333333,248.0,10.54861111111111,18.981944444444444,,,-6.227333333333334,,
greenwich,2022-12-29 00:00:00+00:00,0.0,46.891666666666666,4.233329861111112,241.0,5.075,8.759722222222223,,,-2.2597222222222224,,
greenwich,2022-12-30 00:00:00+00:00,1.0,7.872222222222222,4.224024305555556,244.0,5.0,8.734722222222222,,,-0.05241666666666668,,
greenwich,2022-12-31 00:00:00+00:00,0.0,48.62777777777778,4.23940625,227.0,13.15,18.790277777777778,,,6.986208333333333,,
greenwich,2023-01-01 00:00:00+00:00,0.0,1.0,4.2285625,236.0,2.2916666666666665,3.975,,,7.148833333333333,,
