station,timestamp_utc,rain_mm,solar_radiation_w_m2,battery_v,wind_direction_deg,dew_point_c,wind_speed_kmh,wind_gust_speed_kmh,air_temperature_c,relative_humidity_pct
greenwich,2025-11-01 03:00:00+00:00,0.0,1.0,4.202083333333333,212,,11.0,19.5,11.810083333333333,90.16075000000001
greenwich,2025-11-01 04:00:00+00:00,0.0,1.0,4.1978333333333335,222,,14.799999999999999,24.84166666666667,11.697416666666667,89.54033333333332
greenwich,2025-11-01 05:00:00+00:00,0.0,1.0,4.1935,223,,18.408333333333335,30.383333333333336,11.482916666666666,89.73275
greenwich,2025-11-01 06:00:00+00:00,0.0,1.0,4.191666666666666,234,,25.541666666666668,39.199999999999996,11.182749999999999,87.23141666666668
greenwich,2025-11-01 07:00:00+00:00,0.0,1.0,4.189666666666667,230,,24.325,38.5,10.86625,86.98825
greenwich,2025-11-01 08:00:00+00:00,0.0,1.0,4.187583333333333,230,,23.625,36.800000000000004,10.71975,85.0125
greenwich,2025-11-01 09:00:00+00:00,0.0,1.0,4.186583333333333,232,,27.166666666666668,43.1,10.167499999999999,86.54833333333333
greenwich,2025-11-01 10:00:00+00:00,0.0,1.0,4.1845,241,,25.133333333333336,35.9,9.234499999999999,89.70425
greenwich,2025-11-01 11:00:00+00:00,0.2,15.166666666666666,4.241833333333333,237,,23.425,35.9,8.973666666666666,91.55541666666666
greenwich,2025-11-01 12:00:00+00:00,0.0,35.583333333333336,4.29475,244,,22.308333333333334,35.699999999999996,8.975333333333333,89.68741666666666
greenwich,2025-11-01 13:00:00+00:00,0.0,109.75,4.3062499999999995,248,,15.1,32.69166666666667,9.191583333333334,90.34808333333335
greenwich,2025-11-01 14:00:00+00:00,0.0,182.41666666666666,4.308916666666667,264,,13.5,31.391666666666666,10.083416666666666,84.27441666666667
greenwich,2025-11-01 15:00:00+00:00,0.0,409.4166666666667,4.312416666666667,284,,15.700000000000001,37.800000000000004,11.3185,74.58683333333333
greenwich,2025-11-01 16:00:00+00:00,0.0,257.8333333333333,4.312583333333333,286,,15.299999999999999,35.699999999999996,11.059416666666666,72.20825
greenwich,2025-11-01 17:00:00+00:00,0.0,166.91666666666666,4.312416666666667,292,,14.0,31.3,10.685666666666668,73.47058333333334
greenwich,2025-11-01 18:00:00+00:00,0.0,91.41666666666667,4.3045,292,,13.0,32.0,10.399833333333333,75.47658333333334
greenwich,2025-11-01 19:00:00+00:00,0.0,35.666666666666664,4.301,289,,12.299999999999999,29.291666666666668,10.090583333333333,74.1415
greenwich,2025-11-01 20:00:00+00:00,0.0,5.833333333333333,4.284,281,,10.6,25.25,10.163916666666667,72.89191666666666
greenwich,2025-11-01 21:00:00+00:00,0.0,1.0,4.251166666666666,298,,11.4,28.28333333333333,9.831583333333333,77.11183333333334
greenwich,2025-11-01 22:00:00+00:00,0.0,1.0,4.23725,293,,15.200000000000001,32.891666666666666,10.056666666666667,72.82233333333333
greenwich,2025-11-01 23:00:00+00:00,0.0,1.0,4.22675,289,,16.5,37.300000000000004,9.813583333333334,71.28383333333333
greenwich,2025-11-02 00:00:00+00:00,0.0,1.0,4.218,292,,15.4,35.199999999999996,9.027166666666666,72.40483333333333
greenwich,2025-11-02 01:00:00+00:00,0.0,1.0,4.209083333333333,286,,17.1,39.1,8.805666666666667,72.6135
greenwich,2025-11-02 02:00:00+00:00,0.0,1.0,4.20175,286,,16.400000000000002,36.0,8.306916666666666,75.55816666666666
greenwich,2025-11-02 03:00:00+00:00,0.0,1.0,4.195583333333333,305,,18.3,37.6,7.327416666666667,83.48208333333334
greenwich,2025-11-02 04:00:00+00:00,0.4,1.0,4.187083333333333,293,,17.8,37.300000000000004,6.58925,91.49516666666666
greenwich,2025-11-02 05:00:00+00:00,0.4,1.0,4.18375,299,,19.3,38.0,6.810833333333334,88.577
greenwich,2025-11-02 06:00:00+00:00,0.8,1.0,4.1810833333333335,305,,18.7,38.2,6.487416666666667,88.8385
greenwich,2025-11-02 07:00:00+00:00,0.8,1.0,4.17875,306,,18.400000000000002,36.9,6.365833333333334,90.49716666666666
greenwich,2025-11-02 08:00:00+00:00,0.2,1.0,4.177416666666667,310,,18.2,36.1,6.430083333333333,88.84325
greenwich,2025-11-02 09:00:00+00:00,0.2,1.0,4.176583333333333,305,,15.9,33.09166666666667,6.355166666666666,89.77
greenwich,2025-11-02 10:00:00+00:00,0.0,1.0833333333333333,4.175833333333333,320,,13.799999999999999,28.883333333333336,6.394333333333333,87.75541666666668
greenwich,2025-11-02 11:00:00+00:00,0.2,39.75,4.2450833333333335,320,,13.700000000000001,26.349999999999998,6.421333333333333,85.57799999999999
greenwich,2025-11-02 12:00:00+00:00,0.0,103.33333333333333,4.3075,326,,13.6,26.958333333333332,6.7268333333333326,84.77766666666666
greenwich,2025-11-02 13:00:00+00:00,0.2,134.75,4.3069999999999995,338,,11.9,23.616666666666664,6.4390833333333335,87.78741666666667
greenwich,2025-11-02 14:00:00+00:00,0.0,148.75,4.309916666666667,327,,11.799999999999999,24.133333333333336,7.2505,79.232
greenwich,2025-11-02 15:00:00+00:00,0.0,173.25,4.309916666666667,320,,12.5,24.641666666666666,7.557916666666666,75.96025
greenwich,2025-11-02 16:00:00+00:00,0.0,190.5,4.3105,319,,11.4,24.333333333333332,7.838583333333333,73.31675
greenwich,2025-11-02 17:00:00+00:00,0.0,174.66666666666666,4.311583333333333,324,,11.1,23.0,7.936833333333333,72.09358333333334
greenwich,2025-11-02 18:00:00+00:00,0.0,201.75,4.310333333333333,305,,11.1,22.40833333333333,8.730500000000001,68.92158333333333
greenwich,2025-11-02 19:00:00+00:00,0.0,142.91666666666666,4.3077499999999995,302,,10.299999999999999,21.608333333333334,8.324666666666667,69.21575
greenwich,2025-11-02 20:00:00+00:00,0.0,38.5,4.3027500000000005,302,,9.200000000000001,18.8,7.684916666666666,70.60483333333333
greenwich,2025-11-02 21:00:00+00:00,0.0,1.0833333333333333,4.264666666666667,306,,6.5,13.9,7.27375,72.40891666666666
greenwich,2025-11-02 22:00:00+00:00,0.0,1.0,4.2405,247,,2.0,5.5,5.756333333333333,79.68766666666666
greenwich,2025-11-02 23:00:00+00:00,0.0,1.0,4.226083333333333,272,,3.1999999999999997,8.6,5.443583333333334,83.50066666666667
greenwich,2025-11-03 00:00:00+00:00,0.0,1.0,4.21375,292,,8.4,19.5,7.413250000000001,80.34083333333334
greenwich,2025-11-03 01:00:00+00:00,0.0,1.0,4.2035,299,,10.6,20.900000000000002,7.915416666666666,74.69516666666667
greenwich,2025-11-03 02:00:00+00:00,0.4,1.0,4.195666666666667,285,,7.7,17.900000000000002,6.292666666666666,86.45725
greenwich,2025-11-03 03:00:00+00:00,0.0,1.0,4.18875,306,,10.5,21.7,6.651916666666668,81.56908333333334
greenwich,2025-11-03 04:00:00+00:00,0.0,1.0,4.1825,309,,10.4,21.708333333333332,6.673166666666667,78.61741666666667
greenwich,2025-11-03 05:00:00+00:00,0.0,1.0,4.180583333333334,299,,8.700000000000001,19.608333333333334,6.390916666666667,75.89175
greenwich,2025-11-03 06:00:00+00:00,0.0,1.0,4.178333333333334,292,,6.5,14.799999999999999,5.790333333333333,75.02066666666667
greenwich,2025-11-03 07:00:00+00:00,0.0,1.0,4.177083333333333,293,,4.1,9.4,4.7875000000000005,80.852
greenwich,2025-11-03 08:00:00+00:00,0.0,1.0,4.1745833333333335,256,,4.8999999999999995,13.299999999999999,4.4285000000000005,84.55408333333334
greenwich,2025-11-03 09:00:00+00:00,0.0,1.0,4.173666666666667,243,,8.1,14.799999999999999,4.608833333333333,79.79475000000001
greenwich,2025-11-03 10:00:00+00:00,0.0,1.0,4.173166666666667,247,,8.799999999999999,15.700000000000001,4.3709999999999996,77.97883333333333
greenwich,2025-11-03 11:00:00+00:00,0.0,10.416666666666666,4.213166666666667,246,,6.8999999999999995,13.6,4.456833333333333,74.203
greenwich,2025-11-03 12:00:00+00:00,0.0,57.75,4.301583333333333,254,,4.3,10.4,5.198833333333333,70.26566666666666
greenwich,2025-11-03 13:00:00+00:00,0.0,106.16666666666667,4.30925,256,,9.5,17.5,5.457833333333333,68.37941666666667
greenwich,2025-11-03 14:00:00+00:00,0.0,123.0,4.309333333333334,268,,9.6,17.2,5.4830000000000005,67.32875
greenwich,2025-11-03 15:00:00+00:00,0.0,171.08333333333334,4.309166666666667,240,,9.5,17.900000000000002,5.668833333333333,65.59466666666667
greenwich,2025-11-03 16:00:00+00:00,0.0,242.75,4.311833333333333,261,,9.700000000000001,17.7,6.4623333333333335,61.871916666666664
greenwich,2025-11-03 17:00:00+00:00,0.0,304.5833333333333,4.3133333333333335,263,,5.3999999999999995,11.9,7.423749999999999,58.82983333333333
greenwich,2025-11-03 18:00:00+00:00,0.0,301.9166666666667,4.31275,230,,9.200000000000001,15.4,8.46775,55.46491666666666
greenwich,2025-11-03 19:00:00+00:00,0.0,169.91666666666666,4.310416666666667,239,,10.9,17.400000000000002,8.004833333333334,58.327416666666664
greenwich,2025-11-03 20:00:00+00:00,0.0,25.333333333333332,4.303583333333333,227,,6.8,11.799999999999999,6.290666666666667,67.2625
greenwich,2025-11-03 21:00:00+00:00,0.0,1.0,4.2595833333333335,199,,3.6,8.299999999999999,4.405083333333333,75.61241666666666
greenwich,2025-11-03 22:00:00+00:00,0.0,1.0,4.2345,170,,5.8999999999999995,12.299999999999999,4.160333333333333,77.07708333333333
greenwich,2025-11-03 23:00:00+00:00,0.0,1.0,4.218916666666667,201,,4.8,9.9,4.4783333333333335,77.64983333333333
greenwich,2025-11-04 00:00:00+00:00,0.0,1.0,4.206583333333334,211,,4.1000000000000005,8.5,5.054166666666666,78.8605
greenwich,2025-11-04 01:00:00+00:00,0.0,1.0,4.197,170,,3.8000000000000003,7.3999999999999995,5.09125,80.9415
greenwich,2025-11-04 02:00:00+00:00,0.0,1.0,4.1885,175,,4.0,8.9,5.386500000000001,86.10391666666668
greenwich,2025-11-04 03:00:00+00:00,0.6000000000000001,1.0,4.1818333333333335,171,,3.1,6.8,5.195250000000001,93.05241666666666
greenwich,2025-11-04 04:00:00+00:00,0.4,1.0,4.17875,154,,5.0,10.9,5.141416666666667,96.69875
greenwich,2025-11-04 05:00:00+00:00,1.2000000000000002,1.0,4.175833333333333,183,,5.2,10.700000000000001,5.311333333333333,97.92941666666667
greenwich,2025-11-04 06:00:00+00:00,0.8,1.0,4.175,178,,4.6,10.6,5.384916666666666,98.48075
greenwich,2025-11-04 07:00:00+00:00,1.0,1.0,4.17475,163,,2.1999999999999997,5.5,5.549083333333333,99.0675
greenwich,2025-11-04 08:00:00+00:00,1.6,1.0,4.173,118,,1.7,3.8000000000000003,5.5365,99.1965
greenwich,2025-11-04 09:00:00+00:00,1.6,1.0,4.17375,84,,2.1999999999999997,4.5,5.186333333333333,99.45925
greenwich,2025-11-04 10:00:00+00:00,1.2000000000000002,1.0,4.172916666666667,48,,1.0,1.8,5.2595,99.52550000000001
greenwich,2025-11-04 11:00:00+00:00,1.4000000000000001,4.833333333333333,4.1851666666666665,56,,0.7999999999999999,2.6,5.4543333333333335,99.69683333333334
greenwich,2025-11-04 12:00:00+00:00,1.0,15.833333333333334,4.25425,45,,3.1999999999999997,7.6000000000000005,5.979833333333333,99.52300000000001
greenwich,2025-11-04 13:00:00+00:00,1.6,30.916666666666668,4.297416666666666,343,,3.6999999999999997,9.299999999999999,5.92625,98.408
greenwich,2025-11-04 14:00:00+00:00,1.2000000000000002,56.083333333333336,4.303833333333333,7,,4.3999999999999995,10.6,6.0030833333333335,97.42983333333332
greenwich,2025-11-04 15:00:00+00:00,0.2,96.25,4.307333333333333,0,,6.7,15.200000000000001,6.255,95.60758333333332
greenwich,2025-11-04 16:00:00+00:00,0.2,89.0,4.308333333333334,336,,11.799999999999999,25.45,6.6465,93.34916666666668
greenwich,2025-11-04 17:00:00+00:00,0.0,69.5,4.305083333333333,337,,13.200000000000001,28.183333333333334,6.993083333333334,91.36641666666667
