station,timestamp_utc,rain_mm,solar_radiation_w_m2,battery_v,wind_direction_deg,air_temperature_c,relative_humidity_pct,dew_point_c,wind_speed_kmh,wind_gust_speed_kmh
greenwich,2025-01-01 04:00:00+00:00,0.0,1.0,4.1963333333333335,208,-0.2010833333333333,100.0,-0.20625000000000002,1.25,3.1666666666666665
greenwich,2025-01-01 05:00:00+00:00,0.0,1.0,4.192,181,-0.46875,100.0,-0.4746666666666666,1.1666666666666667,2.6666666666666665
greenwich,2025-01-01 06:00:00+00:00,0.0,1.0,4.18825,181,-1.2125,100.0,-1.2195,0.5,2.0
greenwich,2025-01-01 07:00:00+00:00,0.0,1.0,4.183666666666666,178,-1.5878333333333332,100.0,-1.59525,0.9166666666666666,2.4166666666666665
greenwich,2025-01-01 08:00:00+00:00,0.0,1.0,4.179333333333333,147,-1.3875833333333334,100.0,-1.3949166666666668,3.0833333333333335,6.083333333333333
greenwich,2025-01-01 09:00:00+00:00,0.0,1.0,4.175333333333334,133,-1.9773333333333332,100.0,-1.9855833333333333,1.5833333333333333,4.083333333333333
greenwich,2025-01-01 10:00:00+00:00,0.0,1.0,4.170916666666667,146,-2.25625,100.0,-2.2649166666666667,0.75,3.1666666666666665
greenwich,2025-01-01 11:00:00+00:00,0.0,2.1666666666666665,4.172,108,-2.37425,100.0,-2.383,1.4166666666666667,4.666666666666667
greenwich,2025-01-01 12:00:00+00:00,0.0,42.166666666666664,4.28,88,-1.434,100.0,-1.4412500000000001,0.6666666666666666,3.25
greenwich,2025-01-01 13:00:00+00:00,0.2,131.25,4.30725,88,0.1208333333333333,99.94275,0.10816666666666667,1.4166666666666667,4.416666666666667
greenwich,2025-01-01 14:00:00+00:00,0.0,128.08333333333334,4.310333333333333,98,0.8858333333333333,99.77274999999999,0.85075,3.8333333333333335,9.333333333333334
greenwich,2025-01-01 15:00:00+00:00,0.0,158.91666666666666,4.306333333333334,83,2.2388333333333335,99.85166666666667,2.216666666666667,4.583333333333333,9.333333333333334
greenwich,2025-01-01 16:00:00+00:00,0.0,193.41666666666666,4.309583333333333,149,3.7724166666666665,97.25483333333334,3.378,4.083333333333333,8.833333333333334
greenwich,2025-01-01 17:00:00+00:00,0.0,124.91666666666667,4.309916666666667,88,3.9028333333333336,95.79916666666666,3.2953333333333332,6.666666666666667,12.666666666666666
greenwich,2025-01-01 18:00:00+00:00,0.0,61.916666666666664,4.309,86,3.282666666666667,96.75033333333333,2.816333333333333,5.583333333333333,12.25
greenwich,2025-01-01 19:00:00+00:00,0.0,29.666666666666668,4.3029166666666665,88,2.658916666666667,96.98283333333335,2.2278333333333333,5.583333333333333,12.916666666666666
greenwich,2025-01-01 20:00:00+00:00,0.0,3.0,4.26875,95,2.4014166666666665,95.70591666666667,1.7854999999999999,5.916666666666667,13.833333333333334
greenwich,2025-01-01 21:00:00+00:00,0.0,1.0,4.236416666666667,88,2.82875,93.3815,1.8668333333333333,9.166666666666666,18.833333333333332
greenwich,2025-01-01 22:00:00+00:00,0.0,1.0,4.222416666666667,87,2.7267500000000005,93.92616666666667,1.8470000000000002,5.333333333333333,10.916666666666666
greenwich,2025-01-01 23:00:00+00:00,0.0,1.0,4.21225,91,2.8394166666666667,93.71974999999999,1.9281666666666668,2.75,6.916666666666667
greenwich,2025-01-02 00:00:00+00:00,3.0,1.0,4.205166666666667,81,3.281,97.68183333333333,2.949833333333333,6.083333333333333,11.583333333333334
greenwich,2025-01-02 01:00:00+00:00,1.2000000000000002,1.0,4.198833333333334,83,4.805583333333334,99.28983333333333,4.70625,7.0,15.0
greenwich,2025-01-02 02:00:00+00:00,0.8,1.0,4.192916666666666,101,5.2523333333333335,99.88841666666667,5.2396666666666665,7.083333333333333,16.25
greenwich,2025-01-02 03:00:00+00:00,0.0,1.0,4.18825,86,5.656166666666667,99.26266666666668,5.5535,7.666666666666667,19.75
greenwich,2025-01-02 04:00:00+00:00,0.0,1.0,4.183083333333333,115,5.7259166666666665,98.99833333333333,5.585,6.916666666666667,17.166666666666668
greenwich,2025-01-02 05:00:00+00:00,0.0,1.0,4.179833333333334,97,5.901083333333333,99.55766666666666,5.8415,6.916666666666667,17.25
greenwich,2025-01-02 06:00:00+00:00,0.0,1.0,4.176083333333334,136,5.836916666666666,100.0,5.841083333333334,6.75,14.666666666666666
greenwich,2025-01-02 07:00:00+00:00,0.0,1.0,4.173666666666667,150,5.706333333333333,100.0,5.710333333333334,5.75,10.666666666666666
greenwich,2025-01-02 08:00:00+00:00,0.0,1.0,4.171083333333333,168,5.91725,100.0,5.921583333333333,6.416666666666667,14.083333333333334
greenwich,2025-01-02 09:00:00+00:00,0.0,1.0,4.168833333333333,181,5.42925,99.50066666666667,5.361,8.166666666666666,15.5
greenwich,2025-01-02 10:00:00+00:00,0.0,1.0,4.16625,167,5.336333333333333,98.76008333333334,5.160416666666666,8.833333333333334,16.75
greenwich,2025-01-02 11:00:00+00:00,0.0,1.0,4.1643333333333326,175,5.3275,97.777,5.00775,8.916666666666666,18.666666666666668
greenwich,2025-01-02 12:00:00+00:00,0.0,8.75,4.18075,183,5.271999999999999,95.68558333333334,4.6425833333333335,10.5,20.5
greenwich,2025-01-02 13:00:00+00:00,0.2,61.333333333333336,4.2740833333333335,195,5.297083333333333,95.54558333333334,4.646583333333333,11.166666666666666,24.0
greenwich,2025-01-02 14:00:00+00:00,0.2,165.66666666666666,4.305833333333333,194,5.731416666666667,94.10791666666667,4.8598333333333334,10.916666666666666,24.333333333333332
greenwich,2025-01-02 15:00:00+00:00,0.0,123.83333333333333,4.306916666666667,201,5.9065,89.94491666666666,4.387583333333333,12.833333333333334,26.0
greenwich,2025-01-02 16:00:00+00:00,0.0,136.58333333333334,4.306916666666667,222,5.674166666666667,86.40983333333334,3.5871666666666666,17.416666666666668,29.833333333333332
greenwich,2025-01-02 17:00:00+00:00,0.0,209.16666666666666,4.310416666666667,229,5.298916666666667,86.55575,3.237833333333333,17.0,29.333333333333332
greenwich,2025-01-02 18:00:00+00:00,0.0,151.08333333333334,4.311083333333333,227,5.334666666666667,82.07216666666666,2.52475,18.916666666666668,29.916666666666668
greenwich,2025-01-02 19:00:00+00:00,0.0,33.166666666666664,4.301,223,4.185333333333333,85.81849999999999,2.02425,16.916666666666668,28.416666666666668
greenwich,2025-01-02 20:00:00+00:00,0.0,4.5,4.274666666666667,227,2.9288333333333334,92.56225,1.8381666666666667,17.583333333333332,28.0
greenwich,2025-01-02 21:00:00+00:00,0.0,1.0,4.24075,230,2.4265000000000003,94.61575,1.6506666666666667,15.333333333333334,24.416666666666668
