station,timestamp_utc,rain_mm,solar_radiation_w_m2,battery_v,wind_direction_deg,air_temperature_c,relative_humidity_pct,dew_point_c,wind_speed_kmh,wind_gust_speed_kmh
greenwich,2024-12-01 04:00:00+00:00,0.0,1.0,4.176166666666666,246,-0.7941666666666666,88.8005,-2.4135,6.75,12.166666666666666
greenwich,2024-12-01 05:00:00+00:00,0.0,1.0,4.17125,247,-1.1606666666666665,90.94608333333333,-2.45425,8.416666666666666,14.25
greenwich,2024-12-01 06:00:00+00:00,0.0,1.0,4.167666666666666,246,-1.0373333333333334,90.75791666666667,-2.3595,11.083333333333334,17.25
greenwich,2024-12-01 07:00:00+00:00,0.0,1.0,4.163333333333333,247,-1.2355833333333333,90.24683333333333,-2.6323333333333334,9.916666666666666,16.166666666666668
greenwich,2024-12-01 08:00:00+00:00,0.0,1.0,4.162583333333333,247,-1.3643333333333334,89.07966666666665,-2.9345833333333338,9.416666666666666,14.416666666666666
greenwich,2024-12-01 09:00:00+00:00,0.0,1.0,4.1611666666666665,241,-1.2195833333333332,87.23816666666666,-3.0719999999999996,11.083333333333334,16.083333333333332
greenwich,2024-12-01 10:00:00+00:00,0.0,1.0,4.15875,237,-1.5305833333333334,87.98058333333334,-3.265166666666667,9.333333333333334,14.166666666666666
greenwich,2024-12-01 11:00:00+00:00,0.0,4.083333333333333,4.181333333333334,233,-1.3143333333333334,84.77083333333333,-3.549166666666667,10.75,15.583333333333334
greenwich,2024-12-01 12:00:00+00:00,0.0,75.5,4.306666666666667,232,-0.6549166666666667,83.178,-3.158166666666667,9.0,13.333333333333334
greenwich,2024-12-01 13:00:00+00:00,0.0,235.66666666666666,4.311166666666667,234,1.2773333333333332,77.558,-2.21725,12.666666666666666,18.666666666666668
greenwich,2024-12-01 14:00:00+00:00,0.0,320.9166666666667,4.31075,241,2.48725,71.01491666666666,-2.232666666666667,12.083333333333334,22.166666666666668
greenwich,2024-12-01 15:00:00+00:00,0.0,338.8333333333333,4.3084999999999996,250,2.8375833333333333,65.4175,-3.012166666666667,15.166666666666666,26.083333333333332
greenwich,2024-12-01 16:00:00+00:00,0.0,356.0833333333333,4.3075,246,3.615083333333333,58.89783333333333,-3.6965833333333333,13.083333333333334,24.25
greenwich,2024-12-01 17:00:00+00:00,0.0,230.0,4.304583333333333,265,3.5258333333333334,54.050000000000004,-4.896,8.75,19.75
greenwich,2024-12-01 18:00:00+00:00,0.0,164.66666666666666,4.308333333333334,250,3.232583333333333,55.62033333333333,-4.7900833333333335,10.666666666666666,22.25
greenwich,2024-12-01 19:00:00+00:00,0.0,87.91666666666667,4.3094166666666665,247,3.263083333333334,55.870583333333336,-4.710416666666666,8.583333333333334,16.583333333333332
greenwich,2024-12-01 20:00:00+00:00,0.0,6.083333333333333,4.294583333333333,246,1.1270833333333334,65.362,-4.666083333333334,6.083333333333333,8.916666666666666
greenwich,2024-12-01 21:00:00+00:00,0.0,1.0,4.249916666666667,229,-0.1668333333333333,72.99666666666667,-4.425666666666666,3.0,5.833333333333333
greenwich,2024-12-01 22:00:00+00:00,0.0,1.0,4.229333333333334,213,-0.5510833333333333,78.4395,-3.8394166666666667,2.5833333333333335,5.833333333333333
greenwich,2024-12-01 23:00:00+00:00,0.0,1.0,4.2155,213,-1.066,82.02533333333334,-3.746166666666667,1.5,4.25
greenwich,2024-12-02 00:00:00+00:00,0.0,1.0,4.204833333333333,195,-0.45808333333333334,81.44425,-3.2455833333333337,2.5,6.166666666666667
greenwich,2024-12-02 01:00:00+00:00,0.0,1.0,4.195583333333333,206,0.39075,83.04175,-2.1545,5.083333333333333,10.5
greenwich,2024-12-02 02:00:00+00:00,0.0,1.0,4.189,222,0.57675,85.58316666666667,-1.5618333333333334,2.8333333333333335,6.75
greenwich,2024-12-02 03:00:00+00:00,0.0,1.0,4.1819999999999995,184,0.439,85.18275,-1.7605833333333332,3.4166666666666665,7.166666666666667
greenwich,2024-12-02 04:00:00+00:00,0.0,1.0,4.177416666666667,185,0.39975,84.56025,-1.8983333333333334,4.583333333333333,8.083333333333334
greenwich,2024-12-02 05:00:00+00:00,0.0,1.0,4.1725,211,0.08524999999999999,86.88091666666666,-1.8413333333333333,5.083333333333333,8.833333333333334
greenwich,2024-12-02 06:00:00+00:00,0.0,1.0,4.167833333333333,219,0.3015,90.37316666666668,-1.0999999999999999,3.5,7.166666666666667
greenwich,2024-12-02 07:00:00+00:00,0.0,1.0,4.16575,244,-0.06324999999999999,96.06933333333335,-0.6186666666666666,8.75,14.166666666666666
greenwich,2024-12-02 08:00:00+00:00,0.0,1.0,4.164166666666667,254,-0.6835,95.01316666666668,-1.3876666666666668,4.5,10.166666666666666
greenwich,2024-12-02 09:00:00+00:00,0.0,1.0,4.162583333333333,253,-1.3286666666666667,95.04199999999999,-2.026,2.6666666666666665,7.666666666666667
greenwich,2024-12-02 10:00:00+00:00,0.0,1.0,4.16075,257,-1.8576666666666668,96.33966666666667,-2.3698333333333337,1.25,5.5
greenwich,2024-12-02 11:00:00+00:00,0.0,4.916666666666667,4.176,251,-2.331166666666667,96.64041666666667,-2.800333333333333,0.25,2.8333333333333335
greenwich,2024-12-02 12:00:00+00:00,0.0,78.33333333333333,4.303,260,-1.2125,91.69525,-2.401333333333333,3.3333333333333335,7.75
greenwich,2024-12-02 13:00:00+00:00,0.0,174.25,4.308,244,0.2336666666666667,81.15316666666666,-2.6240833333333335,5.333333333333333,11.333333333333334
greenwich,2024-12-02 14:00:00+00:00,0.0,317.3333333333333,4.319583333333333,244,1.8188333333333333,71.64625,-2.7609166666666667,7.333333333333333,14.333333333333334
greenwich,2024-12-02 15:00:00+00:00,0.0,357.8333333333333,4.308416666666667,256,2.5088333333333335,65.93366666666667,-3.2109166666666664,6.333333333333333,13.333333333333334
greenwich,2024-12-02 16:00:00+00:00,0.0,352.5,4.30725,299,2.76975,60.89166666666667,-4.029083333333333,6.25,14.0
greenwich,2024-12-02 17:00:00+00:00,0.0,193.0,4.304833333333334,299,1.9314166666666666,61.571416666666664,-4.675916666666667,6.25,13.166666666666666
greenwich,2024-12-02 18:00:00+00:00,0.0,187.25,4.3060833333333335,312,2.5929166666666665,56.815416666666664,-5.118083333333334,6.166666666666667,13.5
greenwich,2024-12-02 19:00:00+00:00,0.0,77.16666666666667,4.307416666666667,274,2.1335,59.25466666666667,-4.99675,2.5833333333333335,7.166666666666667
greenwich,2024-12-02 20:00:00+00:00,0.0,6.75,4.294833333333333,296,-0.22216666666666665,67.12108333333333,-5.616833333333333,1.0833333333333333,4.833333333333333
greenwich,2024-12-02 21:00:00+00:00,0.0,1.0,4.2495,271,-1.9291666666666665,77.31966666666666,-5.370833333333334,0.6666666666666666,3.5833333333333335
greenwich,2024-12-02 22:00:00+00:00,0.0,1.0,4.227250000000001,271,-2.236666666666667,80.85066666666667,-5.082083333333333,1.1666666666666667,5.166666666666667
