air_temperature_c,air_temperature_c_qf,bui,bui_qf,dc,dc_qf,dew_point_c,dmc,dmc_qf,ffmc,ffmc_qf,fwi,fwi_qf,isi,isi_qf,rain_mm,rain_mm_qf,relative_humidity_pct,relative_humidity_pct_qf,solar_radiation_w_m2,timestamp_utc,wind_direction_deg,wind_speed_kmh,wind_speed_kmh_qf
0.4240277777777777,0.0,,9.0,17.518005,9.0,,,9.0,,9.0,,9.0,,9.0,2.4,0.0,,9.0,75.03194444444445,2023-04-01,179.33333333333334,7.9944444444444445,0.0
2.5328472222222222,0.0,,9.0,42.706064999999995,9.0,,,9.0,,9.0,,9.0,,9.0,1.4000000000000001,0.0,,9.0,234.94734848484848,2023-04-02,272.6430555555556,10.629166666666666,0.0
-1.0309166666666667,0.0,,9.0,49.11257999999999,9.0,,,9.0,,9.0,,9.0,,9.0,0.0,0.0,,9.0,255.4594362745098,2023-04-03,287.10277777777776,12.847222222222221,0.0
3.603819444444444,0.0,,9.0,69.65798999999998,9.0,,,9.0,,9.0,,9.0,,9.0,0.2,0.0,,9.0,173.5457794168392,2023-04-04,183.70972222222224,8.218055555555555,0.0
-0.42686111111111114,0.0,,9.0,97.41925999999995,9.0,,,9.0,,9.0,,9.0,,9.0,0.0,0.0,,9.0,174.73749999999998,2023-04-05,287.9875,9.272222222222222,0.0
0.4743888888888889,0.0,,9.0,99.21076999999997,9.0,,,9.0,,9.0,,9.0,,9.0,1.8,0.0,,9.0,79.59444444444445,2023-04-06,178.05555555555554,5.661111111111111,0.0
4.320638888888889,0.0,,9.0,133.48602499999996,9.0,,,9.0,,9.0,,9.0,,9.0,0.0,0.0,,9.0,187.82744252873565,2023-04-07,270.56944444444446,9.866666666666667,0.0
-0.8282222222222222,0.0,,9.0,154.9901849999999,9.0,,,9.0,,9.0,,9.0,,9.0,0.0,0.0,,9.0,193.85239463601533,2023-04-08,313.7944444444444,13.894444444444444,0.0
-0.16561111111111118,0.0,,9.0,154.96387999999988,9.0,,,9.0,,9.0,,9.0,,9.0,0.0,0.0,,9.0,261.34583333333336,2023-04-09,300.08194444444445,9.243055555555555,0.0
6.0303611111111115,0.0,,9.0,181.63538499999984,9.0,,,9.0,,9.0,,9.0,,9.0,0.0,0.0,,9.0,265.69305555555553,2023-04-10,261.9111111111111,9.968055555555557,0.0
9.448743900966184,0.0,248.70765383407826,6.0,259.8934364347825,6.0,2.03255625,101.84820918190444,6.0,87.7796924334434,6.0,84.95411607295243,6.0,34.960804818313136,6.0,0.0,0.0,44.799293750000004,6.0,243.59082125603865,2023-04-11,246.4298309178744,12.214613526570048,0.0
4.509731944444444,0.0,283.3643053593201,0.0,340.9524813043477,0.0,2.1341097222222225,112.88806470714626,0.0,78.58697558717962,0.0,228.43652944290588,0.0,223.30529721751455,0.0,2.0,0.0,85.60714166666666,0.0,74.13194444444444,2023-04-12,267.4972222222222,8.070833333333333,0.0
5.892655555555556,0.0,309.2796165223069,0.0,380.5703183043477,0.0,0.4324111111111111,118.99445737013302,0.0,80.40174553935371,0.0,196.968634079947,0.0,185.322349556223,0.0,0.0,0.0,71.29247500000001,0.0,255.45416666666665,2023-04-13,273.07638888888886,6.420833333333333,0.0
5.666525,0.0,364.68623272862095,0.0,450.0941198043478,0.0,-0.75915,139.63917282644707,0.0,83.88823582532338,0.0,143.62904501096335,0.0,88.00403085906642,0.0,0.0,0.0,64.19750138888888,0.0,267.0152777777778,2023-04-14,298.6486111111111,10.522222222222222,0.0
4.275709722222222,0.0,395.37630653628895,0.0,490.6431003043477,0.0,-2.4997680555555557,150.0547563841151,0.0,83.67515463567294,0.0,129.49460999846113,0.0,73.19609150616607,0.0,0.0,0.0,62.94094861111111,0.0,224.29305555555558,2023-04-15,207.75833333333333,5.952777777777778,0.0
6.580109722222222,0.0,440.66241817061587,0.0,546.0436678043475,0.0,-0.7138069444444444,167.6405842684421,0.0,84.96586347737448,0.0,110.23735451740532,0.0,54.316160263788056,0.0,0.0,0.0,60.57850416666667,0.0,150.05416666666667,2023-04-16,118.19027777777778,4.765277777777778,0.0
