station,timestamp_utc,rain_mm,solar_radiation_w_m2,battery_v,wind_direction_deg,wind_speed_kmh,wind_gust_speed_kmh,air_temperature_c,relative_humidity_pct,dew_point_c
greenwich,2024-01-01 04:00:00+00:00,0.0,1.0,3.9825,307.0,12.25,24.416666666666668,-1.0784166666666668,97.569,-1.4262500000000002
greenwich,2024-01-01 05:00:00+00:00,0.0,1.0,3.9974166666666666,300.0,12.5,25.833333333333332,-1.0228333333333335,92.29849999999999,-2.118
greenwich,2024-01-01 06:00:00+00:00,0.0,,4.023,,,,,,
greenwich,2024-01-01 07:00:00+00:00,0.0,,4.022749999999999,,,,,,
greenwich,2024-01-01 08:00:00+00:00,0.0,,4.0216666666666665,,,,,,
greenwich,2024-01-01 09:00:00+00:00,0.0,,4.020583333333334,,,,,,
greenwich,2024-01-01 10:00:00+00:00,0.0,,4.0195,,,,,,
greenwich,2024-01-01 11:00:00+00:00,0.0,,4.018833333333333,,,,,,
greenwich,2024-01-01 12:00:00+00:00,0.0,,4.025833333333334,,,,,,
greenwich,2024-01-01 13:00:00+00:00,0.0,,4.061833333333333,,,,,,
greenwich,2024-01-01 14:00:00+00:00,0.0,,4.0882499999999995,,,,,,
greenwich,2024-01-01 15:00:00+00:00,0.0,,4.164166666666667,,,,,,
greenwich,2024-01-01 16:00:00+00:00,0.0,,4.232333333333333,,,,,,
greenwich,2024-01-01 17:00:00+00:00,0.0,,4.238333333333333,,,,,,
greenwich,2024-01-01 18:00:00+00:00,0.0,,4.237333333333333,,,,,,
greenwich,2024-01-01 19:00:00+00:00,0.0,,4.22525,,,,,,
greenwich,2024-01-01 20:00:00+00:00,0.0,,4.1695,,,,,,
greenwich,2024-01-01 21:00:00+00:00,0.0,,4.132583333333334,,,,,,
greenwich,2024-01-01 22:00:00+00:00,0.0,,4.119583333333334,,,,,,
greenwich,2024-01-01 23:00:00+00:00,0.0,,4.111666666666666,,,,,,
greenwich,2024-01-02 00:00:00+00:00,0.0,,4.1065,,,,,,
greenwich,2024-01-02 01:00:00+00:00,0.0,,4.101500000000001,,,,,,
greenwich,2024-01-02 02:00:00+00:00,0.0,,4.09725,,,,,,
greenwich,2024-01-02 03:00:00+00:00,0.0,,4.093416666666667,,,,,,
greenwich,2024-01-02 04:00:00+00:00,0.0,,4.089916666666666,,,,,,
greenwich,2024-01-02 05:00:00+00:00,0.0,,4.086333333333333,,,,,,
greenwich,2024-01-02 06:00:00+00:00,0.0,,4.083583333333333,,,,,,
greenwich,2024-01-02 07:00:00+00:00,0.0,,4.080416666666667,,,,,,
greenwich,2024-01-02 08:00:00+00:00,0.0,,4.077583333333334,,,,,,
greenwich,2024-01-02 09:00:00+00:00,0.0,,4.0745,,,,,,
greenwich,2024-01-02 10:00:00+00:00,0.0,,4.072,,,,,,
greenwich,2024-01-02 11:00:00+00:00,0.0,,4.069583333333333,,,,,,
greenwich,2024-01-02 12:00:00+00:00,0.0,,4.10725,,,,,,
greenwich,2024-01-02 13:00:00+00:00,0.0,,4.261666666666667,,,,,,
greenwich,2024-01-02 14:00:00+00:00,0.0,,4.296916666666667,,,,,,
greenwich,2024-01-02 15:00:00+00:00,0.0,,4.2973333333333334,,,,,,
greenwich,2024-01-02 16:00:00+00:00,0.0,,4.301333333333333,,,,,,
greenwich,2024-01-02 17:00:00+00:00,0.0,,4.29475,,,,,,
greenwich,2024-01-02 18:00:00+00:00,0.0,,4.29825,,,,,,
greenwich,2024-01-02 19:00:00+00:00,0.0,,4.299166666666667,,,,,,
greenwich,2024-01-02 20:00:00+00:00,0.0,,4.26525,,,,,,
greenwich,2024-01-02 21:00:00+00:00,0.0,,4.1875,,,,,,
greenwich,2024-01-02 22:00:00+00:00,0.0,,4.169583333333333,,,,,,
greenwich,2024-01-02 23:00:00+00:00,0.0,,4.15875,,,,,,
greenwich,2024-01-03 00:00:00+00:00,0.0,,4.153083333333334,,,,,,
greenwich,2024-01-03 01:00:00+00:00,0.0,,4.148416666666667,,,,,,
greenwich,2024-01-03 02:00:00+00:00,0.0,,4.1445,,,,,,
greenwich,2024-01-03 03:00:00+00:00,0.0,,4.141416666666666,,,,,,
greenwich,2024-01-03 04:00:00+00:00,0.0,,4.1386666666666665,,,,,,
greenwich,2024-01-03 05:00:00+00:00,0.0,,4.136916666666667,,,,,,
greenwich,2024-01-03 06:00:00+00:00,0.0,,4.1339999999999995,,,,,,
greenwich,2024-01-03 07:00:00+00:00,0.0,,4.132416666666667,,,,,,
greenwich,2024-01-03 08:00:00+00:00,0.0,,4.130833333333333,,,,,,
greenwich,2024-01-03 09:00:00+00:00,0.0,,4.129416666666667,,,,,,
greenwich,2024-01-03 10:00:00+00:00,0.0,,4.1280833333333335,,,,,,
greenwich,2024-01-03 11:00:00+00:00,0.0,,4.127083333333333,,,,,,
greenwich,2024-01-03 12:00:00+00:00,0.0,,4.140083333333333,,,,,,
greenwich,2024-01-03 13:00:00+00:00,0.0,,4.209083333333333,,,,,,
greenwich,2024-01-03 14:00:00+00:00,0.0,,4.2980833333333335,,,,,,
greenwich,2024-01-03 15:00:00+00:00,0.0,,4.30675,,,,,,
greenwich,2024-01-03 16:00:00+00:00,0.0,,4.29725,,,,,,
greenwich,2024-01-03 17:00:00+00:00,0.0,,4.306583333333333,,,,,,
greenwich,2024-01-03 18:00:00+00:00,0.0,,4.308916666666667,,,,,,
greenwich,2024-01-03 19:00:00+00:00,0.0,,4.297916666666667,,,,,,
greenwich,2024-01-03 20:00:00+00:00,0.0,,4.2604999999999995,,,,,,
