station,timestamp_utc,rain_mm,solar_radiation_w_m2,battery_v,wind_direction_deg,dew_point_c,wind_speed_kmh,wind_gust_speed_kmh,air_temperature_c,relative_humidity_pct
greenwich,2025-11-01 00:00:00+00:00,0.2,62.904761904761905,4.248916666666667,212,,17.53968253968254,33.03452380952381,10.371662698412699,82.13226587301587
greenwich,2025-11-02 00:00:00+00:00,3.2,56.763888888888886,4.243270833333333,292,,13.233333333333333,27.509375,7.178538194444444,80.53834027777778
greenwich,2025-11-03 00:00:00+00:00,0.4,63.62152777777778,4.239541666666667,292,,7.699999999999999,15.44236111111111,5.8867465277777775,73.06830208333332
greenwich,2025-11-04 00:00:00+00:00,17.2,18.680555555555557,4.229763888888889,211,,8.632638888888888,17.708680555555556,6.076038194444445,93.51557291666667
greenwich,2025-11-05 00:00:00+00:00,0.0,88.18055555555556,4.238583333333334,316,,18.579513888888886,37.32673611111111,7.778871527777778,71.25650694444444
greenwich,2025-11-06 00:00:00+00:00,8.8,17.118055555555557,4.229059027777778,241,,9.429166666666667,18.801041666666666,4.944305555555555,85.65568055555555
greenwich,2025-11-07 00:00:00+00:00,0.0,104.27430555555556,4.233927083333334,312,,14.883333333333333,31.336805555555557,4.258631944444445,65.74898263888889
greenwich,2025-11-08 00:00:00+00:00,6.2,11.993055555555555,4.221854166666667,240,,5.875,11.463194444444445,6.0738611111111105,87.43434375
greenwich,2025-11-09 00:00:00+00:00,0.0,70.41319444444444,4.234361111111111,309,,7.7749999999999995,16.44097222222222,5.284875,76.52160069444444
greenwich,2025-11-10 00:00:00+00:00,0.8,17.461805555555557,4.227611111111111,271,,9.008333333333333,18.435069444444444,4.919583333333333,91.97721874999999
greenwich,2025-11-11 00:00:00+00:00,0.6000000000000001,18.836805555555557,4.232763888888889,149,,9.870833333333334,18.933333333333334,12.875899305555556,91.30189583333333
greenwich,2025-11-12 00:00:00+00:00,2.6,44.65972222222222,4.238531249999999,247,,16.516666666666666,28.697569444444444,3.370645833333333,82.28846180555556
greenwich,2025-11-13 00:00:00+00:00,8.0,25.319444444444443,4.227121527777778,243,,5.0,9.728124999999999,3.8077291666666664,92.1460625
greenwich,2025-11-14 00:00:00+00:00,6.2,17.86111111111111,4.227131944444444,51,,14.491666666666667,29.090972222222224,4.702364583333333,92.99838541666666
greenwich,2025-11-15 00:00:00+00:00,2.6,24.413194444444443,4.221711805555556,329,,11.533333333333333,23.021180555555556,1.0013402777777778,92.05144791666666
greenwich,2025-11-16 00:00:00+00:00,6.6000000000000005,35.729166666666664,4.222878472222223,227,,7.2333333333333325,14.453819444444443,2.1275902777777778,91.01565624999999
greenwich,2025-11-17 00:00:00+00:00,2.6,27.600694444444443,4.230503472222222,87,,13.575,24.01909722222222,4.725881944444445,94.35055555555556
greenwich,2025-11-18 00:00:00+00:00,0.2,29.631944444444443,4.22528125,250,,15.887500000000001,27.365277777777777,2.997045138888889,85.38045833333334
greenwich,2025-11-19 00:00:00+00:00,0.0,94.78125,4.231454861111112,247,,9.995833333333334,18.275694444444444,2.771236111111111,81.01823958333334
greenwich,2025-11-20 00:00:00+00:00,0.0,89.32291666666667,4.229413194444444,247,,4.362500000000001,9.366666666666667,1.2724097222222222,83.19018055555556
greenwich,2025-11-21 00:00:00+00:00,0.0,86.50694444444444,4.216899305555556,260,,1.4,3.3333333333333335,0.49539583333333337,90.80867361111112
greenwich,2025-11-22 00:00:00+00:00,0.0,57.204861111111114,4.223736111111111,93,,4.512499999999999,8.400694444444445,3.9665243055555552,87.63705208333334
greenwich,2025-11-23 00:00:00+00:00,0.0,54.892361111111114,4.226979166666666,300,,7.591666666666667,16.455555555555556,2.298888888888889,72.0762951388889
greenwich,2025-11-24 00:00:00+00:00,0.0,59.166666666666664,4.222642361111111,234,,4.5375,8.916666666666666,1.5242048611111112,82.64564583333333
greenwich,2025-11-25 00:00:00+00:00,0.0,40.86805555555556,4.22515625,305,,8.537500000000001,16.30972222222222,1.7822430555555553,79.48661458333333
greenwich,2025-11-26 00:00:00+00:00,15.200000000000001,12.680555555555555,4.20615625,264,,3.1416666666666666,6.683333333333334,3.826267361111111,94.54700694444445
greenwich,2025-11-27 00:00:00+00:00,3.8000000000000003,37.739583333333336,4.209434027777778,59,,8.196527777777778,15.083333333333334,7.583850694444444,96.79846875
greenwich,2025-11-28 00:00:00+00:00,0.6000000000000001,21.59027777777778,4.228402777777777,247,,4.1875,8.100000000000001,2.6278194444444445,92.7791388888889
greenwich,2025-11-29 00:00:00+00:00,0.0,60.91319444444444,4.221777777777778,227,,10.395833333333334,21.186458333333334,1.156263888888889,81.09735069444444
greenwich,2025-11-30 00:00:00+00:00,0.0,45.951388888888886,4.215600694444444,293,,8.170833333333333,16.79340277777778,1.154892361111111,69.74176041666666
greenwich,2025-12-01 00:00:00+00:00,0.4,1.0,4.171270833333334,166,,9.674999999999999,17.849999999999998,1.5668125,83.45691666666666
