station,timestamp_utc,rain_mm,solar_radiation_w_m2,battery_v,wind_speed_kmh,wind_gust_speed_kmh,wind_direction_deg,air_temperature_c,relative_humidity_pct,dew_point_c
greenwich,2025-06-01 00:00:00+00:00,0.0,249.20481927710844,4.2907738095238095,19.41904761904762,33.64642857142857,180,16.04229761904762,77.64627777777778,12.014384920634921
greenwich,2025-06-02 00:00:00+00:00,0.0,277.64930555555554,4.286371527777778,15.487499999999999,25.106250000000003,233,14.130385416666666,70.62282638888888,8.600447916666667
greenwich,2025-06-03 00:00:00+00:00,0.0,305.6619718309859,4.285788194444445,8.3,13.625,225,15.944243055555555,64.73271527777779,8.569368055555556
greenwich,2025-06-04 00:00:00+00:00,0.0,316.125,4.286347222222222,7.416666666666667,12.349305555555555,197,18.54399652777778,59.78403819444444,9.77873611111111
greenwich,2025-06-05 00:00:00+00:00,0.0,330.2673611111111,4.288336805555556,9.804166666666667,16.820833333333333,234,21.021753472222223,55.99498263888889,11.672774305555556
greenwich,2025-06-06 00:00:00+00:00,0.6,287.2048611111111,4.2893125,6.804166666666667,13.212499999999999,208,15.81937847222222,76.38511805555555,11.499663194444445
greenwich,2025-06-07 00:00:00+00:00,1.4000000000000001,96.56944444444444,4.280392361111111,3.125,6.050000000000001,326,14.066218749999999,94.7627048611111,13.21074652777778
greenwich,2025-06-08 00:00:00+00:00,65.6,190.85416666666666,4.278020833333333,8.491666666666667,17.460763888888888,56,12.279003472222222,92.51927430555556,11.041333333333334
greenwich,2025-06-09 00:00:00+00:00,0.0,262.9791666666667,4.282121527777778,4.425000000000001,8.583333333333334,275,14.714559027777776,72.79333333333334,8.942336805555556
greenwich,2025-06-10 00:00:00+00:00,0.0,274.87152777777777,4.287184027777778,7.824999999999999,15.537500000000001,163,14.338708333333333,80.33569097222222,10.85023263888889
greenwich,2025-06-11 00:00:00+00:00,10.0,232.5451263537906,4.284336805555555,12.100000000000001,21.672222222222224,159,17.950552083333335,83.78299652777778,14.864746527777779
greenwich,2025-06-12 00:00:00+00:00,1.6,215.99649122807017,4.288159722222222,12.767708333333333,20.225,237,18.075413194444444,77.42830902777777,13.9928125
greenwich,2025-06-13 00:00:00+00:00,0.0,199.56491228070175,4.287086805555556,6.845833333333333,15.206249999999999,307,13.397381944444444,75.59022916666667,9.132291666666667
greenwich,2025-06-14 00:00:00+00:00,0.0,237.0530035335689,4.282243055555556,2.966666666666667,6.295833333333333,321,12.45015625,72.11005208333333,6.810972222222222
greenwich,2025-06-15 00:00:00+00:00,0.0,339.14736842105265,4.2846,3.0989473684210527,6.341052631578948,195,14.381214035087718,73.6782105263158,8.744326315789474
greenwich,2025-06-16 00:00:00+00:00,0.0,354.99652777777777,4.287215277777778,10.041666666666666,15.57986111111111,233,17.844173611111113,65.29927777777777,10.72910763888889
greenwich,2025-06-17 00:00:00+00:00,0.0,298.15625,4.288055555555555,17.90173611111111,27.696180555555557,225,17.99364236111111,57.91205902777777,9.334690972222223
greenwich,2025-06-18 00:00:00+00:00,0.0,237.32746478873239,4.2871805555555556,11.470833333333333,20.399305555555557,225,17.10309375,68.21825,11.14562847222222
greenwich,2025-06-19 00:00:00+00:00,0.0,153.7097902097902,4.286138888888889,8.875,14.96388888888889,220,21.377333333333333,84.11098611111112,18.529649305555555
greenwich,2025-06-20 00:00:00+00:00,0.0,326.8780487804878,4.288520833333333,13.817361111111111,24.28402777777778,187,24.455100694444447,78.60857291666667,20.184541666666668
greenwich,2025-06-21 00:00:00+00:00,0.8,309.75524475524475,4.2897847222222225,12.810069444444444,25.177083333333332,232,16.78832291666667,75.40645486111111,12.236916666666666
greenwich,2025-06-22 00:00:00+00:00,4.2,235.02090592334494,4.2857569444444445,7.458333333333333,13.815625,35,17.308729166666666,73.16171875,11.726253472222222
greenwich,2025-06-23 00:00:00+00:00,0.4,193.4842105263158,4.284878472222222,6.354166666666667,12.146527777777777,173,15.162798611111112,94.92837847222222,14.348913194444444
greenwich,2025-06-24 00:00:00+00:00,1.2,295.8111888111888,4.283819444444444,7.041666666666667,12.812847222222222,84,21.530909722222223,84.46755208333333,18.485149305555556
greenwich,2025-06-25 00:00:00+00:00,0.0,356.5208333333333,4.291159722222222,5.8375,12.004513888888889,22,20.647850694444443,75.4427326388889,16.022756944444446
greenwich,2025-06-26 00:00:00+00:00,0.0,330.3851590106007,4.286767361111111,6.158333333333333,13.81076388888889,3,15.592211805555555,63.776743055555556,8.606395833333332
greenwich,2025-06-27 00:00:00+00:00,0.0,363.50347222222223,4.285663194444444,5.420833333333333,11.558333333333334,253,15.406649305555554,68.65294791666666,9.444284722222223
greenwich,2025-06-28 00:00:00+00:00,0.0,216.73076923076923,4.28475,9.770833333333334,16.91111111111111,72,16.792854166666665,66.81543055555557,10.309493055555556
greenwich,2025-06-29 00:00:00+00:00,0.0,124.31597222222223,4.284496527777778,11.179166666666667,20.80972222222222,222,15.462434027777777,81.47826388888889,12.220520833333333
greenwich,2025-06-30 00:00:00+00:00,0.4,197.19791666666666,4.284475694444445,4.9,10.133333333333333,166,17.1701875,93.32578819444444,16.055743055555556
greenwich,2025-07-01 00:00:00+00:00,0.0,1.2222222222222223,4.2676388888888885,2.566666666666667,5.666666666666667,174,16.71022222222222,95.03552777777777,15.92825
