station,timestamp_utc,rain_mm,solar_radiation_w_m2,battery_v,wind_speed_kmh,wind_gust_speed_kmh,wind_direction_deg,air_temperature_c,relative_humidity_pct,dew_point_c
greenwich,2025-06-01 03:00:00+00:00,0.0,1.0,4.247916666666667,13.6,26.974999999999998,180,16.03875,93.80516666666666,15.055750000000002
greenwich,2025-06-01 04:00:00+00:00,0.0,1.0,4.24425,15.299999999999999,29.383333333333336,204,15.314916666666667,89.36691666666667,13.592999999999998
greenwich,2025-06-01 05:00:00+00:00,0.0,1.0,4.24125,13.299999999999999,26.34166666666667,204,14.294416666666665,88.96841666666667,12.516833333333333
greenwich,2025-06-01 06:00:00+00:00,0.0,1.0,4.237833333333334,11.6,22.425,183,13.404333333333334,90.13833333333334,11.835500000000001
greenwich,2025-06-01 07:00:00+00:00,0.0,1.0,4.234916666666667,15.299999999999999,28.883333333333336,192,13.000416666666666,90.96241666666667,11.573916666666667
greenwich,2025-06-01 08:00:00+00:00,0.0,5.75,4.2405,15.6,29.8,185,12.77525,91.10741666666667,11.375166666666667
greenwich,2025-06-01 09:00:00+00:00,0.0,78.75,4.302666666666666,16.099999999999998,29.599999999999998,194,13.447249999999999,89.03991666666667,11.690416666666666
greenwich,2025-06-01 10:00:00+00:00,0.0,258.75,4.31375,18.0,33.699999999999996,191,14.97,83.83091666666667,12.27375
greenwich,2025-06-01 11:00:00+00:00,0.0,407.75,4.31575,18.599999999999998,35.699999999999996,209,16.412333333333333,80.1925,13.006333333333332
greenwich,2025-06-01 12:00:00+00:00,0.0,423.6666666666667,4.311916666666667,19.5,36.6,220,17.186333333333334,77.827,13.29775
greenwich,2025-06-01 13:00:00+00:00,0.0,647.6666666666666,4.311833333333333,17.7,32.699999999999996,208,18.59825,73.11725,13.697583333333334
greenwich,2025-06-01 14:00:00+00:00,0.0,512.5833333333334,4.312,20.5,35.2,216,18.35875,70.85083333333334,12.990166666666667
greenwich,2025-06-01 15:00:00+00:00,0.0,513.1,4.31275,21.5,37.1,218,17.799416666666666,71.69216666666667,12.632916666666667
greenwich,2025-06-01 16:00:00+00:00,0.0,440.75,4.310416666666667,25.34166666666667,40.699999999999996,218,17.474,71.54175,12.290666666666667
greenwich,2025-06-01 17:00:00+00:00,0.0,423.72727272727275,4.3115,24.416666666666668,40.5,219,17.699083333333334,68.9655,11.947583333333334
greenwich,2025-06-01 18:00:00+00:00,0.0,355.0833333333333,4.3109166666666665,25.233333333333334,41.1,220,17.332833333333333,68.70308333333334,11.539666666666667
greenwich,2025-06-01 19:00:00+00:00,0.0,371.5,4.3116666666666665,24.008333333333336,37.5,225,17.079083333333333,68.994,11.356416666666666
greenwich,2025-06-01 20:00:00+00:00,0.0,394.3333333333333,4.309583333333333,26.458333333333332,40.0,229,17.47941666666667,64.82708333333333,10.805250000000001
