station,timestamp_utc,air_temperature_c,rain_mm,solar_radiation_w_m2,battery_v,wind_direction_deg,wind_speed_kmh,wind_gust_speed_kmh,relative_humidity_pct
greenwich,2023-01-01 00:00:00+00:00,4.6478,19.6,7.045,4.238416666666667,209.0,7.428333333333334,12.836666666666666,
greenwich,2023-01-02 00:00:00+00:00,-0.16091666666666665,1.2000000000000002,12.373611111111112,4.234104166666667,17.0,8.747222222222222,16.60972222222222,
greenwich,2023-01-03 00:00:00+00:00,-0.8865833333333334,0.0,18.70138888888889,4.2374375,302.0,7.197222222222222,12.230555555555556,
greenwich,2023-01-04 00:00:00+00:00,1.7384444444444445,0.4,16.76527777777778,4.236798611111111,192.0,3.125,6.079166666666667,
greenwich,2023-01-05 00:00:00+00:00,-3.0996805555555556,0.0,18.820833333333333,4.2359687500000005,34.0,9.559722222222222,16.133333333333333,
greenwich,2023-01-06 00:00:00+00:00,-1.134638888888889,0.0,33.19861111111111,4.232961805555556,77.0,6.240277777777778,10.0875,
greenwich,2023-01-07 00:00:00+00:00,-0.27999999999999997,0.0,96.17916666666666,4.240125,39.0,2.7083333333333335,5.263888888888889,
greenwich,2023-01-08 00:00:00+00:00,-3.8102500000000004,0.0,20.506944444444443,4.237486111111111,225.0,12.272222222222222,21.84027777777778,
greenwich,2023-01-09 00:00:00+00:00,-3.982291666666667,0.0,79.71666666666667,4.2331770833333335,236.0,6.6875,11.852777777777778,
greenwich,2023-01-10 00:00:00+00:00,-1.9335972222222222,0.0,27.54722222222222,4.226548611111111,63.0,9.156944444444445,15.88888888888889,
greenwich,2023-01-11 00:00:00+00:00,-5.296583333333333,0.0,60.20083682008368,4.231763888888889,357.0,8.934722222222222,16.969444444444445,
greenwich,2023-01-12 00:00:00+00:00,-7.427291666666666,0.0,137.71309192200556,4.231576388888889,256.0,4.988888888888889,8.765277777777778,
greenwich,2023-01-13 00:00:00+00:00,-1.4965555555555556,19.0,8.106944444444444,4.202034722222222,188.0,7.533333333333333,13.8625,
greenwich,2023-01-14 00:00:00+00:00,3.0790416666666665,23.6,8.029166666666667,4.2236770833333335,208.0,13.822222222222223,22.425,
greenwich,2023-01-15 00:00:00+00:00,-1.0819722222222221,2.2,8.670833333333333,4.225659722222222,32.0,15.072222222222223,25.238888888888887,
greenwich,2023-01-16 00:00:00+00:00,1.931361111111111,32.2,7.2444444444444445,4.226201388888889,56.0,23.143055555555556,34.63055555555555,
greenwich,2023-01-17 00:00:00+00:00,4.532583333333333,6.6000000000000005,18.43888888888889,4.238031250000001,76.0,4.391666666666667,8.183333333333334,
greenwich,2023-01-18 00:00:00+00:00,1.5783333333333334,0.0,89.3,4.242659722222222,243.0,8.758333333333333,12.45138888888889,
greenwich,2023-01-19 00:00:00+00:00,0.6092222222222222,0.6000000000000001,33.18611111111111,4.2417638888888884,309.0,8.409722222222221,15.45,
greenwich,2023-01-20 00:00:00+00:00,-0.6761805555555556,0.0,15.5,4.237472222222222,20.0,13.3875,21.241666666666667,
greenwich,2023-01-21 00:00:00+00:00,-1.3332916666666668,0.0,24.156944444444445,4.2420381944444445,53.0,13.434722222222222,23.495833333333334,
greenwich,2023-01-22 00:00:00+00:00,-2.697319444444444,0.0,178.1013888888889,4.242732638888889,3.0,8.325,13.905555555555555,
greenwich,2023-01-23 00:00:00+00:00,-0.34581944444444446,10.0,6.423611111111111,4.199340277777778,233.0,7.754166666666666,12.11111111111111,
greenwich,2023-01-24 00:00:00+00:00,-1.3582083333333332,9.8,88.53155680224404,4.233628472222223,41.0,13.754166666666666,25.772222222222222,
greenwich,2023-01-25 00:00:00+00:00,-4.058375,0.0,87.65181058495821,4.24215625,267.0,9.122222222222222,17.058333333333334,
greenwich,2023-01-26 00:00:00+00:00,-0.07350000000000001,19.400000000000002,8.323611111111111,4.22515625,268.0,12.102777777777778,21.34722222222222,
greenwich,2023-01-27 00:00:00+00:00,-0.6192361111111111,0.0,200.91805555555555,4.246600694444444,225.0,11.965277777777779,22.073611111111113,
greenwich,2023-01-28 00:00:00+00:00,-2.6878194444444445,0.0,160.87083333333334,4.24271875,284.0,6.341666666666667,11.766666666666667,
greenwich,2023-01-29 00:00:00+00:00,-1.1495555555555554,0.0,125.37638888888888,4.248003472222222,191.0,9.422222222222222,16.52638888888889,
greenwich,2023-01-30 00:00:00+00:00,0.08166666666666668,1.8,29.490277777777777,4.24734375,102.0,9.415277777777778,16.240277777777777,
greenwich,2023-01-31 00:00:00+00:00,-3.8706527777777775,0.0,25.093055555555555,4.243041666666667,248.0,5.038888888888889,9.631944444444445,
greenwich,2023-02-01 00:00:00+00:00,-5.931,0.0,1.0,4.205145833333334,309.0,8.616666666666667,16.475,
