station,timestamp_utc,air_temperature_c,rain_mm,solar_radiation_w_m2,battery_v,wind_direction_deg,wind_speed_kmh,wind_gust_speed_kmh,relative_humidity_pct,dew_point_c
greenwich,2023-10-01 00:00:00+00:00,,0.0,165.85714285714286,4.282857142857143,170,2.4563492063492065,4.996031746031746,88.40242460317461,12.20520634920635
greenwich,2023-10-02 00:00:00+00:00,,0.0,183.22569444444446,4.282940972222223,39,5.152777777777778,10.48611111111111,78.51246180555556,11.832496527777778
greenwich,2023-10-03 00:00:00+00:00,,0.0,91.05208333333333,4.280236111111112,202,7.947916666666667,15.20486111111111,81.19776041666667,12.472732638888889
greenwich,2023-10-04 00:00:00+00:00,,0.0,163.88888888888889,4.282274305555556,32,6.260416666666667,12.090277777777779,75.67832638888889,9.10995138888889
greenwich,2023-10-05 00:00:00+00:00,,0.0,127.88541666666667,4.2789166666666665,143,6.868055555555555,11.819444444444445,83.72525347222222,13.208333333333334
greenwich,2023-10-06 00:00:00+00:00,,0.0,165.87847222222223,4.284861111111111,211,10.614583333333334,17.01388888888889,83.0408125,15.369315972222223
greenwich,2023-10-07 00:00:00+00:00,,0.0,111.02430555555556,4.283638888888889,174,4.28125,8.729166666666666,88.46628125000001,14.693270833333335
greenwich,2023-10-08 00:00:00+00:00,,19.4,31.05902777777778,4.276673611111111,87,10.71875,22.76388888888889,91.65846527777778,15.011541666666666
greenwich,2023-10-09 00:00:00+00:00,,0.0,146.30555555555554,4.277322916666666,240,5.378472222222222,9.809027777777779,85.91536111111111,10.201489583333334
greenwich,2023-10-10 00:00:00+00:00,,2.6,89.44444444444444,4.276361111111111,83,5.875,11.958333333333334,90.61381944444445,11.860017361111112
greenwich,2023-10-11 00:00:00+00:00,,0.8,121.31944444444444,4.274770833333333,216,4.072916666666667,7.923611111111111,85.17824652777777,9.17520486111111
greenwich,2023-10-12 00:00:00+00:00,,1.4000000000000001,121.46180555555556,4.276138888888889,142,2.4791666666666665,5.315972222222222,92.92644444444444,11.859041666666666
greenwich,2023-10-13 00:00:00+00:00,,17.0,54.46527777777778,4.270600694444444,88,3.513888888888889,7.447916666666667,94.46764236111112,11.070013888888889
greenwich,2023-10-14 00:00:00+00:00,,19.0,32.74305555555556,4.267291666666667,352,11.503472222222221,25.03472222222222,95.22503125,10.446055555555555
greenwich,2023-10-15 00:00:00+00:00,,0.0,100.41666666666667,4.270482638888889,247,12.350694444444445,19.3125,83.57761111111111,8.265152777777779
greenwich,2023-10-16 00:00:00+00:00,,16.6,14.4375,4.264711805555556,74,15.940972222222221,29.489583333333332,91.61566319444445,9.987204861111111
greenwich,2023-10-17 00:00:00+00:00,,0.4,68.0625,4.265770833333333,45,11.697916666666666,22.49652777777778,79.21567708333333,5.701045138888889
greenwich,2023-10-18 00:00:00+00:00,,0.0,67.11458333333333,4.26653125,37,5.305555555555555,11.083333333333334,74.14696875,4.544576388888888
greenwich,2023-10-19 00:00:00+00:00,,0.0,114.72916666666667,4.267982638888889,206,8.604166666666666,14.354166666666666,82.80206249999999,8.279086805555556
greenwich,2023-10-20 00:00:00+00:00,,0.0,130.23263888888889,4.271378472222222,240,11.57638888888889,18.6875,80.98539583333334,10.011486111111111
greenwich,2023-10-21 00:00:00+00:00,,8.8,27.552083333333332,4.264809027777778,195,7.552083333333333,13.73611111111111,99.09275347222223,13.048878472222222
greenwich,2023-10-22 00:00:00+00:00,,21.400000000000002,25.256944444444443,4.263298611111111,69,9.378472222222221,18.791666666666668,99.32690625000001,11.419822916666668
greenwich,2023-10-23 00:00:00+00:00,,7.2,50.854166666666664,4.262489583333333,32,13.784722222222221,27.67361111111111,91.54130555555555,6.389729166666666
greenwich,2023-10-24 00:00:00+00:00,,0.0,126.66666666666667,4.264322916666667,13,6.451388888888889,12.020833333333334,77.83767013888888,4.131586805555555
greenwich,2023-10-25 00:00:00+00:00,,0.2,90.07986111111111,4.266885416666667,205,11.128472222222221,17.34722222222222,88.91663194444445,9.258854166666667
greenwich,2023-10-26 00:00:00+00:00,,0.0,120.86805555555556,4.269555555555556,222,6.583333333333333,12.45138888888889,87.64683680555555,11.247083333333332
greenwich,2023-10-27 00:00:00+00:00,,1.6,18.85763888888889,4.260315972222222,31,4.559027777777778,9.60763888888889,97.9248923611111,10.99364236111111
greenwich,2023-10-28 00:00:00+00:00,,0.2,97.45138888888889,4.267173611111111,178,12.95138888888889,21.100694444444443,87.64152777777777,13.743034722222223
greenwich,2023-10-29 00:00:00+00:00,,0.0,41.795138888888886,4.268628472222222,268,12.972222222222221,26.27777777777778,70.85704513888889,3.147545138888889
greenwich,2023-10-30 00:00:00+00:00,,3.0,21.145833333333332,4.256777777777778,263,5.472222222222222,10.42013888888889,82.87884375,0.6234513888888888
greenwich,2023-10-31 00:00:00+00:00,,5.6000000000000005,46.3125,4.2530625,170,6.649305555555555,14.083333333333334,89.10048263888888,2.188701388888889
greenwich,2023-11-01 00:00:00+00:00,,0.0,1.0,4.223944444444445,247,8.11111111111111,15.722222222222221,79.37822222222222,-0.15147222222222223
