"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-63.08","46.42","STANHOPE","8300590","2026-01-01 00:00","2026","01","01","00:00","","-4.2","","-7.8","","76","","0.0","","17","","6","","","","","","","","-7","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-01 01:00","2026","01","01","01:00","","-3.7","","-6.9","","78","","0.0","","17","","5","","","","","","","","-6","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-01 02:00","2026","01","01","02:00","","-4.9","","-7.3","","83","","0.0","","16","","5","","","","","","","","-7","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-01 03:00","2026","01","01","03:00","","-4.6","","-6.9","","84","","0.0","","","","0","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-01 04:00","2026","01","01","04:00","","-4.6","","-6.6","","86","","0.0","","","","0","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-01 05:00","2026","01","01","05:00","","-5.0","","-6.7","","88","","0.0","","13","","3","","","","","","","","-6","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-01 06:00","2026","01","01","06:00","","-6.7","","-8.2","","89","","0.0","","","","0","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-01 07:00","2026","01","01","07:00","","-6.6","","-7.6","","92","","0.0","","12","","5","","","","","","","","-9","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-01 08:00","2026","01","01","08:00","","-4.2","","-5.4","","91","","0.0","","14","","8","","","","","","","","-8","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-01 09:00","2026","01","01","09:00","","-3.0","","-4.0","","92","","0.0","","15","","7","","","","","","","","-6","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-01 10:00","2026","01","01","10:00","","-1.0","","-2.2","","92","","0.0","","11","","11","","","","","","","","-5","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-01 11:00","2026","01","01","11:00","","0.6","","-1.6","","85","","0.0","","13","","17","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-01 12:00","2026","01","01","12:00","","1.2","","-1.7","","81","","0.0","","14","","14","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-01 13:00","2026","01","01","13:00","","1.7","","-1.9","","77","","0.0","","14","","19","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-01 14:00","2026","01","01","14:00","","2.2","","-1.2","","78","","0.0","","13","","18","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-01 15:00","2026","01","01","15:00","","2.5","","-0.6","","80","","0.0","","13","","18","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-01 16:00","2026","01","01","16:00","","2.3","","-0.5","","82","","0.0","","12","","15","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-01 17:00","2026","01","01","17:00","","2.1","","-0.6","","82","","0.0","","12","","14","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-01 18:00","2026","01","01","18:00","","1.9","","-0.4","","85","","0.0","","11","","15","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-01 19:00","2026","01","01","19:00","","1.3","","0.0","","92","","0.4","","10","","18","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-01 20:00","2026","01","01","20:00","","0.4","","-0.2","","96","","0.4","","10","","17","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-01 21:00","2026","01","01","21:00","","0.6","","0.2","","97","","0.5","","11","","17","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-01 22:00","2026","01","01","22:00","","1.1","","0.5","","95","","1.7","","13","","23","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-01 23:00","2026","01","01","23:00","","1.6","","0.8","","95","","0.7","","14","","15","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-02 00:00","2026","01","02","00:00","","1.8","","1.1","","95","","0.0","","15","","14","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-02 01:00","2026","01","02","01:00","","2.0","","1.2","","94","","0.0","","17","","10","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-02 02:00","2026","01","02","02:00","","1.3","","-0.1","","90","","0.0","","19","","16","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-02 03:00","2026","01","02","03:00","","0.8","","-0.9","","88","","0.0","","19","","18","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-02 04:00","2026","01","02","04:00","","-0.8","","-2.5","","88","","0.0","","23","","22","","","","","","","","-7","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-02 05:00","2026","01","02","05:00","","-2.3","","-3.8","","90","","0.0","","24","","21","","","","","","","","-8","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-02 06:00","2026","01","02","06:00","","-3.8","","-5.6","","87","","0.0","","25","","22","","","","","","","","-10","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-02 07:00","2026","01","02","07:00","","-5.1","","-7.5","","83","","0.0","","25","","26","","","","","","","","-13","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-02 08:00","2026","01","02","08:00","","-6.9","","-9.5","","81","","0.0","","24","","24","","","","","","","","-15","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-02 09:00","2026","01","02","09:00","","-7.9","","-11.3","","77","","0.0","","24","","26","","","","","","","","-16","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-02 10:00","2026","01","02","10:00","","-8.9","","-12.7","","74","","0.0","","24","","29","","","","","","","","-18","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-02 11:00","2026","01","02","11:00","","-8.3","","-12.0","","74","","0.0","","23","","34","","","","","","","","-18","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-02 12:00","2026","01","02","12:00","","-7.5","","-10.4","","80","","0.0","","23","","27","","","","","","","","-16","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-02 13:00","2026","01","02","13:00","","-7.3","","-12.7","","65","","0.0","","23","","33","","","","","","","","-16","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-02 14:00","2026","01","02","14:00","","-7.9","","-14.8","","58","","0.0","","23","","34","","","","","","","","-17","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-02 15:00","2026","01","02","15:00","","-8.8","","-16.0","","56","","0.0","","23","","31","","","","","","","","-18","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-02 16:00","2026","01","02","16:00","","-9.4","","-16.4","","57","","0.0","","23","","34","","","","","","","","-19","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-02 17:00","2026","01","02","17:00","","-9.8","","-17.3","","55","","0.0","","23","","29","","","","","","","","-19","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-02 18:00","2026","01","02","18:00","","-10.9","","-16.6","","63","","0.0","","24","","25","","","","","","","","-20","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-02 19:00","2026","01","02","19:00","","-12.0","","-18.3","","60","","0.0","","24","","23","","","","","","","","-21","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-02 20:00","2026","01","02","20:00","","-12.0","","-18.9","","57","","0.0","","24","","23","","","","","","","","-21","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-02 21:00","2026","01","02","21:00","","-11.9","","-19.0","","56","","0.0","","24","","22","","","","","","","","-21","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-02 22:00","2026","01","02","22:00","","-12.0","","-18.2","","60","","0.0","","24","","26","","","","","","","","-22","","NA"
"-63.08","46.42","STANHOPE","8300590","2026-01-02 23:00","2026","01","02","23:00","","-12.0","","-18.1","","60","","0.0","","24","","23","","","","","","","","-21","","NA"
