"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-63.08","46.42","STANHOPE","8300590","2025-07-01 00:00","2025","07","01","00:00","","17.2","","15.7","","91","","0.0","","20","","11","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-01 01:00","2025","07","01","01:00","","17.3","","16.0","","92","","0.0","","21","","11","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-01 02:00","2025","07","01","02:00","","17.8","","16.3","","91","","0.0","","22","","11","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-01 03:00","2025","07","01","03:00","","17.2","","15.9","","92","","0.0","","21","","11","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-01 04:00","2025","07","01","04:00","","16.9","","15.7","","92","","0.0","","21","","11","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-01 05:00","2025","07","01","05:00","","16.9","","15.6","","92","","0.0","","20","","14","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-01 06:00","2025","07","01","06:00","","18.2","","16.1","","87","","0.0","","20","","16","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-01 07:00","2025","07","01","07:00","","19.8","","16.7","","82","","0.0","","20","","15","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-01 08:00","2025","07","01","08:00","","21.9","","17.5","","76","","0.0","","20","","15","","","","","","28","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-01 09:00","2025","07","01","09:00","","22.7","","17.4","","72","","0.0","","21","","16","","","","","","28","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-01 10:00","2025","07","01","10:00","","24.5","","17.6","","65","","0.0","","23","","12","","","","","","30","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-01 11:00","2025","07","01","11:00","","25.2","","17.7","","63","","0.0","","21","","16","","","","","","31","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-01 12:00","2025","07","01","12:00","","25.9","","17.6","","60","","0.0","","20","","16","","","","","","32","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-01 13:00","2025","07","01","13:00","","26.0","","17.7","","60","","0.0","","19","","17","","","","","","32","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-01 14:00","2025","07","01","14:00","","27.2","","17.4","","55","","0.0","","20","","19","","","","","","33","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-01 15:00","2025","07","01","15:00","","27.8","","17.2","","53","","0.0","","20","","19","","","","","","33","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-01 16:00","2025","07","01","16:00","","28.5","","16.7","","49","","0.0","","21","","18","","","","","","34","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-01 17:00","2025","07","01","17:00","","27.3","","17.2","","54","","0.0","","20","","12","","","","","","33","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-01 18:00","2025","07","01","18:00","","26.2","","16.5","","55","","0.0","","19","","13","","","","","","31","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-01 19:00","2025","07","01","19:00","","24.7","","17.3","","63","","0.0","","18","","13","","","","","","30","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-01 20:00","2025","07","01","20:00","","24.2","","17.6","","67","","0.0","","19","","16","","","","","","30","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-01 21:00","2025","07","01","21:00","","22.7","","18.3","","76","","0.0","","19","","18","","","","","","29","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-01 22:00","2025","07","01","22:00","","21.6","","18.5","","83","","0.0","","19","","18","","","","","","28","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-01 23:00","2025","07","01","23:00","","21.1","","19.0","","88","","0.0","","19","","16","","","","","","28","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-02 00:00","2025","07","02","00:00","","21.0","","19.2","","90","","0.0","","20","","14","","","","","","28","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-02 01:00","2025","07","02","01:00","","21.2","","19.3","","89","","0.0","","20","","15","","","","","","28","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-02 02:00","2025","07","02","02:00","","21.1","","19.4","","90","","0.0","","21","","11","","","","","","28","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-02 03:00","2025","07","02","03:00","","21.2","","19.6","","91","","0.0","","23","","14","","","","","","28","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-02 04:00","2025","07","02","04:00","","20.7","","19.3","","92","","0.0","","23","","22","","","","","","28","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-02 05:00","2025","07","02","05:00","","20.4","","19.2","","93","","0.0","","23","","20","","","","","","27","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-02 06:00","2025","07","02","06:00","","20.7","","19.4","","92","","0.0","","23","","18","","","","","","28","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-02 07:00","2025","07","02","07:00","","20.6","","19.4","","93","","0.0","","23","","16","","","","","","28","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-02 08:00","2025","07","02","08:00","","20.6","","19.1","","91","","0.0","","22","","15","","","","","","27","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-02 09:00","2025","07","02","09:00","","21.6","","19.5","","88","","0.0","","22","","16","","","","","","29","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-02 10:00","2025","07","02","10:00","","24.2","","20.0","","77","","0.0","","23","","17","","","","","","32","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-02 11:00","2025","07","02","11:00","","24.8","","20.3","","76","","0.0","","24","","15","","","","","","33","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-02 12:00","2025","07","02","12:00","","26.2","","20.7","","72","","0.0","","23","","19","","","","","","34","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-02 13:00","2025","07","02","13:00","","27.0","","20.9","","70","","0.0","","23","","18","","","","","","35","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-02 14:00","2025","07","02","14:00","","28.2","","20.6","","64","","0.0","","26","","16","","","","","","36","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-02 15:00","2025","07","02","15:00","","29.0","","21.0","","62","","0.0","","24","","15","","","","","","37","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-02 16:00","2025","07","02","16:00","","28.9","","20.2","","59","","0.0","","23","","16","","","","","","37","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-02 17:00","2025","07","02","17:00","","28.5","","19.0","","56","","0.0","","23","","18","","","","","","35","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-02 18:00","2025","07","02","18:00","","27.1","","19.1","","62","","0.0","","23","","16","","","","","","34","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-02 19:00","2025","07","02","19:00","","26.2","","20.0","","69","","0.0","","22","","16","","","","","","34","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-02 20:00","2025","07","02","20:00","","24.5","","18.6","","70","","0.0","","23","","15","","","","","","31","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-02 21:00","2025","07","02","21:00","","23.4","","18.4","","73","","0.0","","23","","18","","","","","","30","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-02 22:00","2025","07","02","22:00","","22.9","","18.1","","75","","0.0","","23","","16","","","","","","29","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-02 23:00","2025","07","02","23:00","","22.3","","17.5","","74","","0.0","","23","","14","","","","","","28","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-03 00:00","2025","07","03","00:00","","22.0","","17.0","","73","","0.0","","23","","13","","","","","","27","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-03 01:00","2025","07","03","01:00","","21.5","","17.4","","77","","0.0","","23","","13","","","","","","27","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-03 02:00","2025","07","03","02:00","","20.7","","17.3","","81","","0.0","","22","","12","","","","","","26","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-03 03:00","2025","07","03","03:00","","20.5","","17.2","","82","","0.0","","22","","10","","","","","","26","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-03 04:00","2025","07","03","04:00","","19.5","","17.2","","86","","0.0","","21","","8","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-03 05:00","2025","07","03","05:00","","19.1","","17.1","","88","","0.0","","20","","12","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-03 06:00","2025","07","03","06:00","","19.5","","17.3","","87","","0.0","","22","","13","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-03 07:00","2025","07","03","07:00","","20.5","","17.8","","84","","0.0","","22","","11","","","","","","26","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-03 08:00","2025","07","03","08:00","","22.4","","18.5","","79","","0.0","","22","","7","","","","","","29","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-03 09:00","2025","07","03","09:00","","23.5","","18.8","","75","","0.0","","20","","8","","","","","","30","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-03 10:00","2025","07","03","10:00","","24.5","","19.0","","71","","0.0","","23","","4","","","","","","31","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-03 11:00","2025","07","03","11:00","","25.9","","19.7","","69","","0.0","","17","","5","","","","","","33","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-03 12:00","2025","07","03","12:00","","25.1","","19.5","","71","","0.0","","2","","6","","","","","","32","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-03 13:00","2025","07","03","13:00","","27.5","","20.6","","66","","0.0","","19","","12","","","","","","36","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-03 14:00","2025","07","03","14:00","","27.9","","21.1","","67","","0.0","","21","","9","","","","","","36","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-03 15:00","2025","07","03","15:00","","27.9","","20.7","","65","","0.0","","20","","12","","","","","","36","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-03 16:00","2025","07","03","16:00","","28.2","","20.4","","62","","0.0","","21","","9","","","","","","36","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-03 17:00","2025","07","03","17:00","","28.7","","20.6","","62","","0.0","","22","","8","","","","","","37","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-03 18:00","2025","07","03","18:00","","23.2","","19.4","","79","","0.0","","8","","11","","","","","","30","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2025-07-03 19:00","2025","07","03","19:00","","23.4","","20.3","","83","","0.0","","14","","5","","","","","","31","","","","NA"
