"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-63.08","46.42","STANHOPE","8300590","2024-07-01 00:00","2024","07","01","00:00","","18.2","","16.2","","88","","0.0","","25","","15","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-01 01:00","2024","07","01","01:00","","18.1","","16.3","","89","","0.0","","25","","9","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-01 02:00","2024","07","01","02:00","","17.4","","16.0","","92","","0.0","","23","","10","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-01 03:00","2024","07","01","03:00","","16.9","","15.9","","94","","0.0","","23","","7","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-01 04:00","2024","07","01","04:00","","16.4","","15.6","","95","","0.0","","24","","8","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-01 05:00","2024","07","01","05:00","","17.4","","16.4","","94","","0.0","","28","","5","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-01 06:00","2024","07","01","06:00","","17.6","","16.1","","91","","0.0","","30","","6","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-01 07:00","2024","07","01","07:00","","17.2","","15.5","","90","","0.0","","32","","8","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-01 08:00","2024","07","01","08:00","","16.5","","15.0","","91","","0.0","","35","","9","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-01 09:00","2024","07","01","09:00","","16.3","","14.8","","91","","0.0","","4","","11","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-01 10:00","2024","07","01","10:00","","16.5","","14.5","","88","","0.0","","3","","8","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-01 11:00","2024","07","01","11:00","","16.6","","14.2","","86","","0.0","","4","","7","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-01 12:00","2024","07","01","12:00","","17.5","","14.1","","81","","0.0","","2","","9","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-01 13:00","2024","07","01","13:00","","18.1","","15.0","","82","","0.0","","35","","10","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-01 14:00","2024","07","01","14:00","","18.5","","14.7","","79","","0.0","","34","","8","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-01 15:00","2024","07","01","15:00","","17.6","","13.9","","79","","0.0","","34","","10","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-01 16:00","2024","07","01","16:00","","17.4","","13.9","","80","","0.0","","35","","9","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-01 17:00","2024","07","01","17:00","","17.1","","13.8","","81","","0.0","","36","","8","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-01 18:00","2024","07","01","18:00","","16.8","","13.6","","81","","0.0","","2","","7","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-01 19:00","2024","07","01","19:00","","16.3","","13.6","","84","","0.0","","2","","5","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-01 20:00","2024","07","01","20:00","","15.9","","13.6","","86","","0.0","","9","","5","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-01 21:00","2024","07","01","21:00","","15.0","","13.4","","90","","0.0","","","","0","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-01 22:00","2024","07","01","22:00","","15.2","","13.8","","92","","0.0","","","","0","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-01 23:00","2024","07","01","23:00","","15.4","","14.1","","92","","0.0","","2","","6","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-02 00:00","2024","07","02","00:00","","15.4","","14.2","","93","","0.0","","8","","6","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-02 01:00","2024","07","02","01:00","","14.2","","13.3","","94","","0.0","","","","0","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-02 02:00","2024","07","02","02:00","","13.7","","13.0","","96","","0.0","","15","","4","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-02 03:00","2024","07","02","03:00","","13.6","","12.7","","95","","0.0","","15","","3","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-02 04:00","2024","07","02","04:00","","14.1","","13.3","","95","","0.0","","31","","6","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-02 05:00","2024","07","02","05:00","","15.4","","14.4","","94","","0.0","","35","","8","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-02 06:00","2024","07","02","06:00","","16.5","","14.7","","89","","0.0","","36","","6","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-02 07:00","2024","07","02","07:00","","16.9","","14.4","","85","","0.0","","1","","4","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-02 08:00","2024","07","02","08:00","","17.4","","13.9","","80","","0.0","","1","","4","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-02 09:00","2024","07","02","09:00","","18.6","","13.6","","73","","0.0","","3","","4","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-02 10:00","2024","07","02","10:00","","19.5","","12.4","","63","","0.0","","36","","5","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-02 11:00","2024","07","02","11:00","","20.9","","9.6","","48","","0.0","","34","","5","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-02 12:00","2024","07","02","12:00","","20.7","","12.6","","60","","0.0","","2","","7","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-02 13:00","2024","07","02","13:00","","20.6","","12.9","","61","","0.0","","2","","7","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-02 14:00","2024","07","02","14:00","","21.4","","14.0","","63","","0.0","","2","","7","","","","","","25","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-02 15:00","2024","07","02","15:00","","20.9","","13.2","","61","","0.0","","3","","7","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-02 16:00","2024","07","02","16:00","","21.4","","15.3","","68","","0.0","","2","","7","","","","","","26","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-02 17:00","2024","07","02","17:00","","20.3","","14.3","","68","","0.0","","2","","5","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-02 18:00","2024","07","02","18:00","","21.0","","12.2","","57","","0.0","","","","0","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-02 19:00","2024","07","02","19:00","","20.0","","13.1","","64","","0.0","","6","","3","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-02 20:00","2024","07","02","20:00","","18.8","","14.7","","77","","0.0","","5","","4","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-02 21:00","2024","07","02","21:00","","15.6","","14.0","","90","","0.0","","12","","3","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-02 22:00","2024","07","02","22:00","","13.5","","12.4","","93","","0.0","","","","0","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-02 23:00","2024","07","02","23:00","","12.8","","12.0","","95","","0.0","","","","0","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-03 00:00","2024","07","03","00:00","","12.0","","11.2","","95","","0.0","","21","","5","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-03 01:00","2024","07","03","01:00","","11.4","","10.8","","96","","0.0","","22","","5","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-03 02:00","2024","07","03","02:00","","10.9","","10.3","","96","","0.0","","22","","6","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-03 03:00","2024","07","03","03:00","","10.3","","9.7","","96","","0.0","","23","","5","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-03 04:00","2024","07","03","04:00","","10.0","","9.4","","96","","0.0","","","","0","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-03 05:00","2024","07","03","05:00","","10.0","","9.4","","96","","0.0","","17","","3","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-03 06:00","2024","07","03","06:00","","13.4","","12.5","","95","","0.0","","23","","4","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-03 07:00","2024","07","03","07:00","","17.8","","13.2","","75","","0.0","","","","0","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-03 08:00","2024","07","03","08:00","","21.3","","13.6","","61","","0.0","","","","0","","","","","","","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-03 09:00","2024","07","03","09:00","","22.6","","13.4","","56","","0.0","","1","","4","","","","","","26","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-03 10:00","2024","07","03","10:00","","24.0","","10.4","","42","","0.0","","4","","5","","","","","","25","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-03 11:00","2024","07","03","11:00","","23.9","","10.2","","42","","0.0","","5","","7","","","","","","25","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-03 12:00","2024","07","03","12:00","","24.6","","12.0","","45","","0.0","","6","","8","","","","","","27","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-03 13:00","2024","07","03","13:00","","23.9","","13.2","","51","","0.0","","6","","8","","","","","","27","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-03 14:00","2024","07","03","14:00","","24.3","","11.8","","46","","0.0","","7","","8","","","","","","26","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-03 15:00","2024","07","03","15:00","","23.8","","12.2","","48","","0.0","","8","","10","","","","","","26","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-03 16:00","2024","07","03","16:00","","22.7","","16.6","","68","","0.0","","8","","12","","","","","","28","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-03 17:00","2024","07","03","17:00","","25.5","","9.3","","36","","0.0","","20","","11","","","","","","26","","","","NA"
"-63.08","46.42","STANHOPE","8300590","2024-07-03 18:00","2024","07","03","18:00","","24.9","","7.8","","33","","0.0","","19","","9","","","","","","25","","","","NA"
