station,timestamp_utc,rain_mm,solar_radiation_w_m2,air_temperature_c,relative_humidity_pct,wind_direction_deg,dew_point_c,battery_v,wind_speed_ms,wind_gust_speed_max_kmh
north_rustico,2023-08-01 00:00:00+00:00,0.0,315.6904761904762,,,234.0,13.216095238095239,4.298908730158731,,
north_rustico,2023-08-02 00:00:00+00:00,0.0,313.625,,,229.0,12.097208333333334,4.297677083333333,,
north_rustico,2023-08-03 00:00:00+00:00,0.0,279.9148936170213,,,213.0,12.199208333333333,4.297229166666667,,
north_rustico,2023-08-04 00:00:00+00:00,0.0,292.2708333333333,,,206.0,12.854666666666667,4.297673611111112,,
north_rustico,2023-08-05 00:00:00+00:00,6.8,104.29166666666667,,,192.0,16.507458333333336,4.296079861111111,,
north_rustico,2023-08-06 00:00:00+00:00,0.2,190.56521739130434,,,190.0,16.214979166666666,4.297256944444444,,
north_rustico,2023-08-07 00:00:00+00:00,0.0,187.33333333333334,,,310.0,14.945083333333335,4.297121527777778,,
north_rustico,2023-08-08 00:00:00+00:00,0.0,144.89583333333334,,,350.0,15.670395833333332,4.297111111111111,,
north_rustico,2023-08-09 00:00:00+00:00,13.4,43.895833333333336,,,126.0,18.088104166666668,4.295361111111111,,
north_rustico,2023-08-10 00:00:00+00:00,0.2,143.85416666666666,,,222.0,16.101479166666667,4.2967152777777775,,
north_rustico,2023-08-11 00:00:00+00:00,27.2,33.041666666666664,,,321.0,15.728458333333334,4.2953125,,
north_rustico,2023-08-12 00:00:00+00:00,0.0,156.35416666666666,,,226.0,15.645708333333333,4.296614583333334,,
north_rustico,2023-08-13 00:00:00+00:00,2.4,171.625,,,247.0,15.6660625,4.296177083333333,,
north_rustico,2023-08-14 00:00:00+00:00,3.4,160.4468085106383,,,166.0,18.6785,4.297347222222222,,
north_rustico,2023-08-15 00:00:00+00:00,0.0,140.3125,,,313.0,15.92825,4.296628472222222,,
north_rustico,2023-08-16 00:00:00+00:00,0.0,104.79166666666667,,,56.0,14.999833333333333,4.296277777777778,,
north_rustico,2023-08-17 00:00:00+00:00,0.0,282.4375,,,77.0,15.679375,4.296677083333333,,
north_rustico,2023-08-18 00:00:00+00:00,3.4000000000000004,56.791666666666664,,,156.0,18.424041666666668,4.295326388888889,,
north_rustico,2023-08-19 00:00:00+00:00,6.0,226.33333333333334,,,139.0,19.404833333333332,4.296749999999999,,
north_rustico,2023-08-20 00:00:00+00:00,0.0,209.39583333333334,,,211.0,15.876083333333334,4.296170138888889,,
north_rustico,2023-08-21 00:00:00+00:00,1.6,52.520833333333336,,,212.0,16.510604166666667,4.2958645833333335,,
north_rustico,2023-08-22 00:00:00+00:00,0.0,250.52083333333334,,,282.0,13.237895833333333,4.29634375,,
north_rustico,2023-08-23 00:00:00+00:00,0.6,242.41666666666666,,,260.0,10.787770833333333,4.295524305555556,,
north_rustico,2023-08-24 00:00:00+00:00,0.4,273.875,,,185.0,12.119083333333334,4.296027777777778,,
north_rustico,2023-08-25 00:00:00+00:00,0.0,172.95833333333334,,,81.0,13.44,4.295364583333334,,
north_rustico,2023-08-26 00:00:00+00:00,19.6,40.104166666666664,,,114.0,17.066395833333335,4.293180555555555,,
north_rustico,2023-08-27 00:00:00+00:00,3.6,101.77083333333333,,,175.0,16.775708333333334,4.294913194444444,,
north_rustico,2023-08-28 00:00:00+00:00,0.0,266.0,,,327.0,12.572125,4.2950625,,
north_rustico,2023-08-29 00:00:00+00:00,0.0,218.41666666666666,,,247.0,14.281270833333332,4.294986111111111,,
north_rustico,2023-08-30 00:00:00+00:00,24.0,59.875,,,177.0,18.701020833333335,4.293465277777778,,
north_rustico,2023-08-31 00:00:00+00:00,3.0,75.41666666666667,,,188.0,14.3259375,4.295027777777778,,
north_rustico,2023-09-01 00:00:00+00:00,0.0,1.0,,,327.0,8.298,4.285527777777777,,
