station,timestamp_utc,solar_radiation_w_m2,dew_point_c,air_temperature_c,relative_humidity_pct,rain_mm,wind_direction_deg,wind_gust_speed_kmh
north_rustico,2026-01-01 00:00:00+00:00,30.741666666666667,-3.9963683686543914,-2.3916018055509602,88.92165509524173,0.0,109.5058823529412,10.762361467787798
north_rustico,2026-01-02 00:00:00+00:00,71.47569444444444,-7.852455673919126,-5.364150337919099,83.05360155302934,2.00048828125,71.60000000000001,38.40933384255802
north_rustico,2026-01-03 00:00:00+00:00,64.78993055555556,-16.814193890621894,-13.214649474803508,74.43034892296737,0.0,223.2235294117647,32.26771442368451
north_rustico,2026-01-04 00:00:00+00:00,80.015625,-18.233370892696435,-14.863189056172187,75.67811941032357,0.0,249.89803921568625,14.612645876716165
north_rustico,2026-01-05 00:00:00+00:00,49.42881944444444,-14.197984170290868,-11.757055823515119,82.25788170867136,0.0,233.05098039215687,22.53429963504567
north_rustico,2026-01-06 00:00:00+00:00,21.869791666666668,-13.272871264287646,-11.144509620669416,84.42197553470156,0.0,207.7803921568628,8.025182960061466
north_rustico,2026-01-07 00:00:00+00:00,18.72048611111111,-2.1053931859133685,-0.9122802351673196,91.66263998033283,0.600146484375,176.89411764705883,13.602401246912338
north_rustico,2026-01-08 00:00:00+00:00,27.62326388888889,-1.0662604324725298,-0.03440557690427863,92.83506692776548,1.8004394531249999,25.27058823529412,12.58380748793658
north_rustico,2026-01-09 00:00:00+00:00,81.96006944444444,-2.941606378651199,-0.8181179754194582,85.88199053940642,3.000732421875,276.57254901960783,11.618648155661191
north_rustico,2026-01-10 00:00:00+00:00,90.26041666666667,-0.46879055614198495,2.713666800906447,80.25934615091172,1.20029296875,157.23921568627452,36.57419525056727
north_rustico,2026-01-11 00:00:00+00:00,14.21701388888889,-3.0821723937484053,-1.200099201849961,87.30764519383196,0.0,275.1686274509804,21.42553528101304
north_rustico,2026-01-12 00:00:00+00:00,54.170138888888886,-3.882390692558504,-2.2073166414560004,88.63160906385902,0.0,61.77254901960784,29.75963602043601
north_rustico,2026-01-13 00:00:00+00:00,55.625,-5.938345174638141,-3.156773681931668,81.33921017607216,0.200048828125,261.1294117647059,17.0556010724236
north_rustico,2026-01-14 00:00:00+00:00,51.39930555555556,0.39427349124020805,2.680839591086092,85.07406771614829,0.0,185.31764705882355,16.219018329395965
north_rustico,2026-01-15 00:00:00+00:00,17.508680555555557,3.87941753080586,4.4787102095050795,95.88884226409975,15.60380859375,64.58039215686274,7.819794382431928
north_rustico,2026-01-16 00:00:00+00:00,24.005208333333332,1.0794831171741215,2.0489009076659297,93.45344090943772,6.2015136718749995,219.0117647058824,18.960872349458583
north_rustico,2026-01-17 00:00:00+00:00,45.38715277777778,-9.81415220304024,-6.977926440285641,80.5946801115604,0.0,261.1294117647059,20.310091623642865
north_rustico,2026-01-18 00:00:00+00:00,30.21875,-2.7986329445549414,-1.7039164429494826,92.295315056416,2.80068359375,134.7764705882353,10.755348199283375
north_rustico,2026-01-19 00:00:00+00:00,42.27256944444444,-2.591770166848216,-1.6768980406744687,93.5926476946161,0.0,155.83529411764707,9.329316936717314
north_rustico,2026-01-20 00:00:00+00:00,108.48958333333333,-6.842171570303871,-3.8394724066711445,80.5753647330095,0.0,195.14509803921567,22.582724584242875
north_rustico,2026-01-21 00:00:00+00:00,108.44791666666667,-17.0567765384606,-11.588779137239994,64.28304214033213,0.0,265.34117647058827,27.71743902498133
north_rustico,2026-01-22 00:00:00+00:00,31.28298611111111,-6.618311222730394,-5.117410066646864,89.27407110704205,0.0,224.62745098039213,13.066387154074276
north_rustico,2026-01-23 00:00:00+00:00,78.17013888888889,-7.62488254154569,-4.197950304110488,77.66347286861134,0.0,249.89803921568625,20.608990447998046
north_rustico,2026-01-24 00:00:00+00:00,102.25868055555556,-21.304877326643435,-15.49375745678678,61.223663352068016,0.0,247.09019607843135,33.74384046128217
north_rustico,2026-01-25 00:00:00+00:00,113.61631944444444,-23.072018535241817,-18.294466567585314,66.26975195612184,0.0,275.1686274509804,28.079791231043195
north_rustico,2026-01-26 00:00:00+00:00,43.401041666666664,-13.496624551456073,-10.646739497168383,79.76245729593178,0.0,247.09019607843135,18.663643350937786
north_rustico,2026-01-27 00:00:00+00:00,60.51909722222222,-9.522004081498501,-7.568488540728966,86.15389571306257,0.0,40.71372549019608,25.97414085388184
north_rustico,2026-01-28 00:00:00+00:00,123.57291666666667,-15.398131444992336,-12.224649936537002,77.88799030204386,0.0,254.10980392156864,16.73666433805578
north_rustico,2026-01-29 00:00:00+00:00,125.03472222222223,-16.395418909089145,-13.134219831867975,76.96283580444717,0.0,258.321568627451,18.631916660084443
north_rustico,2026-01-30 00:00:00+00:00,65.69270833333333,-15.151307820367188,-13.136900819965826,84.96651704347974,0.0,258.321568627451,20.425309606215535
north_rustico,2026-01-31 00:00:00+00:00,125.29166666666667,-12.245493155155163,-9.58152334837883,81.26806074786161,0.0,259.7254901960784,22.78477351020364
north_rustico,2026-02-01 00:00:00+00:00,0.625,-13.13768557886517,-10.220015558260405,79.30979629205768,0.0,237.2627450980392,12.754129723044002
