station,timestamp_utc,rain_mm,solar_radiation_w_m2,wind_gust_speed_kmh,wind_direction_deg,air_temperature_c,relative_humidity_pct,dew_point_c,battery_v,wind_gust_speed_max_kmh,wind_speed_ms
north_rustico,2023-07-01 00:00:00+00:00,0.0,318.5853658536585,,,22.34709523809524,84.16690476190476,19.443761904761907,4.300480158730159,,
north_rustico,2023-07-02 00:00:00+00:00,0.0,278.0625,,,21.744416666666666,84.05916666666667,18.8881875,4.299600694444445,,
north_rustico,2023-07-03 00:00:00+00:00,31.8,44.145833333333336,,,20.4941875,95.18820833333332,19.717020833333333,4.297600694444444,,
north_rustico,2023-07-04 00:00:00+00:00,9.0,192.85416666666666,,,18.8114375,93.62677083333334,17.729583333333334,4.298517361111111,,
north_rustico,2023-07-05 00:00:00+00:00,0.6000000000000001,120.4375,,,18.28775,92.6455625,17.0416875,4.2997048611111115,,
north_rustico,2023-07-06 00:00:00+00:00,0.0,303.2083333333333,,,17.037458333333333,91.59754166666666,15.628375,4.2992083333333335,,
north_rustico,2023-07-07 00:00:00+00:00,2.2,245.16666666666666,,,19.776979166666667,90.93329166666666,18.191145833333334,4.2993090277777775,,
north_rustico,2023-07-08 00:00:00+00:00,0.0,267.8333333333333,,,22.433875,81.255125,18.994125,4.299444444444444,,
north_rustico,2023-07-09 00:00:00+00:00,0.0,275.5416666666667,,,22.114791666666665,84.85906250000001,19.365395833333334,4.298211805555556,,
north_rustico,2023-07-10 00:00:00+00:00,0.0,167.20833333333334,,,21.343625,87.67020833333333,19.1835625,4.299569444444445,,
north_rustico,2023-07-11 00:00:00+00:00,4.0,82.1875,,,19.464208333333335,89.82733333333334,17.763125,4.29834375,,
north_rustico,2023-07-12 00:00:00+00:00,0.2,222.31914893617022,,,20.235125,93.50675,19.1293125,4.2984479166666665,,
north_rustico,2023-07-13 00:00:00+00:00,0.0,293.4166666666667,,,19.697083333333335,91.95129166666668,18.327791666666666,4.298482638888888,,
north_rustico,2023-07-14 00:00:00+00:00,0.0,300.0416666666667,,,20.968354166666668,87.6763125,18.761791666666667,4.2985138888888885,,
north_rustico,2023-07-15 00:00:00+00:00,0.0,173.36170212765958,,,24.011166666666668,81.27579166666666,20.534854166666666,4.297170138888889,,
north_rustico,2023-07-16 00:00:00+00:00,0.0,209.60416666666666,,,23.84675,82.9071875,20.604604166666665,4.298006944444444,,
north_rustico,2023-07-17 00:00:00+00:00,0.0,130.20833333333334,,,23.616625,84.4473125,20.85172916666667,4.298184027777777,,
north_rustico,2023-07-18 00:00:00+00:00,0.2,217.9375,,,24.604520833333336,84.42970833333334,21.643854166666667,4.297934027777778,,
north_rustico,2023-07-19 00:00:00+00:00,13.200000000000001,108.39583333333333,,,23.36375,90.11004166666667,21.6245625,4.2971006944444445,,
north_rustico,2023-07-20 00:00:00+00:00,0.0,269.0425531914894,,,23.010270833333333,81.31754166666667,19.396479166666666,4.298274305555555,,
north_rustico,2023-07-21 00:00:00+00:00,0.4,213.5625,,,20.51475,89.17693750000001,18.591125,4.297809027777777,,
north_rustico,2023-07-22 00:00:00+00:00,15.200000000000001,138.625,,,20.701041666666665,90.6615,19.125270833333335,4.294975694444444,,
north_rustico,2023-07-23 00:00:00+00:00,0.0,187.5,,,22.628645833333334,90.79897916666665,21.01095833333333,4.2982708333333335,,
north_rustico,2023-07-24 00:00:00+00:00,0.0,296.6875,,,23.58491666666667,77.72420833333334,19.052791666666668,4.296652777777777,,
north_rustico,2023-07-25 00:00:00+00:00,0.0,303.0208333333333,,,24.135458333333332,64.96033333333334,16.950354166666667,4.297805555555556,,
north_rustico,2023-07-26 00:00:00+00:00,0.8,203.0,,,22.4530625,75.85135416666667,17.832270833333332,4.297479166666666,,
north_rustico,2023-07-27 00:00:00+00:00,0.0,138.83333333333334,,,22.4146875,81.40202083333334,19.0265625,4.297871527777778,,
north_rustico,2023-07-28 00:00:00+00:00,12.6,237.41666666666666,,,21.791375000000002,86.513625,19.3335625,4.297375,,
north_rustico,2023-07-29 00:00:00+00:00,0.0,236.80851063829786,,,22.08802083333333,76.15106250000001,17.454916666666666,4.298607638888889,,
north_rustico,2023-07-30 00:00:00+00:00,0.4,310.6041666666667,,,20.511583333333334,76.45572916666667,16.0479375,4.297440972222223,,
north_rustico,2023-07-31 00:00:00+00:00,0.0,246.7826086956522,,,20.153270833333334,74.89970833333334,15.004833333333332,4.29721875,,
north_rustico,2023-08-01 00:00:00+00:00,0.0,1.0,,,18.862666666666666,79.84949999999999,15.313833333333333,4.289527777777778,,
