station,timestamp_utc,solar_radiation_w_m2,dew_point_c,air_temperature_c,relative_humidity_pct,rain_mm,wind_direction_deg,wind_gust_speed_kmh
north_rustico,2026-03-01 04:00:00+00:00,0.625,0.7489260387005581,2.54023665973212,87.96047913328756,0.0,181.1058823529412,24.766856775620404
north_rustico,2026-03-01 05:00:00+00:00,0.625,0.796610636582759,2.3472055166868357,89.48597441570662,0.0,171.27843137254902,18.635256311753217
north_rustico,2026-03-01 06:00:00+00:00,0.625,0.8532823470739984,2.209223995917431,90.74209709824268,0.0,179.7019607843137,20.719198953067554
north_rustico,2026-03-01 07:00:00+00:00,0.625,0.8899515054453663,1.9718671829876757,92.54062714579996,0.0,178.2980392156863,17.6734366311466
north_rustico,2026-03-01 08:00:00+00:00,0.625,1.0888407915701006,1.9625730909151258,93.93815009791206,0.0,179.7019607843137,13.826157908720129
north_rustico,2026-03-01 09:00:00+00:00,0.625,1.1479179193197244,1.8388901733342586,95.17738612954909,0.0,235.85882352941172,6.9731926843979775
north_rustico,2026-03-01 10:00:00+00:00,0.75,0.25665672435769377,0.7693546548314981,96.38844383408356,0.0,217.6078431372549,4.448416022805607
north_rustico,2026-03-01 11:00:00+00:00,23.583333333333332,-0.8522691135061475,0.36398925443640334,91.59726354873986,0.0,269.5529411764706,16.070403830135568
north_rustico,2026-03-01 12:00:00+00:00,85.375,-2.84887674658783,-0.25871491442449135,82.67627985046157,0.0,324.3058823529412,20.03791001263787
north_rustico,2026-03-01 13:00:00+00:00,174.66666666666666,-2.7732189266304785,-0.29446142239583983,83.37855090155387,0.0,334.1333333333333,20.558895672966454
north_rustico,2026-03-01 14:00:00+00:00,308.25,-3.2951013806110905,0.21027927015960257,77.3125302001475,0.0,11.231372549019609,20.158137472713694
north_rustico,2026-03-01 15:00:00+00:00,237.95833333333334,-4.091264487638346,-0.6783789180081257,77.695124742504,0.0,358.0,18.79555959185432
north_rustico,2026-03-01 16:00:00+00:00,222.91666666666666,-4.889244125337004,-1.5034083219868557,77.71282520790417,0.0,349.5764705882353,18.955862871955425
north_rustico,2026-03-01 17:00:00+00:00,166.54166666666666,-5.622214377873197,-2.482147710242388,79.03578240634776,0.0,352.3843137254902,19.436772712258733
north_rustico,2026-03-01 18:00:00+00:00,141.54166666666666,-6.380208515198617,-3.9377455148357097,83.17179115485364,0.0,353.78823529411767,21.68101863367417
north_rustico,2026-03-01 19:00:00+00:00,127.70833333333333,-7.366987553619537,-5.379044716240495,85.95544365606165,0.0,304.65098039215684,22.843217414407167
north_rustico,2026-03-01 20:00:00+00:00,95.45833333333333,-7.9447417492997685,-6.070382180406379,86.6380305689072,0.0,314.47843137254904,22.60276249425551
north_rustico,2026-03-01 21:00:00+00:00,27.5,-9.137141888459277,-7.368695349925768,87.23928689504336,0.0,311.67058823529413,24.125643655215992
north_rustico,2026-03-01 22:00:00+00:00,0.875,-10.013924666737921,-7.593183419985837,82.87027288217492,0.0,321.4980392156863,24.085567835190716
north_rustico,2026-03-01 23:00:00+00:00,0.625,-12.369370092260954,-8.158693176092578,72.04242008087282,0.0,284.9960784313725,27.251557617187498
north_rustico,2026-03-02 00:00:00+00:00,0.625,-13.999006091599247,-8.799985529098572,66.01795478243177,0.0,301.843137254902,29.816410098805147
north_rustico,2026-03-02 01:00:00+00:00,0.625,-14.89656356997515,-9.931005041312051,67.03364614328221,0.0,304.65098039215684,33.222854800953584
north_rustico,2026-03-02 02:00:00+00:00,0.625,-15.661271788866928,-11.418774703079587,70.85216550952417,0.0,286.40000000000003,35.98808638269761
north_rustico,2026-03-02 03:00:00+00:00,0.625,-15.812249016420909,-12.13227500218771,74.09445334554056,0.0,299.0352941176471,34.385053581686584
north_rustico,2026-03-02 04:00:00+00:00,0.625,-16.214998467239628,-12.729956615468662,75.20185142799014,0.0,280.78431372549016,29.33550025850184
north_rustico,2026-03-02 05:00:00+00:00,0.625,-16.19404553556914,-12.521911939075412,74.06942854962998,0.0,286.40000000000003,29.936637558880975
north_rustico,2026-03-02 06:00:00+00:00,0.625,-16.3127618435026,-12.94801031409389,75.92395920754812,0.0,287.80392156862746,26.850799416934745
north_rustico,2026-03-02 07:00:00+00:00,0.625,-16.974487805716734,-13.60789085124499,75.79029017573308,0.0,268.1490196078431,27.371785077263326
north_rustico,2026-03-02 08:00:00+00:00,0.625,-17.368616013169756,-14.176975258148861,76.82022329035377,0.0,268.1490196078431,30.417547399184283
north_rustico,2026-03-02 09:00:00+00:00,0.625,-17.841260274466713,-14.480820575905323,75.67335520459805,0.0,270.956862745098,28.17330147776884
north_rustico,2026-03-02 10:00:00+00:00,1.2083333333333333,-18.434613856356858,-15.141416043215854,75.98987818214187,0.0,269.5529411764706,24.566477675494024
north_rustico,2026-03-02 11:00:00+00:00,44.916666666666664,-19.197462671574506,-15.804156301004658,75.21934843976501,0.0,256.91764705882355,27.53208835736443
north_rustico,2026-03-02 12:00:00+00:00,202.875,-19.328426631620232,-15.527478329306417,72.71305409323263,0.0,261.1294117647059,28.934742058249082
north_rustico,2026-03-02 13:00:00+00:00,441.625,-18.956307324703694,-14.450078579049965,68.63294422827497,0.0,269.5529411764706,30.297319939108455
