station,timestamp_utc,rain_mm,solar_radiation_w_m2,wind_direction_deg,air_temperature_c,relative_humidity_pct,dew_point_c,battery_v,wind_gust_speed_kmh
north_rustico,2025-01-01 00:00:00+00:00,1.2000000000000002,42.57,236.0,0.3330233333333334,96.210755,-0.212895,4.233858333333333,9.376666666666667
north_rustico,2025-01-02 00:00:00+00:00,4.6000000000000005,35.58611111111111,73.0,4.116518055555556,93.37583333333335,3.1314833333333336,4.219996527777777,25.45277777777778
north_rustico,2025-01-03 00:00:00+00:00,0.0,30.280555555555555,205.0,-1.7876124999999998,78.80277777777778,-5.011875,4.221145833333334,30.940277777777776
north_rustico,2025-01-04 00:00:00+00:00,0.0,65.8875,250.0,-5.0557791666666665,74.87242916666666,-8.869740277777778,4.2114618055555555,19.12361111111111
north_rustico,2025-01-05 00:00:00+00:00,0.0,24.916666666666668,247.0,-7.780280555555555,85.45943055555556,-9.820270833333334,4.200517361111111,28.42361111111111
north_rustico,2025-01-06 00:00:00+00:00,0.0,38.391666666666666,275.0,-3.9937888888888886,88.45169583333333,-5.639666666666667,4.201333333333333,39.606944444444444
north_rustico,2025-01-07 00:00:00+00:00,0.6000000000000001,37.81666666666667,261.0,-3.1951958333333335,92.31834305555554,-4.278772222222222,4.208666666666667,19.354166666666668
north_rustico,2025-01-08 00:00:00+00:00,0.6000000000000001,46.57222222222222,309.0,-2.0359833333333333,90.19916527777778,-3.4366624999999997,4.209083333333333,28.57638888888889
north_rustico,2025-01-09 00:00:00+00:00,3.8000000000000003,37.331944444444446,244.0,-1.2358402777777777,95.48718055555557,-1.870763888888889,4.209934027777778,22.39027777777778
north_rustico,2025-01-10 00:00:00+00:00,0.2,49.96666666666667,329.0,1.8305749999999998,86.1996875,-0.269175,4.2176076388888895,33.62916666666667
north_rustico,2025-01-11 00:00:00+00:00,0.0,43.730555555555554,316.0,-0.04568055555555556,88.29285555555556,-1.7653291666666666,4.221138888888889,13.806944444444444
north_rustico,2025-01-12 00:00:00+00:00,0.2,49.084722222222226,8.0,-0.8052791666666668,85.9610736111111,-2.888386111111111,4.217371527777778,15.430555555555555
north_rustico,2025-01-13 00:00:00+00:00,0.0,56.21527777777778,347.0,-2.633376388888889,89.77071805555556,-4.096197222222222,4.212069444444444,11.733333333333333
north_rustico,2025-01-14 00:00:00+00:00,0.0,38.1375,282.0,-4.4722430555555555,89.82412222222223,-5.901223611111112,4.211246527777778,7.893055555555556
north_rustico,2025-01-15 00:00:00+00:00,0.4,55.00694444444444,268.0,-1.8061944444444444,86.42595277777778,-3.849051388888889,4.204298611111111,16.694444444444443
north_rustico,2025-01-16 00:00:00+00:00,0.0,38.333333333333336,329.0,-5.305840277777778,86.60963055555555,-7.228115277777778,4.213309027777778,19.870833333333334
north_rustico,2025-01-17 00:00:00+00:00,0.0,47.084722222222226,237.0,-6.8095,85.56890694444444,-8.86402638888889,4.206604166666667,9.633333333333333
north_rustico,2025-01-18 00:00:00+00:00,0.0,42.44166666666667,237.0,-6.410597222222222,85.67170138888889,-8.5329125,4.202836805555555,12.713888888888889
north_rustico,2025-01-19 00:00:00+00:00,8.0,22.669444444444444,163.0,2.1821847222222224,93.32160416666666,1.2078875,4.213649305555555,19.130555555555556
north_rustico,2025-01-20 00:00:00+00:00,0.0,36.22361111111111,334.0,-2.6625180555555557,92.63663472222221,-3.701633333333333,4.214909722222222,27.28472222222222
north_rustico,2025-01-21 00:00:00+00:00,0.0,106.29305555555555,264.0,-13.651866666666665,75.79874722222222,-17.072594444444444,4.20403125,25.55
north_rustico,2025-01-22 00:00:00+00:00,0.0,115.09444444444445,251.0,-13.690141666666667,72.25972083333333,-17.716738888888887,4.191611111111111,19.581944444444446
north_rustico,2025-01-23 00:00:00+00:00,0.0,83.57916666666667,258.0,-11.360390277777778,73.28901666666667,-15.303543055555554,4.196020833333333,16.491666666666667
north_rustico,2025-01-24 00:00:00+00:00,0.0,97.86805555555556,174.0,-6.799236111111111,81.46690694444445,-9.475436111111112,4.2102152777777775,20.372222222222224
north_rustico,2025-01-25 00:00:00+00:00,0.0,111.63055555555556,261.0,-11.284140277777778,77.6845388888889,-14.464836111111111,4.208479166666667,15.3875
north_rustico,2025-01-26 00:00:00+00:00,0.0,76.78194444444445,248.0,-8.520611111111112,79.67302083333333,-11.48776111111111,4.205670138888888,13.66388888888889
north_rustico,2025-01-27 00:00:00+00:00,0.0,116.7375,194.0,-4.7071250000000004,72.38370833333333,-9.059083333333334,4.2173541666666665,24.773611111111112
north_rustico,2025-01-28 00:00:00+00:00,0.0,36.893055555555556,180.0,-1.6144972222222225,82.52997777777779,-4.241476388888889,4.217611111111111,30.219444444444445
north_rustico,2025-01-29 00:00:00+00:00,0.0,65.88888888888889,284.0,-11.516212500000002,75.41788194444445,-15.074295833333334,4.215861111111111,20.35972222222222
north_rustico,2025-01-30 00:00:00+00:00,0.0,77.38194444444444,22.0,-11.425890277777777,83.60969861111111,-13.708343055555556,4.207472222222222,29.102777777777778
north_rustico,2025-01-31 00:00:00+00:00,0.0,45.94444444444444,264.0,-12.027626388888889,79.02639444444445,-14.940605555555557,4.186746527777777,22.106944444444444
north_rustico,2025-02-01 00:00:00+00:00,0.0,1.0,320.0,-7.930825,75.79856666666666,-11.46875,4.131125,12.516666666666667
