station,timestamp_utc,rain_mm,solar_radiation_w_m2,air_temperature_c,relative_humidity_pct,dew_point_c,battery_v,wind_direction_deg
north_rustico,2024-02-01 00:00:00+00:00,0.0,54.50333333333333,-2.119875,84.48407999999999,-4.401038333333333,4.2318291666666665,264.0
north_rustico,2024-02-02 00:00:00+00:00,0.2,25.1,-0.9454180555555556,96.2095375,-1.4860805555555556,4.222906249999999,264.0
north_rustico,2024-02-03 00:00:00+00:00,0.0,28.663888888888888,-3.2073722222222223,90.87695694444444,-4.500511111111111,4.224069444444444,264.0
north_rustico,2024-02-04 00:00:00+00:00,0.0,24.677777777777777,-3.343769444444445,92.2799875,-4.4280236111111115,4.219149305555556,264.0
north_rustico,2024-02-05 00:00:00+00:00,0.0,39.93055555555556,-0.7842805555555555,95.43999305555555,-1.4306305555555556,4.223375,264.0
north_rustico,2024-02-06 00:00:00+00:00,0.0,43.21666666666667,-0.7047472222222222,91.71338472222223,-1.9036680555555556,4.228107638888889,264.0
north_rustico,2024-02-07 00:00:00+00:00,0.2,79.21111111111111,-1.4289680555555555,80.89760138888889,-4.390131944444445,4.228277777777778,264.0
north_rustico,2024-02-08 00:00:00+00:00,0.0,100.9486111111111,-2.807345833333333,84.34428750000001,-5.247852777777778,4.22746875,264.0
north_rustico,2024-02-09 00:00:00+00:00,0.0,112.8875,-3.5674833333333336,85.74946805555555,-5.863643055555556,4.228152777777778,264.0
north_rustico,2024-02-10 00:00:00+00:00,0.0,81.2388888888889,0.1709402777777778,81.15361250000001,-2.7002291666666665,4.234545138888889,264.0
north_rustico,2024-02-11 00:00:00+00:00,1.8,108.21527777777777,3.7441722222222222,88.97310416666667,2.041427777777778,4.235170138888889,264.0
north_rustico,2024-02-12 00:00:00+00:00,0.0,141.08333333333334,2.461276388888889,74.59897777777778,-1.8320027777777776,4.2400520833333335,264.0
north_rustico,2024-02-13 00:00:00+00:00,0.0,102.15,-1.6532388888888891,75.11438333333334,-5.542397222222222,4.234805555555556,264.0
north_rustico,2024-02-14 00:00:00+00:00,0.0,68.86111111111111,-4.680841666666667,78.67419444444444,-7.843011111111111,4.228795138888889,264.0
north_rustico,2024-02-15 00:00:00+00:00,0.0,85.85972222222222,-2.2265708333333336,82.17237777777778,-5.005909722222222,4.224819444444445,264.0
north_rustico,2024-02-16 00:00:00+00:00,0.0,75.21666666666667,-5.731356944444444,77.3697486111111,-9.074740277777778,4.226888888888889,264.0
north_rustico,2024-02-17 00:00:00+00:00,0.0,128.01388888888889,-5.933372222222222,70.93675416666667,-10.448043055555557,4.2255416666666665,264.0
north_rustico,2024-02-18 00:00:00+00:00,0.0,149.02083333333334,-7.688006944444444,73.2152611111111,-11.935893055555557,4.22153125,264.0
north_rustico,2024-02-19 00:00:00+00:00,0.0,118.09166666666667,-5.999229166666666,76.28567638888889,-9.648790277777778,4.2230590277777775,264.0
north_rustico,2024-02-20 00:00:00+00:00,0.0,162.05277777777778,-8.699752777777778,62.386925000000005,-14.682315277777777,4.226489583333334,264.0
north_rustico,2024-02-21 00:00:00+00:00,0.0,165.26111111111112,-8.528302777777778,60.97848194444444,-14.913970833333332,4.221857638888888,264.0
north_rustico,2024-02-22 00:00:00+00:00,0.0,80.15138888888889,-5.951904166666667,83.47464166666667,-8.360676388888889,4.223145833333334,264.0
north_rustico,2024-02-23 00:00:00+00:00,0.8,51.31527777777778,-3.7559638888888887,93.0984388888889,-4.729051388888889,4.227951388888889,264.0
north_rustico,2024-02-24 00:00:00+00:00,14.600000000000001,22.084722222222222,-0.5315625,97.38516111111112,-0.9010597222222223,4.229395833333333,264.0
north_rustico,2024-02-25 00:00:00+00:00,0.0,172.33333333333334,-9.693366666666666,70.2466625,-14.25772361111111,4.225302083333333,264.0
north_rustico,2024-02-26 00:00:00+00:00,0.0,97.6986111111111,-6.774309722222222,86.6028513888889,-8.742263888888889,4.218451388888889,264.0
north_rustico,2024-02-27 00:00:00+00:00,0.8,161.98472222222222,1.377348611111111,77.09261666666667,-2.4855833333333335,4.238725694444444,264.0
north_rustico,2024-02-28 00:00:00+00:00,5.4,60.96111111111111,6.613994444444445,91.24298472222222,5.2633680555555555,4.245038194444444,264.0
north_rustico,2024-02-29 00:00:00+00:00,12.0,46.145833333333336,2.9169305555555556,87.77636666666666,1.0920680555555555,4.243975694444445,264.0
north_rustico,2024-03-01 00:00:00+00:00,0.0,1.0,-9.703666666666667,68.41433333333333,-14.500408333333333,4.178895833333333,264.0
