station,timestamp_utc,rain_mm,solar_radiation_w_m2,wind_gust_speed_kmh,wind_direction_deg,air_temperature_c,relative_humidity_pct,dew_point_c,battery_v
north_rustico,2025-08-01 00:00:00+00:00,0.0,327.8793650793651,13.778253968253967,174.0,18.91241904761905,70.65854444444444,13.32233492063492,4.293448412698413
north_rustico,2025-08-02 00:00:00+00:00,0.0,260.5064194008559,8.423333333333334,44.0,17.287265277777777,72.96742777777779,11.952223611111112,4.286246527777778
north_rustico,2025-08-03 00:00:00+00:00,0.0,285.3375,23.54,192.0,20.260559722222222,64.52102777777777,13.074858333333331,4.2892222222222225
north_rustico,2025-08-04 00:00:00+00:00,0.0,201.12777777777777,20.76236111111111,213.0,20.6683375,70.48848055555555,15.05485138888889,4.290555555555556
north_rustico,2025-08-05 00:00:00+00:00,0.0,307.1138888888889,11.96,41.0,18.181697222222223,75.01632638888888,13.553236111111111,4.289392361111111
north_rustico,2025-08-06 00:00:00+00:00,0.0,327.1611111111111,9.833333333333334,25.0,18.375061111111112,70.74493333333334,12.436072222222222,4.28740625
north_rustico,2025-08-07 00:00:00+00:00,0.0,265.86805555555554,7.291666666666667,333.0,17.421580555555558,72.04607638888889,11.719577777777777,4.284822916666666
north_rustico,2025-08-08 00:00:00+00:00,0.0,248.5,6.359999999999999,230.0,19.901693055555555,76.2504375,15.354265277777777,4.286961805555555
north_rustico,2025-08-09 00:00:00+00:00,0.0,269.44305555555553,17.357083333333335,230.0,22.59111111111111,64.35493055555555,15.13273472222222,4.2900625
north_rustico,2025-08-10 00:00:00+00:00,0.0,262.27916666666664,25.025555555555556,208.0,23.970637500000002,52.193490277777784,13.423265277777778,4.2902708333333335
north_rustico,2025-08-11 00:00:00+00:00,0.0,286.4472222222222,22.46125,206.0,25.894488888888887,61.61468055555555,17.8235375,4.290819444444445
north_rustico,2025-08-12 00:00:00+00:00,0.0,277.2625,12.146805555555556,202.0,26.76073472222222,68.96097083333333,20.497500000000002,4.291847222222222
north_rustico,2025-08-13 00:00:00+00:00,0.0,294.63194444444446,19.439722222222223,199.0,24.759665277777778,72.60617777777777,19.468073611111112,4.292284722222222
north_rustico,2025-08-14 00:00:00+00:00,0.4,217.91782729805013,22.497777777777777,157.0,23.337955555555556,77.07448333333333,19.031391666666668,4.288277777777777
north_rustico,2025-08-15 00:00:00+00:00,0.0,313.06944444444446,16.534444444444443,1.0,20.748943055555554,70.42646111111111,14.970215277777779,4.288138888888889
north_rustico,2025-08-16 00:00:00+00:00,0.0,308.8305555555556,11.448333333333332,34.0,17.464333333333332,74.83316388888889,12.732855555555556,4.284906250000001
north_rustico,2025-08-17 00:00:00+00:00,0.8,256.65555555555557,22.005833333333335,168.0,20.265609722222223,71.96928333333334,14.724161111111112,4.2842361111111105
north_rustico,2025-08-18 00:00:00+00:00,6.0,208.52608695652174,20.892500000000002,326.0,17.0895625,72.0727375,11.696316666666666,4.284052083333333
north_rustico,2025-08-19 00:00:00+00:00,0.0,306.54305555555555,19.921944444444442,337.0,17.126887500000002,54.44019861111111,7.763705555555556,4.283322916666666
north_rustico,2025-08-20 00:00:00+00:00,0.0,294.93194444444447,9.893333333333333,343.0,16.4626625,65.95344166666668,9.788047222222222,4.281690972222222
north_rustico,2025-08-21 00:00:00+00:00,0.0,282.36033519553075,11.08,51.0,15.874552777777778,74.75896388888889,11.066554166666666,4.281385416666667
north_rustico,2025-08-22 00:00:00+00:00,0.0,244.76527777777778,15.379305555555556,60.0,16.24758611111111,75.99526527777778,11.763219444444445,4.280534722222223
north_rustico,2025-08-23 00:00:00+00:00,0.0,202.72549019607843,18.609583333333333,27.0,18.290879166666667,70.906075,12.319336111111111,4.282166666666666
north_rustico,2025-08-24 00:00:00+00:00,0.0,275.90972222222223,34.187638888888884,211.0,21.350155555555553,54.98407777777778,11.697665277777777,4.2841249999999995
north_rustico,2025-08-25 00:00:00+00:00,0.6000000000000001,97.35416666666667,20.67736111111111,181.0,20.294854166666667,79.171725,16.518809722222223,4.2815
north_rustico,2025-08-26 00:00:00+00:00,0.0,188.635593220339,18.60513888888889,114.0,20.21276388888889,84.68255555555555,17.465834722222223,4.282680555555555
north_rustico,2025-08-27 00:00:00+00:00,0.0,203.8388888888889,16.629166666666666,220.0,18.603840277777778,75.4578986111111,13.95043888888889,4.282552083333333
north_rustico,2025-08-28 00:00:00+00:00,0.0,229.3958041958042,13.279722222222222,213.0,18.792394444444444,76.09670833333332,14.326476388888889,4.2826249999999995
north_rustico,2025-08-29 00:00:00+00:00,0.0,228.2888888888889,10.398055555555556,208.0,17.055455555555554,70.79928472222223,11.119445833333334,4.280288194444444
north_rustico,2025-08-30 00:00:00+00:00,0.0,221.0611111111111,9.56013888888889,174.0,17.662954166666665,73.22814583333333,12.614923611111113,4.279072916666667
north_rustico,2025-08-31 00:00:00+00:00,0.0,210.89444444444445,10.178611111111111,191.0,17.217555555555556,80.3075125,13.615997222222223,4.279958333333333
north_rustico,2025-09-01 00:00:00+00:00,0.0,1.0,3.693333333333333,264.0,13.993388888888889,88.49297777777778,12.136811111111113,4.250444444444444
