station,timestamp_utc,relative_humidity_pct,air_temperature_c,wind_speed_kmh,wind_direction_deg,rain_mm,solar_radiation_w_m2,wind_gust_speed_kmh,dew_point_c
cavendish,2025-12-01 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-02 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-03 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-04 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-05 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-06 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-07 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-08 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-09 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-10 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-11 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-12 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-13 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-14 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-15 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-16 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-17 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-18 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-19 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-20 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-21 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-22 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-23 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-24 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-25 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-26 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-27 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-28 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-29 04:00:00+00:00,,,,,0.0,,,
cavendish,2025-12-30 04:00:00+00:00,,,,,0.0,,,
cavendish,2026-01-01 00:00:00+00:00,76.01666326513505,-7.675925407676263,1.2423504207835478,308.8627450980392,0.0,0.625,2.204170101390166,-11.173551667175145
cavendish,2026-01-01 01:00:00+00:00,76.13666325976538,-6.872371928424361,0.9618196806066177,207.7803921568628,0.0,0.625,2.0438668212890625,-10.373190966237036
cavendish,2026-01-01 02:00:00+00:00,76.00666326558253,-5.99237923773597,1.0018955006318935,207.7803921568628,0.0,0.625,2.4446250215418197,-9.539874338968474
cavendish,2026-01-01 03:00:00+00:00,77.32999653970042,-5.103332055866488,5.370159883386949,140.39215686274508,0.0,0.625,7.774709084903493,-8.455724136776995
