station,timestamp_utc,air_temperature_c,relative_humidity_pct,dew_point_c,rain_mm,wind_direction_deg,solar_radiation_w_m2,battery_v,wind_speed_kmh,wind_gust_speed_kmh
cavendish,2024-04-01 00:00:00+00:00,1.7883174603174605,65.75222222222223,-4.067730158730159,0.0,319.0,258.86825396825395,4.2680396825396825,11.353968253968254,17.036507936507938
cavendish,2024-04-02 00:00:00+00:00,-0.4505972222222222,86.42375,-2.498986111111111,0.4,0.0,75.42222222222222,4.260822916666666,8.943055555555556,12.531944444444445
cavendish,2024-04-03 00:00:00+00:00,0.8861944444444444,91.44236111111111,-0.3971666666666666,0.0,29.0,215.26527777777778,4.262111111111111,12.405555555555555,20.15138888888889
cavendish,2024-04-04 00:00:00+00:00,0.714111111111111,90.74569444444445,-0.6345277777777778,2.6,44.0,68.8625,4.262770833333334,12.9,22.379166666666666
cavendish,2024-04-05 00:00:00+00:00,2.303097222222222,97.11875,1.8893055555555556,4.2,84.0,52.88333333333333,4.260298611111111,16.915277777777778,29.175
cavendish,2024-04-06 00:00:00+00:00,1.2085416666666666,97.20361111111112,0.8103472222222223,1.6,139.0,62.102777777777774,4.2599479166666665,8.956944444444444,15.801388888888889
cavendish,2024-04-07 00:00:00+00:00,1.212222222222222,93.91097222222221,0.32793055555555556,0.0,66.0,145.75416666666666,4.261784722222222,15.11111111111111,24.368055555555557
cavendish,2024-04-08 00:00:00+00:00,4.7551805555555555,72.80347222222223,-0.6541944444444444,0.0,18.0,224.92638888888888,4.265371527777777,9.790277777777778,14.519444444444444
cavendish,2024-04-09 00:00:00+00:00,1.0825555555555557,82.82986111111111,-1.5400833333333332,0.0,13.0,133.6638888888889,4.270263888888889,16.711111111111112,23.46388888888889
cavendish,2024-04-10 00:00:00+00:00,1.110625,69.69597222222222,-4.181958333333333,0.0,32.0,260.7125,4.264315972222223,6.416666666666667,9.669444444444444
cavendish,2024-04-11 00:00:00+00:00,5.106791666666666,69.78722222222223,-0.16919444444444445,0.0,111.0,158.4367176634214,4.267784722222222,12.511111111111111,18.177777777777777
cavendish,2024-04-12 00:00:00+00:00,8.407375,82.09833333333334,5.393138888888889,2.2,181.0,145.2392211404729,4.270572916666667,23.054166666666667,33.393055555555556
cavendish,2024-04-13 00:00:00+00:00,14.530430555555556,89.37958333333334,12.795819444444444,5.0,173.0,123.53333333333333,4.277440972222222,23.106944444444444,34.03333333333333
cavendish,2024-04-14 00:00:00+00:00,8.263694444444443,82.22111111111111,5.376486111111111,0.0,178.0,87.13333333333334,4.278024305555555,17.233333333333334,26.77638888888889
cavendish,2024-04-15 00:00:00+00:00,9.178361111111112,75.64847222222222,4.960666666666667,0.0,191.0,165.93165969316598,4.276086805555555,10.144444444444444,14.936111111111112
cavendish,2024-04-16 00:00:00+00:00,8.914722222222222,76.16722222222222,4.419513888888889,0.0,351.0,204.99305555555554,4.276125,7.191666666666666,10.88888888888889
cavendish,2024-04-17 00:00:00+00:00,3.3065972222222224,90.61138888888888,1.9036666666666668,0.2,323.0,65.10277777777777,4.274666666666667,9.856944444444444,13.970833333333333
cavendish,2024-04-18 00:00:00+00:00,3.5285277777777777,87.65416666666667,1.6399583333333334,0.0,352.0,261.03194444444443,4.272302083333333,12.447222222222223,17.59861111111111
cavendish,2024-04-19 00:00:00+00:00,3.326763888888889,79.46902777777777,0.003444444444444444,0.0,3.0,263.1111111111111,4.2706076388888885,9.230555555555556,13.227777777777778
cavendish,2024-04-20 00:00:00+00:00,4.472666666666667,76.61472222222223,0.4787777777777778,3.8000000000000003,138.0,68.75,4.269454861111111,14.829166666666667,21.5875
cavendish,2024-04-21 00:00:00+00:00,7.687916666666667,75.82375,2.9967499999999996,4.2,173.0,252.33194444444445,4.273746527777778,9.409722222222221,13.905555555555555
cavendish,2024-04-22 00:00:00+00:00,5.403958333333334,66.61097222222223,-0.8794027777777778,0.0,168.0,248.81408450704225,4.276295138888889,14.470833333333333,21.934722222222224
cavendish,2024-04-23 00:00:00+00:00,4.994555555555555,46.47222222222222,-6.19025,0.0,343.0,284.1111111111111,4.271607638888889,12.786111111111111,19.725
cavendish,2024-04-24 00:00:00+00:00,5.284458333333333,69.55083333333333,0.04909722222222222,0.0,190.0,232.34444444444443,4.274600694444445,9.82638888888889,14.252777777777778
cavendish,2024-04-25 00:00:00+00:00,2.2194583333333333,65.155,-3.9955555555555557,1.8,185.0,216.80112834978843,4.274211805555556,20.434722222222224,32.90277777777778
cavendish,2024-04-26 00:00:00+00:00,1.8451111111111111,64.94875,-4.325347222222222,0.0,312.0,263.1522346368715,4.269732638888889,6.281944444444444,9.072222222222223
cavendish,2024-04-27 00:00:00+00:00,1.8349166666666668,63.61916666666667,-4.4923472222222225,0.0,145.0,299.73333333333335,4.269961805555556,6.070833333333334,8.679166666666667
cavendish,2024-04-28 00:00:00+00:00,4.458888888888889,60.04541666666666,-3.6561805555555553,0.0,88.0,292.72777777777776,4.269201388888889,5.668055555555555,8.2625
cavendish,2024-04-29 00:00:00+00:00,5.9395694444444445,74.88180555555556,1.4034583333333333,1.4000000000000001,164.0,124.11111111111111,4.274177083333333,12.761111111111111,17.67222222222222
cavendish,2024-04-30 00:00:00+00:00,2.767138888888889,81.36222222222223,-0.12327777777777779,0.0,14.0,138.3986111111111,4.271277777777778,30.415277777777778,40.87361111111111
cavendish,2024-05-01 00:00:00+00:00,2.174111111111111,94.61555555555555,1.3974444444444445,0.0,8.0,1.0,4.233472222222222,17.11111111111111,25.133333333333333
