air_temperature_c,bui,bui_qf,dc,dc_qf,dew_point_c,dmc,dmc_qf,ffmc,ffmc_qf,fwi,fwi_qf,isi,isi_qf,rain_mm,rain_mm_qf,relative_humidity_pct,solar_radiation_w_m2,timestamp_utc,wind_direction_deg,wind_speed_kmh,wind_speed_kmh_qf
0.6374305555555555,33.68710667278156,0.0,19.004099999999998,0.0,-1.391423611111111,92.41913336390779,0.0,78.37305318032215,0.0,147.19252702972966,0.0,296.98100731226106,0.0,4.4,0.0,86.5329861111111,75.28819444444444,2023-04-01,172.8715277777778,14.260416666666666,0.0
2.5123611111111113,54.29422868312793,0.0,44.228474999999996,0.0,-0.9744097222222221,94.55724341563966,0.0,77.8672453891888,0.0,196.99541069571714,0.0,398.3438544197543,0.0,0.2,0.0,79.8,162.31628787878788,2023-04-02,286.20138888888886,15.697916666666666,0.0
-1.4649753086419752,58.088058883868506,0.0,48.041437222222214,0.0,-9.797779320987654,98.27454553045364,0.0,84.8642234204858,0.0,104.10920139942259,0.0,105.94486779743808,0.0,0.0,0.0,53.36536265432099,185.20532407407407,2023-04-03,283.5574845679012,17.35787037037037,0.0
3.854569444444444,76.84095026021524,0.0,69.71322833333332,0.0,-0.46104166666666674,105.35183796774288,0.0,81.45212863112104,0.0,132.93485156791874,0.0,140.52459958715465,0.0,0.0,0.0,74.2475,182.89305555555555,2023-04-04,187.3166666666667,10.291666666666666,0.0
-1.062888888888889,98.37094674732379,0.0,95.12993333333331,0.0,-6.969625000000001,111.33500040328563,0.0,83.02759774406724,0.0,141.7518376919147,0.0,126.04552771695602,0.0,0.0,0.0,64.3573611111111,164.9125,2023-04-05,251.125,14.379166666666668,0.0
0.1346805555555555,95.71191635428819,0.0,91.69864833333331,0.0,-1.5767916666666666,111.7649884381078,0.0,76.97047774864475,0.0,223.13495030336426,0.0,300.57808221659974,0.0,1.6,0.0,88.56194444444445,101.66527777777777,2023-04-06,176.55277777777778,10.329166666666667,0.0
4.1426388888888885,122.53422028278253,0.0,124.3024733333333,0.0,0.8774722222222223,115.46120808057941,0.0,79.20308904176603,0.0,234.1620666051839,0.0,301.2122874626414,0.0,0.0,0.0,80.27291666666666,165.9777777777778,2023-04-07,268.20416666666665,16.116666666666667,0.0
-1.510027777777778,137.3958367647252,0.0,141.8112783333333,0.0,-8.366208333333333,119.73407049029284,0.0,83.7522645618721,0.0,166.76183340034814,0.0,136.55076606573297,0.0,0.0,0.0,59.73361111111112,181.85555555555558,2023-04-08,304.9152777777778,18.938888888888886,0.0
-0.8201527777777778,131.48372959392046,0.0,134.06384333333332,0.0,-8.110902777777778,121.16327463626891,0.0,83.4253104749513,0.0,139.91067969101013,0.0,103.34033800076331,0.0,0.0,0.0,59.13625,204.13194444444446,2023-04-09,299.80833333333334,11.525,0.0
5.904236111111111,154.28246951361413,0.0,159.78402333333335,0.0,-5.095402777777777,132.2762542347373,0.0,86.68762292062695,0.0,117.18422141143618,0.0,70.70207450553796,0.0,0.0,0.0,47.42402777777778,208.7541666666667,2023-04-10,248.18611111111113,14.319444444444445,0.0
9.826652777777777,222.46711033434227,0.0,237.4616633333333,0.0,0.29265277777777776,162.48889833837822,0.0,86.58913063804441,0.0,123.862944587867,0.0,70.0251446363162,0.0,0.0,0.0,52.41027777777777,190.6986111111111,2023-04-11,232.22916666666666,14.298611111111112,0.0
5.281625,298.55987845351217,0.0,326.05876833333326,0.0,2.272569444444444,188.5643189342278,0.0,80.32327663100247,0.0,218.10871916495705,0.0,207.75589806077005,0.0,2.6,0.0,81.97777777777777,52.862500000000004,2023-04-12,278.4402777777778,12.223611111111111,0.0
6.843791666666667,334.6506175811471,0.0,369.3528683333332,0.0,0.8833333333333333,195.8416145724026,0.0,81.26414703964623,0.0,204.26588772458942,0.0,192.36411919546094,0.0,0.0,0.0,69.72166666666666,202.40138888888887,2023-04-13,253.0,11.168055555555554,0.0
5.585902777777778,400.69654368670155,0.0,446.0493583333332,0.0,-0.30669444444444444,219.28528510017483,0.0,83.93809807781595,0.0,155.98265557843945,0.0,103.11068365125628,0.0,0.0,0.0,66.35652777777777,209.2580459770115,2023-04-14,159.9,13.540277777777776,0.0
4.159680555555556,433.8407903641926,0.0,485.03953333333317,0.0,-2.407541666666667,229.04581848763033,0.0,83.94474328977701,0.0,128.0390464534469,0.0,71.19189008810952,0.0,0.0,0.0,63.18944444444444,184.66805555555558,2023-04-15,186.46805555555557,6.638888888888889,0.0
5.855597222222222,478.94796693593366,0.0,537.6705833333333,0.0,-0.2116111111111111,244.0575013463348,0.0,83.97725764101527,0.0,132.59374063147774,0.0,75.18231921938751,0.0,0.0,0.0,65.50902777777777,145.88194444444443,2023-04-16,123.35694444444444,8.195833333333333,0.0
6.525916666666666,530.9125469528191,0.0,600.2028483333335,0.0,4.577097222222222,253.75134143076153,0.0,77.98146141487933,0.0,233.2683422014317,0.0,224.70320540419348,0.0,0.0,0.0,87.855,139.87916666666666,2023-04-17,112.33472222222223,7.495833333333334,0.0
8.640527777777779,598.8908268861331,0.0,672.9382583333337,0.0,7.180041666666667,266.1232831663312,0.0,74.14664708972337,0.0,683.7697643774374,0.0,7995.3341602632345,0.0,3.0,0.0,90.67569444444445,94.74722222222222,2023-04-18,153.59861111111113,20.45277777777778,0.0
7.7242500000000005,659.3352251776852,0.0,755.5550133333339,0.0,4.310791666666667,281.5577185110183,0.0,80.83739931570386,0.0,183.17498858875365,0.0,138.73670196712038,0.0,0.6000000000000001,0.0,79.62208333333334,94.55833333333334,2023-04-19,180.75277777777777,8.994444444444445,0.0
4.188291666666667,694.598386307497,0.0,812.5425983333339,0.0,2.452611111111111,288.32708714083003,0.0,76.64506848032617,0.0,274.84939076001285,0.0,308.7973957881167,0.0,0.2,0.0,89.08652777777779,172.05972222222223,2023-04-20,220.08333333333334,8.881944444444445,0.0
2.3862777777777775,718.3865140294464,0.0,851.3943983333338,0.0,0.7772222222222221,292.68931486277944,0.0,77.70655321442236,0.0,266.5057299654281,0.0,281.8138733208639,0.0,0.0,0.0,89.22041666666667,121.10000000000001,2023-04-21,131.6638888888889,12.35138888888889,0.0
2.2215833333333332,730.838403434809,0.0,872.5365333333339,0.0,0.5431527777777778,294.57013676814216,0.0,76.1288043278495,0.0,290.9099416797607,0.0,350.389532105529,0.0,0.0,0.0,89.28513888888888,223.1986111111111,2023-04-22,55.194444444444436,8.777777777777777,0.0
2.3971666666666667,749.972997875779,0.0,904.5135733333337,0.0,1.4401527777777776,297.71621120911203,0.0,75.33857192691276,0.0,293.2524845222574,0.0,336.29031591061613,0.0,0.0,0.0,93.5125,147.90109126984126,2023-04-23,80.39027777777777,7.595833333333334,0.0
1.9176111111111112,763.3714662525337,0.0,929.153448333334,0.0,1.4888611111111112,298.7947420858667,0.0,73.39354217837388,0.0,341.04051490064575,0.0,454.4039133157087,0.0,0.0,0.0,97.04430555555557,103.29166666666667,2023-04-24,94.71527777777777,6.069444444444444,0.0
