station,timestamp_utc,air_temperature_c,relative_humidity_pct,dew_point_c,rain_mm,wind_speed_kmh,wind_gust_speed_kmh,wind_direction_deg,solar_radiation_w_m2,battery_v
cavendish,2025-10-01 03:00:00+00:00,11.741666666666667,74.58333333333333,7.386333333333334,0.0,8.32,12.120000000000001,8.0,1.0,4.223
cavendish,2025-10-01 04:00:00+00:00,11.874333333333334,73.27666666666667,7.257000000000001,0.0,7.8,12.32,21.0,1.0,4.219
cavendish,2025-10-01 05:00:00+00:00,11.998,72.03666666666666,7.123,0.0,14.96,22.85666666666667,7.0,1.0,4.2165
cavendish,2025-10-01 06:00:00+00:00,11.874666666666666,70.72,6.740666666666667,0.0,11.4,16.04,10.0,1.0,4.214083333333334
cavendish,2025-10-01 07:00:00+00:00,11.671333333333333,70.21666666666667,6.438999999999999,0.0,9.639999999999999,13.520000000000001,358.0,1.0,4.2130833333333335
cavendish,2025-10-01 08:00:00+00:00,11.469666666666665,70.67666666666668,6.343333333333334,0.0,8.92,12.76,358.0,1.0,4.211666666666667
cavendish,2025-10-01 09:00:00+00:00,11.695666666666666,71.79666666666667,6.7876666666666665,0.0,9.68,14.120000000000001,4.0,1.0,4.210416666666666
cavendish,2025-10-01 10:00:00+00:00,11.814666666666666,71.99333333333334,6.942666666666667,0.0,7.840000000000001,11.639999999999999,4.0,33.0,4.267
cavendish,2025-10-01 11:00:00+00:00,12.622666666666667,70.60333333333332,7.4270000000000005,0.0,10.360000000000001,14.639999999999999,11.0,114.3,4.318333333333333
cavendish,2025-10-01 12:00:00+00:00,12.499,70.51666666666667,7.283,0.0,15.44,21.743333333333332,8.0,104.66666666666667,4.31125
cavendish,2025-10-01 13:00:00+00:00,12.390666666666668,71.56,7.396333333333333,0.0,13.120000000000001,21.459999999999997,44.0,422.8666666666667,4.320250000000001
cavendish,2025-10-01 14:00:00+00:00,13.534666666666668,63.45,6.739333333333334,0.0,12.28,20.083333333333332,38.0,568.0333333333333,4.321000000000001
cavendish,2025-10-01 15:00:00+00:00,12.695,64.73333333333333,6.230666666666666,0.0,14.16,22.459999999999997,46.0,296.73333333333335,4.320833333333334
cavendish,2025-10-01 16:00:00+00:00,11.666,66.59,5.641333333333334,0.0,13.68,22.733333333333334,28.0,158.7,4.315916666666666
cavendish,2025-10-01 17:00:00+00:00,10.353,72.30666666666666,5.593666666666667,0.0,13.16,22.353333333333335,20.0,84.93333333333334,4.312333333333333
cavendish,2025-10-01 18:00:00+00:00,9.991666666666667,74.01666666666667,5.583,0.0,13.44,22.8,32.0,101.6,4.30925
cavendish,2025-10-01 19:00:00+00:00,11.678333333333335,64.16,5.1113333333333335,0.0,11.360000000000001,19.293333333333333,34.0,148.96666666666667,4.3133333333333335
cavendish,2025-10-01 20:00:00+00:00,11.971,60.72,4.632000000000001,0.2,17.16,29.23,38.0,125.1,4.311833333333333
cavendish,2025-10-01 21:00:00+00:00,11.239666666666666,61.0,4.004333333333333,0.0,16.44,28.07,51.0,31.366666666666667,4.302583333333334
cavendish,2025-10-01 22:00:00+00:00,10.929,61.876666666666665,3.915,0.0,14.520000000000001,25.246666666666666,39.0,1.0666666666666667,4.262583333333333
cavendish,2025-10-01 23:00:00+00:00,10.908999999999999,65.21,4.6226666666666665,0.0,17.240000000000002,27.623333333333335,42.0,1.0,4.243416666666667
cavendish,2025-10-02 00:00:00+00:00,8.801666666666668,72.31,4.028333333333333,0.6000000000000001,15.1,21.446666666666665,20.0,1.0,4.2315
cavendish,2025-10-02 01:00:00+00:00,9.253666666666668,77.58333333333333,5.513333333333334,0.0,10.520000000000001,18.096666666666668,199.0,1.0,4.221583333333333
cavendish,2025-10-02 02:00:00+00:00,10.502666666666666,69.53333333333333,5.1770000000000005,0.0,19.043333333333333,28.726666666666667,17.0,1.0,4.216166666666667
cavendish,2025-10-02 03:00:00+00:00,10.742333333333333,66.53,4.765333333333333,0.0,18.8,27.953333333333333,14.0,1.0,4.21275
cavendish,2025-10-02 04:00:00+00:00,10.848666666666666,64.84333333333333,4.506666666666666,0.0,18.44,27.75,20.0,1.0,4.210666666666667
cavendish,2025-10-02 05:00:00+00:00,10.592,63.38,3.935,0.0,17.2,26.40666666666667,17.0,1.0,4.209833333333333
cavendish,2025-10-02 06:00:00+00:00,10.417666666666666,62.79666666666667,3.640333333333333,0.0,15.76,24.226666666666667,17.0,1.0,4.208749999999999
cavendish,2025-10-02 07:00:00+00:00,10.438333333333333,63.37,3.7896666666666667,0.0,14.28,21.166666666666668,56.0,1.0,4.207416666666666
cavendish,2025-10-02 08:00:00+00:00,10.732666666666667,61.723333333333336,3.693,0.0,14.360000000000001,21.28666666666667,17.0,1.0,4.207166666666667
cavendish,2025-10-02 09:00:00+00:00,10.942666666666668,60.169999999999995,3.529333333333333,0.0,14.6,22.253333333333334,13.0,1.0,4.206666666666666
cavendish,2025-10-02 10:00:00+00:00,11.156333333333333,58.11666666666667,3.2363333333333335,0.0,15.68,22.573333333333334,11.0,16.1,4.248583333333333
cavendish,2025-10-02 11:00:00+00:00,11.754,56.63333333333333,3.436,0.0,14.08,20.32,17.0,144.53333333333333,4.31375
cavendish,2025-10-02 12:00:00+00:00,12.260333333333334,55.62,3.648,0.0,13.72,20.84333333333333,11.0,235.33333333333334,4.316833333333333
cavendish,2025-10-02 13:00:00+00:00,13.059333333333333,55.00666666666667,4.235666666666667,0.0,14.76,21.403333333333332,20.0,487.8333333333333,4.318333333333333
cavendish,2025-10-02 14:00:00+00:00,13.204666666666666,54.03666666666666,4.118666666666667,0.0,14.6,21.243333333333332,21.0,515.5666666666667,4.3228333333333335
cavendish,2025-10-02 15:00:00+00:00,13.329333333333333,58.68,5.406000000000001,0.0,15.76,21.283333333333335,3.0,546.6666666666666,4.321750000000001
cavendish,2025-10-02 16:00:00+00:00,13.455,59.36333333333334,5.700666666666667,0.0,15.6,22.126666666666665,352.0,601.1,4.323666666666667
cavendish,2025-10-02 17:00:00+00:00,13.038333333333332,59.266666666666666,5.287,0.0,12.879999999999999,18.2,355.0,477.4,4.324416666666667
cavendish,2025-10-02 18:00:00+00:00,13.413333333333332,55.64,4.734666666666667,0.0,11.879999999999999,17.12,348.0,503.23333333333335,4.32275
cavendish,2025-10-02 19:00:00+00:00,13.268333333333334,57.026666666666664,4.947333333333333,0.0,9.84,13.92,350.0,367.6,4.32525
