station,timestamp_utc,air_temperature_c,relative_humidity_pct,dew_point_c,rain_mm,wind_direction_deg,solar_radiation_w_m2,battery_v,wind_speed_kmh,wind_gust_speed_kmh,wind_speed_ms,wind_gust_speed_max_kmh
cavendish,2023-07-01 03:00:00+00:00,20.607666666666667,92.67333333333333,19.403333333333332,0.0,180.0,1.0,4.2604999999999995,15.2,22.666666666666668,,
cavendish,2023-07-01 04:00:00+00:00,20.450333333333333,93.08999999999999,19.32133333333333,0.0,194.0,1.0,4.2571666666666665,14.133333333333333,20.866666666666667,,
cavendish,2023-07-01 05:00:00+00:00,20.269333333333336,93.43,19.197999999999997,0.0,192.0,1.0,4.2545,12.533333333333333,18.8,,
cavendish,2023-07-01 06:00:00+00:00,20.092,93.47,19.03033333333333,0.0,188.0,1.0,4.252166666666667,11.833333333333334,17.733333333333334,,
cavendish,2023-07-01 07:00:00+00:00,19.839333333333332,94.27,18.919666666666668,0.0,198.0,1.0,4.249833333333333,12.133333333333333,18.2,,
cavendish,2023-07-01 08:00:00+00:00,19.852666666666668,93.91333333333334,18.86866666666667,0.0,191.0,6.466666666666667,4.2615,11.2,16.566666666666666,,
cavendish,2023-07-01 09:00:00+00:00,20.212666666666667,92.97,19.063333333333333,0.0,187.0,95.16666666666667,4.30375,10.4,15.0,,
cavendish,2023-07-01 10:00:00+00:00,20.762666666666668,91.09333333333333,19.282,0.0,192.0,107.93333333333334,4.30675,8.333333333333334,12.966666666666667,,
cavendish,2023-07-01 11:00:00+00:00,20.781333333333336,89.78,19.06433333333333,0.0,239.0,108.53333333333333,4.3069999999999995,11.9,18.433333333333334,,
cavendish,2023-07-01 12:00:00+00:00,22.071666666666665,85.73666666666666,19.589666666666666,0.0,213.0,414.3,4.315166666666666,13.3,20.7,,
cavendish,2023-07-01 13:00:00+00:00,23.54866666666667,80.38666666666667,19.995333333333335,0.0,216.0,607.0,4.3174166666666665,14.3,21.0,,
cavendish,2023-07-01 14:00:00+00:00,24.94066666666667,75.16333333333334,20.259999999999998,0.0,205.0,719.3666666666667,4.31825,13.633333333333333,20.733333333333334,,
cavendish,2023-07-01 15:00:00+00:00,25.48966666666667,71.51333333333334,19.982333333333333,0.0,213.0,751.448275862069,4.3180000000000005,13.766666666666667,20.8,,
cavendish,2023-07-01 16:00:00+00:00,26.625999999999998,66.86333333333333,19.97533333333333,0.0,175.0,839.4,4.31575,15.766666666666667,23.233333333333334,,
cavendish,2023-07-01 17:00:00+00:00,27.59733333333333,63.973333333333336,20.187333333333335,0.0,183.0,816.1,4.31575,13.533333333333333,20.666666666666668,,
cavendish,2023-07-01 18:00:00+00:00,27.665333333333333,64.21333333333332,20.308333333333334,0.0,174.0,628.2,4.31675,15.666666666666666,22.733333333333334,,
cavendish,2023-07-01 19:00:00+00:00,26.723333333333336,69.45,20.687333333333335,0.0,163.0,323.76666666666665,4.3145,14.266666666666667,20.633333333333333,,
cavendish,2023-07-01 20:00:00+00:00,26.897666666666666,69.8,20.932000000000002,0.0,178.0,362.7,4.312333333333334,14.1,20.766666666666666,,
cavendish,2023-07-01 21:00:00+00:00,26.197666666666667,70.72,20.476666666666667,0.0,187.0,203.5,4.31425,10.2,14.766666666666667,,
cavendish,2023-07-01 22:00:00+00:00,24.959999999999997,74.25333333333333,20.08133333333333,0.0,188.0,88.8,4.304333333333333,7.0,10.2,,
cavendish,2023-07-01 23:00:00+00:00,24.119333333333334,77.98333333333333,20.057000000000002,0.0,171.0,45.06666666666667,4.30175,8.766666666666667,13.466666666666667,,
cavendish,2023-07-02 00:00:00+00:00,22.163333333333334,81.92,18.95133333333333,0.0,184.0,1.5333333333333334,4.283916666666666,12.566666666666666,18.466666666666665,,
cavendish,2023-07-02 01:00:00+00:00,20.972666666666665,85.7,18.508666666666667,0.0,195.0,1.0,4.2725,12.4,17.766666666666666,,
