station,timestamp_utc,relative_humidity_pct,air_temperature_c,wind_speed_kmh,wind_direction_deg,rain_mm,solar_radiation_w_m2,wind_gust_speed_kmh,dew_point_c
cavendish,2025-11-01 00:00:00+00:00,78.9068298024749,9.849445759932191,21.68101863367417,197.9529411764706,0.200048828125,60.8,36.152397244801236,6.29674480382535
cavendish,2025-11-02 00:00:00+00:00,75.08444108462714,7.077111707217113,15.083536762013154,293.41960784313727,0.200048828125,69.81944444444444,25.7186575012207,2.9119721527148745
cavendish,2025-11-03 00:00:00+00:00,69.52124688911998,5.337572586346009,8.48438506451775,282.18823529411765,0.0,79.48958333333333,14.275341058170094,0.13264963264570453
cavendish,2025-11-04 00:00:00+00:00,89.29402378212166,6.2658581956967,13.9530646721335,223.2235294117647,10.202490234375,17.31423611111111,21.657641071992764,4.597179824625585
cavendish,2025-11-05 00:00:00+00:00,68.26388583427223,6.963091590347714,18.16269560062184,322.90196078431376,0.0,108.80034722222223,30.94187271118164,1.4440014965040315
cavendish,2025-11-06 00:00:00+00:00,83.51846848500594,4.625365266726196,12.747450419706457,252.7058823529412,8.202001953125,17.272569444444443,19.88929551337747,2.022283402818572
cavendish,2025-11-07 00:00:00+00:00,65.1184693083541,3.0308982482490467,15.255528822954963,324.3058823529412,0.0,103.84722222222223,26.30476636909036,-2.991934742736803
cavendish,2025-11-08 00:00:00+00:00,82.7787462958842,6.044663999926525,8.74654772051643,259.7254901960784,7.2017578124999995,16.227430555555557,13.348587720085591,3.258049540239711
cavendish,2025-11-09 00:00:00+00:00,75.72582994481569,3.9324390023120404,8.98867246650247,307.45882352941175,0.0,89.34027777777777,14.559211450015798,9.045510862938552e-05
cavendish,2025-11-10 00:00:00+00:00,88.21346827491793,4.972663753290131,14.669419955085305,254.10980392156864,1.8004394531249999,18.536458333333332,22.59942284258674,3.1895428334156746
cavendish,2025-11-11 00:00:00+00:00,87.2530516512272,13.019122358828039,17.11571480246151,143.20000000000002,0.0,41.767361111111114,25.875621129653034,10.929197799653055
cavendish,2025-11-12 00:00:00+00:00,75.97082993385263,2.9486898904346672,18.546755542530732,273.7647058823529,5.2012695312499995,56.90277777777778,29.200244365916532,-1.0291351424798219
cavendish,2025-11-13 00:00:00+00:00,85.33235729272842,2.727553032239203,5.659039752735811,248.49411764705883,10.00244140625,19.368055555555557,9.289241116692038,0.4845952464004915
cavendish,2025-11-14 00:00:00+00:00,90.78569038204046,3.8084173137177535,25.110840897504023,30.88627450980392,11.60283203125,28.520833333333332,37.232106629315545,2.438872574101417
cavendish,2025-11-15 00:00:00+00:00,89.49930155071384,0.1463324782010623,13.397012669282802,322.90196078431376,2.200537109375,24.397569444444443,21.327015556784236,-1.3890917174243622
cavendish,2025-11-16 00:00:00+00:00,84.87362964265854,-1.3765043051841774,6.057763020540876,193.7411764705882,0.0,0.625,9.328259201381707,-3.594934370115343
cavendish,2025-11-17 00:00:00+00:00,,,,,0.0,,,
cavendish,2025-11-18 00:00:00+00:00,,,,,0.0,,,
cavendish,2025-11-19 00:00:00+00:00,,,,,0.0,,,
cavendish,2025-11-20 00:00:00+00:00,,,,,0.0,,,
cavendish,2025-11-21 00:00:00+00:00,,,,,0.0,,,
cavendish,2025-11-22 00:00:00+00:00,,,,,0.0,,,
cavendish,2025-11-23 00:00:00+00:00,,,,,0.0,,,
cavendish,2025-11-24 00:00:00+00:00,,,,,0.0,,,
cavendish,2025-11-25 00:00:00+00:00,,,,,0.0,,,
cavendish,2025-11-26 00:00:00+00:00,,,,,0.0,,,
cavendish,2025-11-27 00:00:00+00:00,,,,,0.0,,,
cavendish,2025-11-28 00:00:00+00:00,,,,,0.0,,,
cavendish,2025-11-29 00:00:00+00:00,,,,,0.0,,,
cavendish,2025-11-30 00:00:00+00:00,,,,,0.0,,,
