station,timestamp_utc,air_temperature_c,relative_humidity_pct,dew_point_c,rain_mm,wind_direction_deg,solar_radiation_w_m2,battery_v,wind_speed_kmh,wind_gust_speed_kmh
cavendish,2024-04-07 11:00:00+00:00,1.6506666666666667,93.25666666666666,0.6773333333333333,0.0,66.0,119.13333333333334,4.3101666666666665,13.766666666666667,22.666666666666668
cavendish,2024-04-07 12:00:00+00:00,1.7013333333333334,93.02,0.6933333333333334,0.0,32.0,200.9,4.312166666666667,14.466666666666667,23.033333333333335
cavendish,2024-04-07 13:00:00+00:00,1.8583333333333334,92.37666666666668,0.7526666666666667,0.0,41.0,263.43333333333334,4.314333333333333,16.4,25.366666666666667
cavendish,2024-04-07 14:00:00+00:00,2.19,91.21333333333334,0.907,0.0,41.0,361.8,4.3125,17.4,27.766666666666666
cavendish,2024-04-07 15:00:00+00:00,2.6790000000000003,89.16000000000001,1.074,0.0,31.0,468.26666666666665,4.3101666666666665,17.733333333333334,27.133333333333333
cavendish,2024-04-07 16:00:00+00:00,3.054666666666667,87.86999999999999,1.2416666666666667,0.0,38.0,616.3666666666667,4.3140833333333335,19.033333333333335,28.933333333333334
cavendish,2024-04-07 17:00:00+00:00,2.626,88.40666666666667,0.9026666666666666,0.0,28.0,513.7333333333333,4.30875,20.233333333333334,29.766666666666666
cavendish,2024-04-07 18:00:00+00:00,2.307,88.97333333333333,0.6773333333333333,0.0,18.0,371.1666666666667,4.308916666666667,18.6,28.466666666666665
cavendish,2024-04-07 19:00:00+00:00,1.6563333333333332,90.6,0.2826666666666667,0.0,25.0,228.26666666666668,4.3101666666666665,18.0,27.633333333333333
cavendish,2024-04-07 20:00:00+00:00,1.306,91.46333333333334,0.06866666666666667,0.0,21.0,165.86666666666667,4.30825,17.433333333333334,26.2
cavendish,2024-04-07 21:00:00+00:00,0.9993333333333333,91.69666666666667,-0.20233333333333334,0.0,20.0,100.7,4.3109166666666665,17.166666666666668,25.533333333333335
cavendish,2024-04-07 22:00:00+00:00,0.40099999999999997,92.61333333333333,-0.6573333333333333,0.0,15.0,28.166666666666668,4.300583333333333,17.933333333333334,26.5
cavendish,2024-04-07 23:00:00+00:00,0.008333333333333333,93.14,-0.9703333333333333,0.0,17.0,1.0333333333333334,4.259083333333334,17.8,25.966666666666665
cavendish,2024-04-08 00:00:00+00:00,0.03666666666666667,91.87333333333332,-1.13,0.0,18.0,1.0,4.236833333333333,15.933333333333334,22.3
cavendish,2024-04-08 01:00:00+00:00,0.026000000000000002,91.07,-1.2603333333333333,0.0,17.0,1.0,4.224583333333333,14.766666666666667,21.666666666666668
cavendish,2024-04-08 02:00:00+00:00,-0.07,90.27,-1.4736666666666667,0.0,25.0,1.0,4.216833333333334,12.333333333333334,18.666666666666668
cavendish,2024-04-08 03:00:00+00:00,-0.11366666666666667,89.11333333333333,-1.693,0.0,24.0,1.0,4.20875,12.4,18.8
cavendish,2024-04-08 04:00:00+00:00,-0.04733333333333333,87.44666666666667,-1.8836666666666666,0.0,15.0,1.0,4.203083333333333,11.233333333333333,16.666666666666668
cavendish,2024-04-08 05:00:00+00:00,-0.38566666666666666,90.32666666666667,-1.7806666666666666,0.0,32.0,1.0,4.1985,11.233333333333333,15.566666666666666
cavendish,2024-04-08 06:00:00+00:00,-0.561,94.42333333333333,-1.3479999999999999,0.0,6.0,1.0,4.194083333333333,10.766666666666667,14.533333333333333
