station,timestamp_utc,check_type,variable,original_value,action,rule
stanhope,2024-08-21T05:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2024-08-21T06:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-12T13:00:00+00:00,flatline,relative_humidity_pct,96.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-12T14:00:00+00:00,flatline,relative_humidity_pct,96.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-12T15:00:00+00:00,flatline,relative_humidity_pct,96.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-15T12:00:00+00:00,flatline,relative_humidity_pct,96.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-15T21:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-15T22:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-15T23:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-16T00:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-16T01:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-16T02:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-16T03:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-16T04:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-16T05:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-16T06:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-16T07:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-16T08:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-16T09:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-16T10:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-16T11:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-16T12:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-16T13:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-16T14:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-16T15:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-16T16:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-16T17:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-16T18:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-16T19:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-16T20:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-17T09:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-17T10:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-17T22:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-17T23:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-18T00:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-18T01:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-18T02:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-18T03:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-19T09:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-19T10:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-19T11:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-19T12:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-19T13:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-19T14:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-19T15:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-19T16:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-19T17:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-19T18:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-19T19:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-19T20:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-19T21:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-21T06:00:00+00:00,flatline,relative_humidity_pct,96.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-21T07:00:00+00:00,flatline,relative_humidity_pct,96.0,flag_only,FL_relative_humidity_pct
stanhope,2024-11-21T16:00:00+00:00,flatline,relative_humidity_pct,90.0,flag_only,FL_relative_humidity_pct
stanhope,2024-12-11T05:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2024-12-11T11:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-12-30T02:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-12-30T03:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-12-30T04:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-12-30T05:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-12-30T06:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2025-01-01T06:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2025-01-01T07:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2025-01-01T08:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2025-01-01T09:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2025-01-20T08:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2025-01-20T09:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2025-03-27T17:00:00+00:00,flatline,relative_humidity_pct,96.0,flag_only,FL_relative_humidity_pct
stanhope,2025-03-27T18:00:00+00:00,flatline,relative_humidity_pct,96.0,flag_only,FL_relative_humidity_pct
stanhope,2025-03-27T19:00:00+00:00,flatline,relative_humidity_pct,96.0,flag_only,FL_relative_humidity_pct
stanhope,2025-04-04T07:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2025-04-14T00:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2025-04-14T01:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2025-04-14T07:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2025-04-14T08:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2025-04-14T09:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2025-04-25T03:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2025-04-25T04:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2025-04-27T18:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2025-04-28T00:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2025-04-28T01:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2025-04-28T02:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2025-04-28T03:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2025-05-04T21:00:00+00:00,flatline,relative_humidity_pct,96.0,flag_only,FL_relative_humidity_pct
stanhope,2025-05-04T22:00:00+00:00,flatline,relative_humidity_pct,96.0,flag_only,FL_relative_humidity_pct
stanhope,2025-05-04T23:00:00+00:00,flatline,relative_humidity_pct,96.0,flag_only,FL_relative_humidity_pct
stanhope,2025-05-19T05:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2025-05-19T06:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2025-05-19T07:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2025-06-08T04:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2025-10-14T04:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2025-11-21T05:00:00+00:00,flatline,relative_humidity_pct,95.0,flag_only,FL_relative_humidity_pct
stanhope,2025-11-21T06:00:00+00:00,flatline,relative_humidity_pct,95.0,flag_only,FL_relative_humidity_pct
stanhope,2025-11-27T02:00:00+00:00,flatline,relative_humidity_pct,99.0,flag_only,FL_relative_humidity_pct
stanhope,2025-11-27T03:00:00+00:00,flatline,relative_humidity_pct,99.0,flag_only,FL_relative_humidity_pct
stanhope,2025-11-27T04:00:00+00:00,flatline,relative_humidity_pct,99.0,flag_only,FL_relative_humidity_pct
stanhope,2025-11-27T05:00:00+00:00,flatline,relative_humidity_pct,99.0,flag_only,FL_relative_humidity_pct
stanhope,2025-11-27T06:00:00+00:00,flatline,relative_humidity_pct,99.0,flag_only,FL_relative_humidity_pct
stanhope,2025-11-27T07:00:00+00:00,flatline,relative_humidity_pct,99.0,flag_only,FL_relative_humidity_pct
stanhope,2025-11-27T08:00:00+00:00,flatline,relative_humidity_pct,99.0,flag_only,FL_relative_humidity_pct
stanhope,2025-11-27T09:00:00+00:00,flatline,relative_humidity_pct,99.0,flag_only,FL_relative_humidity_pct
stanhope,2025-11-27T10:00:00+00:00,flatline,relative_humidity_pct,99.0,flag_only,FL_relative_humidity_pct
stanhope,2025-12-05T09:00:00+00:00,flatline,relative_humidity_pct,89.0,flag_only,FL_relative_humidity_pct
stanhope,2023-04-26T04:00:00+00:00,flatline,wind_speed_kmh,0.0,flag_only,FL_wind_speed_kmh
stanhope,2023-04-26T05:00:00+00:00,flatline,wind_speed_kmh,0.0,flag_only,FL_wind_speed_kmh
stanhope,2023-04-26T06:00:00+00:00,flatline,wind_speed_kmh,0.0,flag_only,FL_wind_speed_kmh
stanhope,2023-04-26T07:00:00+00:00,flatline,wind_speed_kmh,0.0,flag_only,FL_wind_speed_kmh
stanhope,2024-07-04T09:00:00+00:00,flatline,wind_speed_kmh,9.0,flag_only,FL_wind_speed_kmh
stanhope,2024-07-23T13:00:00+00:00,flatline,wind_speed_kmh,4.0,flag_only,FL_wind_speed_kmh
stanhope,2024-12-04T21:00:00+00:00,flatline,wind_speed_kmh,6.0,flag_only,FL_wind_speed_kmh
stanhope,2025-03-18T23:00:00+00:00,flatline,wind_speed_kmh,0.0,flag_only,FL_wind_speed_kmh
stanhope,2025-03-19T00:00:00+00:00,flatline,wind_speed_kmh,0.0,flag_only,FL_wind_speed_kmh
stanhope,2025-03-19T01:00:00+00:00,flatline,wind_speed_kmh,0.0,flag_only,FL_wind_speed_kmh
stanhope,2025-03-19T02:00:00+00:00,flatline,wind_speed_kmh,0.0,flag_only,FL_wind_speed_kmh
stanhope,2025-03-19T03:00:00+00:00,flatline,wind_speed_kmh,0.0,flag_only,FL_wind_speed_kmh
stanhope,2025-03-19T04:00:00+00:00,flatline,wind_speed_kmh,0.0,flag_only,FL_wind_speed_kmh
stanhope,2025-03-19T05:00:00+00:00,flatline,wind_speed_kmh,0.0,flag_only,FL_wind_speed_kmh
stanhope,2025-03-19T06:00:00+00:00,flatline,wind_speed_kmh,0.0,flag_only,FL_wind_speed_kmh
stanhope,2025-03-19T07:00:00+00:00,flatline,wind_speed_kmh,0.0,flag_only,FL_wind_speed_kmh
stanhope,2025-03-19T08:00:00+00:00,flatline,wind_speed_kmh,0.0,flag_only,FL_wind_speed_kmh
stanhope,2025-03-19T09:00:00+00:00,flatline,wind_speed_kmh,0.0,flag_only,FL_wind_speed_kmh
stanhope,2025-03-19T10:00:00+00:00,flatline,wind_speed_kmh,0.0,flag_only,FL_wind_speed_kmh
stanhope,2025-03-19T11:00:00+00:00,flatline,wind_speed_kmh,0.0,flag_only,FL_wind_speed_kmh
stanhope,2025-03-19T12:00:00+00:00,flatline,wind_speed_kmh,0.0,flag_only,FL_wind_speed_kmh
stanhope,2025-03-19T13:00:00+00:00,flatline,wind_speed_kmh,0.0,flag_only,FL_wind_speed_kmh
stanhope,2025-03-19T14:00:00+00:00,flatline,wind_speed_kmh,0.0,flag_only,FL_wind_speed_kmh
stanhope,2025-08-07T08:00:00+00:00,flatline,wind_speed_kmh,7.0,flag_only,FL_wind_speed_kmh
stanhope,2025-10-14T03:00:00+00:00,flatline,wind_speed_kmh,6.0,flag_only,FL_wind_speed_kmh
