station,timestamp_utc,check_type,variable,original_value,action,rule
stanhope,2024-05-03T21:00:00+00:00,flatline,relative_humidity_pct,96.0,flag_only,FL_relative_humidity_pct
stanhope,2024-06-07T04:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-06-07T05:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-06-07T06:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-06-07T07:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-06-07T08:00:00+00:00,flatline,relative_humidity_pct,98.0,flag_only,FL_relative_humidity_pct
stanhope,2024-06-26T05:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
stanhope,2024-07-06T22:00:00+00:00,flatline,relative_humidity_pct,93.0,flag_only,FL_relative_humidity_pct
stanhope,2024-07-06T23:00:00+00:00,flatline,relative_humidity_pct,93.0,flag_only,FL_relative_humidity_pct
stanhope,2024-08-02T00:00:00+00:00,flatline,relative_humidity_pct,95.0,flag_only,FL_relative_humidity_pct
stanhope,2024-08-21T04:00:00+00:00,flatline,relative_humidity_pct,97.0,flag_only,FL_relative_humidity_pct
