station,timestamp_utc,battery_v,rain_mm,wind_direction_deg,air_temperature_c,solar_radiation_w_m2
stanley_bridge,2025-07-01 00:00:00+00:00,4.286706349206349,0.0,166.0,22.83274603174603,317.1391585760518
stanley_bridge,2025-07-02 00:00:00+00:00,4.286680555555556,0.4,146.0,23.61958333333333,280.58988764044943
stanley_bridge,2025-07-03 00:00:00+00:00,4.2855625,0.0,181.0,23.330861111111112,259.61474269819195
stanley_bridge,2025-07-04 00:00:00+00:00,4.283038194444445,6.6000000000000005,300.0,20.073902777777775,181.21156558533144
stanley_bridge,2025-07-05 00:00:00+00:00,4.2817847222222225,0.0,209.0,17.635166666666667,192.3699582753825
stanley_bridge,2025-07-06 00:00:00+00:00,4.2818958333333335,0.8,149.0,19.935027777777776,172.57062937062938
stanley_bridge,2025-07-07 00:00:00+00:00,4.279541666666667,2.2,184.0,18.96551388888889,85.34305555555555
stanley_bridge,2025-07-08 00:00:00+00:00,4.276184027777777,0.4,76.0,17.248069444444447,150.52228412256267
stanley_bridge,2025-07-09 00:00:00+00:00,4.2795625,0.0,65.0,17.4035,317.3986111111111
stanley_bridge,2025-07-10 00:00:00+00:00,4.282229166666666,0.0,118.0,19.05923611111111,211.31015299026424
stanley_bridge,2025-07-11 00:00:00+00:00,4.281857638888889,0.0,65.0,20.113444444444443,251.6723163841808
stanley_bridge,2025-07-12 00:00:00+00:00,4.2829548611111115,0.0,74.0,18.96973611111111,304.8333333333333
stanley_bridge,2025-07-13 00:00:00+00:00,4.283434027777777,0.0,138.0,21.228319444444445,274.475
stanley_bridge,2025-07-14 00:00:00+00:00,4.282913194444444,0.2,160.0,21.914055555555557,254.1114245416079
stanley_bridge,2025-07-15 00:00:00+00:00,4.283607638888889,0.0,178.0,23.273805555555555,267.6949860724234
stanley_bridge,2025-07-16 00:00:00+00:00,4.28961111111111,0.0,173.0,25.506194444444443,284.4847222222222
stanley_bridge,2025-07-17 00:00:00+00:00,4.2860625,0.0,175.0,25.194125,301.3097222222222
stanley_bridge,2025-07-18 00:00:00+00:00,4.28428125,4.0,178.0,22.793375,177.04674220963173
stanley_bridge,2025-07-19 00:00:00+00:00,4.282062499999999,0.0,326.0,21.09248611111111,297.09027777777777
stanley_bridge,2025-07-20 00:00:00+00:00,4.2800625,12.4,178.0,19.19558333333333,76.98194444444445
stanley_bridge,2025-07-21 00:00:00+00:00,4.276927083333334,2.2,180.0,17.17513888888889,133.51820728291315
stanley_bridge,2025-07-22 00:00:00+00:00,4.278340277777778,0.0,324.0,17.792930555555554,312.49444444444447
stanley_bridge,2025-07-23 00:00:00+00:00,4.280013888888889,0.0,261.0,19.872902777777778,289.125
stanley_bridge,2025-07-24 00:00:00+00:00,4.280437500000001,0.0,156.0,20.27288888888889,180.8767507002801
stanley_bridge,2025-07-25 00:00:00+00:00,4.280993055555555,7.3999999999999995,187.0,21.42673611111111,141.88826815642457
stanley_bridge,2025-07-26 00:00:00+00:00,4.2841458333333335,0.0,310.0,19.877180555555555,300.1763888888889
stanley_bridge,2025-07-27 00:00:00+00:00,4.283246527777778,0.0,163.0,20.831888888888887,295.37083333333334
stanley_bridge,2025-07-28 00:00:00+00:00,4.284704861111111,0.0,183.0,21.678291666666667,269.6777777777778
stanley_bridge,2025-07-29 00:00:00+00:00,4.282604166666667,0.0,178.0,23.088097222222224,256.35833333333335
stanley_bridge,2025-07-30 00:00:00+00:00,4.281694444444444,0.0,327.0,20.295222222222222,249.59103641456582
stanley_bridge,2025-07-31 00:00:00+00:00,4.2796770833333335,7.6000000000000005,132.0,19.369888888888887,221.82287308228732
stanley_bridge,2025-08-01 00:00:00+00:00,4.246222222222222,0.0,87.0,16.892666666666667,1.0
