station,timestamp_utc,battery_v,rain_mm,wind_direction_deg,solar_radiation_w_m2,air_temperature_c
stanley_bridge,2024-05-01 00:00:00+00:00,4.268734126984127,0.2,358.0,169.1936507936508,4.465793650793651
stanley_bridge,2024-05-02 00:00:00+00:00,4.264260416666667,0.2,347.0,83.62638888888888,4.501777777777778
stanley_bridge,2024-05-03 00:00:00+00:00,4.260993055555556,2.4000000000000004,354.0,62.205555555555556,4.441597222222222
stanley_bridge,2024-05-04 00:00:00+00:00,4.264708333333334,0.0,8.0,198.3393602225313,5.6906944444444445
stanley_bridge,2024-05-05 00:00:00+00:00,4.266256944444445,0.6000000000000001,45.0,279.94444444444446,5.499305555555556
stanley_bridge,2024-05-06 00:00:00+00:00,4.268225694444444,1.8,131.0,157.4413407821229,10.091041666666667
stanley_bridge,2024-05-07 00:00:00+00:00,4.270666666666667,0.4,180.0,245.01685393258427,10.650791666666667
stanley_bridge,2024-05-08 00:00:00+00:00,4.271979166666666,0.2,62.0,183.64116828929068,7.121152777777777
stanley_bridge,2024-05-09 00:00:00+00:00,4.266406249999999,7.0,48.0,71.67222222222222,5.079472222222222
stanley_bridge,2024-05-10 00:00:00+00:00,4.266809027777778,0.0,10.0,178.98194444444445,5.2364444444444445
stanley_bridge,2024-05-11 00:00:00+00:00,4.267930555555555,0.2,18.0,208.62777777777777,5.389875
stanley_bridge,2024-05-12 00:00:00+00:00,4.2680694444444445,0.0,44.0,140.01111111111112,6.191013888888889
stanley_bridge,2024-05-13 00:00:00+00:00,4.267402777777778,0.0,337.0,307.7027777777778,8.414180555555555
stanley_bridge,2024-05-14 00:00:00+00:00,4.2723402777777775,0.0,108.0,309.19305555555553,11.673263888888888
stanley_bridge,2024-05-15 00:00:00+00:00,4.2759375,0.0,95.0,293.56666666666666,12.319569444444445
stanley_bridge,2024-05-16 00:00:00+00:00,4.281590277777777,0.0,58.0,272.68479776847977,11.371847222222222
stanley_bridge,2024-05-17 00:00:00+00:00,4.279375,0.0,7.0,300.0541666666667,9.187236111111112
stanley_bridge,2024-05-18 00:00:00+00:00,4.277666666666667,0.0,22.0,256.41620111731845,12.46047222222222
stanley_bridge,2024-05-19 00:00:00+00:00,4.279784722222222,0.0,77.0,145.5048951048951,12.282791666666668
stanley_bridge,2024-05-20 00:00:00+00:00,4.278454861111111,0.0,105.0,214.37307152875175,13.447111111111111
stanley_bridge,2024-05-21 00:00:00+00:00,4.278961805555555,0.0,153.0,218.7983193277311,16.670041666666666
stanley_bridge,2024-05-22 00:00:00+00:00,4.280326388888889,0.8,188.0,140.1236111111111,16.13626388888889
stanley_bridge,2024-05-23 00:00:00+00:00,4.279958333333333,3.8000000000000003,83.0,205.0222222222222,15.630319444444444
stanley_bridge,2024-05-24 00:00:00+00:00,4.280020833333333,0.2,14.0,294.99861111111113,18.645944444444446
stanley_bridge,2024-05-25 00:00:00+00:00,4.278659722222222,0.2,307.0,189.69680111265646,11.868208333333333
stanley_bridge,2024-05-26 00:00:00+00:00,4.2789826388888885,0.0,72.0,187.26536312849163,9.770819444444443
stanley_bridge,2024-05-27 00:00:00+00:00,4.277579861111111,0.2,72.0,285.44444444444446,11.251555555555555
stanley_bridge,2024-05-28 00:00:00+00:00,4.279125,1.2000000000000002,142.0,121.35465924895688,14.725791666666666
stanley_bridge,2024-05-29 00:00:00+00:00,4.281451388888889,0.0,168.0,190.81857142857143,17.79877777777778
stanley_bridge,2024-05-30 00:00:00+00:00,4.281225694444444,0.0,324.0,308.6019553072626,12.952361111111113
stanley_bridge,2024-05-31 00:00:00+00:00,4.2794131944444445,0.0,6.0,212.89015691868758,11.195208333333333
stanley_bridge,2024-06-01 00:00:00+00:00,4.247361111111111,0.0,3.0,1.1,8.007111111111112
