station,timestamp_utc,battery_v,rain_mm,wind_direction_deg,air_temperature_c,solar_radiation_w_m2
stanley_bridge,2025-10-01 00:00:00+00:00,4.259623015873015,0.2,336.0,11.398238095238096,103.34022257551669
stanley_bridge,2025-10-02 00:00:00+00:00,4.2529409722222224,0.8,1.0,11.594763888888888,167.2861111111111
stanley_bridge,2025-10-03 00:00:00+00:00,4.255239583333333,0.0,164.0,13.19184722222222,180.16805555555555
stanley_bridge,2025-10-04 00:00:00+00:00,4.2594618055555555,0.0,175.0,14.242930555555555,133.81527777777777
stanley_bridge,2025-10-05 00:00:00+00:00,4.253993055555556,0.2,17.0,11.452069444444444,82.40833333333333
stanley_bridge,2025-10-06 00:00:00+00:00,4.257020833333333,0.0,157.0,19.722875,159.8875
stanley_bridge,2025-10-07 00:00:00+00:00,4.265135416666666,0.0,183.0,18.119833333333336,165.97083333333333
stanley_bridge,2025-10-08 00:00:00+00:00,4.256458333333333,39.6,183.0,17.265194444444447,40.62638888888889
stanley_bridge,2025-10-09 00:00:00+00:00,4.249579861111111,5.800000000000001,350.0,10.255125,67.24722222222222
stanley_bridge,2025-10-10 00:00:00+00:00,4.248121527777778,0.2,320.0,9.402902777777777,165.87222222222223
stanley_bridge,2025-10-11 00:00:00+00:00,4.2490625,0.0,183.0,11.406027777777778,164.15555555555557
stanley_bridge,2025-10-12 00:00:00+00:00,4.25184375,0.0,314.0,11.084319444444445,147.49305555555554
stanley_bridge,2025-10-13 00:00:00+00:00,4.245461805555555,0.2,51.0,7.004833333333333,141.7722222222222
stanley_bridge,2025-10-14 00:00:00+00:00,4.244836805555555,0.0,154.0,7.903944444444445,135.36527777777778
stanley_bridge,2025-10-15 00:00:00+00:00,4.246076388888889,0.0,140.0,11.441152777777777,99.87083333333334
stanley_bridge,2025-10-16 00:00:00+00:00,4.245378472222223,0.2,350.0,12.252777777777778,74.9125
stanley_bridge,2025-10-17 00:00:00+00:00,4.2421041666666675,0.8,14.0,11.748611111111112,46.74166666666667
stanley_bridge,2025-10-18 00:00:00+00:00,4.240770833333333,1.4000000000000001,22.0,11.206138888888889,59.516666666666666
stanley_bridge,2025-10-19 00:00:00+00:00,4.2401736111111115,1.4000000000000001,1.0,11.585,70.6375
stanley_bridge,2025-10-20 00:00:00+00:00,4.236204861111111,0.6000000000000001,6.0,10.340472222222223,42.46944444444444
stanley_bridge,2025-10-21 00:00:00+00:00,4.2343368055555555,4.4,138.0,13.056750000000001,40.35138888888889
stanley_bridge,2025-10-22 00:00:00+00:00,4.243746527777778,0.8,215.0,13.519680555555556,99.68472222222222
stanley_bridge,2025-10-23 00:00:00+00:00,4.247548611111111,3.0,125.0,14.948027777777778,132.20416666666668
stanley_bridge,2025-10-24 00:00:00+00:00,4.245239583333333,2.0,208.0,11.470958333333334,113.9375
stanley_bridge,2025-10-25 00:00:00+00:00,4.240364583333333,0.4,153.0,8.206777777777777,70.59861111111111
stanley_bridge,2025-10-26 00:00:00+00:00,4.233149305555555,0.0,164.0,6.017916666666666,72.02222222222223
stanley_bridge,2025-10-27 00:00:00+00:00,4.223347222222222,17.400000000000002,161.0,8.215597222222222,17.630555555555556
stanley_bridge,2025-10-28 00:00:00+00:00,4.229972222222222,2.0,17.0,10.008305555555555,30.6
stanley_bridge,2025-10-29 00:00:00+00:00,4.233076388888889,0.0,351.0,9.62038888888889,83.19444444444444
stanley_bridge,2025-10-30 00:00:00+00:00,4.235784722222222,0.4,14.0,10.429541666666667,98.87083333333334
stanley_bridge,2025-10-31 00:00:00+00:00,4.230145833333333,25.0,154.0,11.742750000000001,12.686111111111112
stanley_bridge,2025-11-01 00:00:00+00:00,4.198888888888889,0.0,181.0,12.485666666666667,1.0
