station,timestamp_utc,battery_v,rain_mm,wind_direction_deg,solar_radiation_w_m2,air_temperature_c
stanley_bridge,2024-11-01 00:00:00+00:00,4.249837301587302,8.4,171.0,27.761904761904763,13.708063492063491
stanley_bridge,2024-11-02 00:00:00+00:00,4.242916666666667,0.0,345.0,42.041666666666664,7.365430555555555
stanley_bridge,2024-11-03 00:00:00+00:00,4.2361909722222215,0.0,260.0,27.23472222222222,5.2082500000000005
stanley_bridge,2024-11-04 00:00:00+00:00,4.240402777777778,0.0,305.0,101.9263888888889,5.64875
stanley_bridge,2024-11-05 00:00:00+00:00,4.23328125,1.4000000000000001,190.0,18.209722222222222,7.053986111111111
stanley_bridge,2024-11-06 00:00:00+00:00,4.2427673611111105,2.0,190.0,47.331944444444446,14.143902777777779
stanley_bridge,2024-11-07 00:00:00+00:00,4.239666666666667,0.0,324.0,64.92361111111111,8.273763888888888
stanley_bridge,2024-11-08 00:00:00+00:00,4.233770833333334,0.2,265.0,44.518055555555556,7.351486111111111
stanley_bridge,2024-11-09 00:00:00+00:00,4.233465277777778,2.6,236.0,53.202777777777776,5.899694444444444
stanley_bridge,2024-11-10 00:00:00+00:00,4.233559027777778,0.0,321.0,99.44305555555556,5.296069444444445
stanley_bridge,2024-11-11 00:00:00+00:00,4.230920138888889,6.6000000000000005,198.0,15.995833333333334,8.978458333333332
stanley_bridge,2024-11-12 00:00:00+00:00,4.228541666666667,21.200000000000003,201.0,12.430555555555555,9.131041666666667
stanley_bridge,2024-11-13 00:00:00+00:00,4.230090277777778,11.8,341.0,67.77083333333333,5.615388888888889
stanley_bridge,2024-11-14 00:00:00+00:00,4.222333333333333,0.4,11.0,24.856944444444444,7.029625
stanley_bridge,2024-11-15 00:00:00+00:00,4.221201388888889,26.8,7.0,20.1125,5.915222222222222
stanley_bridge,2024-11-16 00:00:00+00:00,4.227940972222222,16.2,354.0,30.229166666666668,7.433194444444444
stanley_bridge,2024-11-17 00:00:00+00:00,4.228638888888889,0.4,257.0,30.08888888888889,6.968652777777778
stanley_bridge,2024-11-18 00:00:00+00:00,4.225392361111111,1.8,355.0,31.76527777777778,6.102611111111111
stanley_bridge,2024-11-19 00:00:00+00:00,4.219618055555555,17.400000000000002,323.0,19.731944444444444,6.922000000000001
stanley_bridge,2024-11-20 00:00:00+00:00,4.208944444444445,8.200000000000001,326.0,11.729166666666666,7.151583333333334
stanley_bridge,2024-11-21 00:00:00+00:00,4.212479166666666,5.2,358.0,20.094444444444445,6.900805555555555
stanley_bridge,2024-11-22 00:00:00+00:00,4.21059375,0.2,20.0,27.565277777777776,7.3927916666666675
stanley_bridge,2024-11-23 00:00:00+00:00,4.203875,26.8,52.0,6.151388888888889,7.543527777777778
stanley_bridge,2024-11-24 00:00:00+00:00,4.2073888888888895,18.8,118.0,15.744444444444444,6.685583333333333
stanley_bridge,2024-11-25 00:00:00+00:00,4.207847222222222,5.0,248.0,23.583333333333332,5.358472222222222
stanley_bridge,2024-11-26 00:00:00+00:00,4.20746875,1.4000000000000001,327.0,41.00694444444444,5.631916666666667
stanley_bridge,2024-11-27 00:00:00+00:00,4.205565972222222,0.6000000000000001,150.0,24.39027777777778,5.1100972222222225
stanley_bridge,2024-11-28 00:00:00+00:00,4.210548611111111,0.2,188.0,59.768055555555556,3.8470000000000004
stanley_bridge,2024-11-29 00:00:00+00:00,4.2043333333333335,18.0,126.0,26.156944444444445,3.326541666666667
stanley_bridge,2024-11-30 00:00:00+00:00,4.205600694444445,0.0,222.0,52.80555555555556,2.4751388888888886
stanley_bridge,2024-12-01 00:00:00+00:00,4.1549375,0.0,215.0,1.0,1.1371666666666667
