station,timestamp_utc,battery_v,rain_mm,wind_direction_deg,solar_radiation_w_m2,air_temperature_c
stanley_bridge,2024-01-01 00:00:00+00:00,4.225333333333333,0.0,268.0,23.583333333333332,-3.17955
stanley_bridge,2024-01-02 00:00:00+00:00,4.216475694444444,0.0,250.0,63.640277777777776,-4.219597222222222
stanley_bridge,2024-01-03 00:00:00+00:00,4.222135416666666,0.0,202.0,62.225,-2.083125
stanley_bridge,2024-01-04 00:00:00+00:00,4.2202118055555555,0.0,170.0,25.506944444444443,-3.374861111111111
stanley_bridge,2024-01-05 00:00:00+00:00,4.218173611111111,0.0,161.0,24.683333333333334,-3.346347222222222
stanley_bridge,2024-01-06 00:00:00+00:00,4.210121527777778,0.0,278.0,34.625,-7.772055555555555
stanley_bridge,2024-01-07 00:00:00+00:00,4.207475694444444,0.0,247.0,40.583333333333336,-5.859625
stanley_bridge,2024-01-08 00:00:00+00:00,4.214840277777778,0.0,38.0,34.827777777777776,-3.0683055555555554
stanley_bridge,2024-01-09 00:00:00+00:00,4.216423611111111,0.0,219.0,72.91111111111111,-5.430055555555556
stanley_bridge,2024-01-10 00:00:00+00:00,4.20221875,12.4,225.0,10.0,-3.7784027777777776
stanley_bridge,2024-01-11 00:00:00+00:00,4.223222222222223,2.2,122.0,43.22083333333333,3.8106388888888887
stanley_bridge,2024-01-12 00:00:00+00:00,4.229989583333333,0.0,198.0,70.86944444444444,-1.6796666666666664
stanley_bridge,2024-01-13 00:00:00+00:00,4.209583333333333,0.0,261.0,15.186111111111112,-4.848166666666667
stanley_bridge,2024-01-14 00:00:00+00:00,4.219017361111111,1.2000000000000002,108.0,36.53472222222222,3.4917361111111114
stanley_bridge,2024-01-15 00:00:00+00:00,4.2299375,0.0,145.0,72.32222222222222,-2.0766805555555554
stanley_bridge,2024-01-16 00:00:00+00:00,4.214069444444444,0.0,227.0,33.826388888888886,-3.4235555555555557
stanley_bridge,2024-01-17 00:00:00+00:00,4.222413194444445,16.8,101.0,28.280555555555555,0.23766666666666666
stanley_bridge,2024-01-18 00:00:00+00:00,4.218614583333333,0.0,247.0,72.6875,-6.838902777777778
stanley_bridge,2024-01-19 00:00:00+00:00,4.212472222222222,0.0,240.0,89.31527777777778,-8.240569444444445
stanley_bridge,2024-01-20 00:00:00+00:00,4.211135416666667,1.0,264.0,47.7375,-3.764611111111111
stanley_bridge,2024-01-21 00:00:00+00:00,4.22465625,0.0,348.0,33.40416666666667,-0.7574166666666667
stanley_bridge,2024-01-22 00:00:00+00:00,4.221902777777777,0.0,284.0,84.40277777777777,-5.695166666666667
stanley_bridge,2024-01-23 00:00:00+00:00,4.218871527777778,0.0,218.0,87.74722222222222,-1.9005555555555558
stanley_bridge,2024-01-24 00:00:00+00:00,4.218479166666667,0.0,307.0,60.25277777777778,-8.948430555555555
stanley_bridge,2024-01-25 00:00:00+00:00,4.201,1.8,178.0,50.704166666666666,-1.026875
stanley_bridge,2024-01-26 00:00:00+00:00,4.222895833333333,0.0,1.0,37.01111111111111,-5.148333333333333
stanley_bridge,2024-01-27 00:00:00+00:00,4.213600694444445,2.2,152.0,42.86944444444445,-2.395972222222222
stanley_bridge,2024-01-28 00:00:00+00:00,4.2243611111111115,0.0,337.0,31.926388888888887,-0.983375
stanley_bridge,2024-01-29 00:00:00+00:00,4.22390625,0.0,161.0,24.969444444444445,-2.4267083333333335
stanley_bridge,2024-01-30 00:00:00+00:00,4.22140625,0.0,6.0,53.33888888888889,-6.001597222222221
stanley_bridge,2024-01-31 00:00:00+00:00,4.219694444444444,0.0,20.0,97.73333333333333,-6.010083333333333
stanley_bridge,2024-02-01 00:00:00+00:00,4.1715,0.0,194.0,1.0,-4.958749999999999
